region,spotify_uri,artist,title,original_lang,dominant_emotion,emotion_love,emotion_angst,emotion_joy,emotion_heartbreak,emotion_empowerment,emotion_party,emotion_despair,emotion_hope,emotion_nostalgia,emotion_solitude,emotion_passion,emotion_relaxing
Colombia,3hpm0fTeSqlhJbnqAgaLZs,Fuerza Regida,Marlboro Rojo,es,angst,0.2347,0.8901,0.4251,0.1835,0.6827,0.254,0,0,0.8198,0.1941,0.8723,0
Colombia,6cHHrFD3fmBG9MR3k8kvep,Frankie Ruiz,Tú Con Él,es,love,0.9566,0.7018,0.6305,0.93,0.8358,0.3197,0.3525,0.4026,0.7839,0.658,0.8189,0.6302
Colombia,3ddJ8Vbc5tYPxq5zKRVke6,"KAROL G, Marco Antonio Solís",Coleccionando Heridas,es,solitude,0.8848,0.9308,0,0.8925,0.6628,0.3793,0.8495,0.373,0.2362,0.9387,0.4639,0.4637
Colombia,4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,es,relaxing,0.7394,0.8282,0.5676,0.3518,0.8241,0.8202,0.2669,0.3309,0.8107,0.5403,0.8266,0.8654
Colombia,6829KtrgNt2ZwrsE19nTEd,Yeison Jimenez,Ni Tengo Ni Necesito,es,solitude,0.1294,0.5644,0.3919,0.6968,0.7451,0.2511,0.4586,0.3125,0.128,0.9483,0.7082,0
Colombia,281YJmnThveWjsWVic9Ym6,"Kris R., Blessd",Las Piponas (Remix),es,other,0.3807,0.5473,0,0.1026,0.3536,0.2289,0,0,0.4217,0.1042,0.2759,0
Colombia,1OHj2WRXOR9XdCV6PuptXv,Luister La Voz,Amarte más no pude - En vivo,es,passion,0.1365,0.6696,0.3628,0.4191,0.6886,0.4535,0.3777,0.4907,0.2134,0.3095,0.8229,0.2004
Colombia,2ALQyXMC26Vew7JX7ert9M,"Blessd, Kris R.",POLOS OPUESTOS REMIX - BLESSD VERSION,es,passion,0.8498,0.8556,0.2204,0.4084,0.5411,0.2059,0,0.4721,0.4163,0.3372,0.9193,0
Colombia,1YYfyJ2yCvGFCxwjsIqEK9,"Rauw Alejandro, Romeo Santos",Khé?,es,heartbreak,0.784,0.9302,0,0.9434,0.361,0.1592,0.6658,0,0.5666,0.241,0.7803,0
Colombia,5PB1ITleNasy7UMYEaBWkL,Yeison Jimenez,Qué Día Es Hoy,es,heartbreak,0.6976,0.8994,0,0.9346,0.1398,0.7815,0.7496,0,0.1079,0,0.7641,0
Colombia,0VKkyBKCXyR99navhVRqcP,Zion & Lennox,La player (Bandolera),es,solitude,0.3185,0.552,0.2119,0.5219,0.539,0.3094,0.4816,0.2445,0.3881,0.9488,0.6172,0.3848
Colombia,3ClyThLf2bguwdMcm7hqZ2,"Kris R., Blessd",COSITAS,es,heartbreak,0.7254,0.8543,0,0.9043,0.2831,0,0.5158,0.1637,0.5841,0.5103,0.5173,0
Colombia,2tKVinInf0PJS1iG04zzqi,"Blessd, Sebastian Ledher, Tayson Kryss, Joseph Ren",UNA NOCHE DE LOCURA,es,solitude,0.9664,0.8552,0.54,0.136,0.8924,0.5551,0,0.386,0.8778,0.9765,0.9713,0.2773
Colombia,1C7NXX8UJ6pgNx8EkmyZDd,Beéle,si te pillara,es,nostalgia,0.498,0.6714,0.3883,0.5309,0.6638,0.3779,0.4595,0.6657,0.7904,0.2532,0.6851,0.2509
Colombia,3NgDulHteTVdF026IxY5bW,"Don Omar, Kendo Kapponi",RX,es,passion,0,0.7308,0,0,0.548,0.485,0,0,0.1304,0.1079,0.7832,0.266
Colombia,2n1MTLCis6qPSDKdr5XSDI,Willie Colón,Oh Qué Será?,es,angst,0.512,0.9008,0.1526,0.7215,0.6406,0.2509,0.567,0.2377,0.3573,0.1584,0.7432,0
Colombia,4wu7jIeJCUhQJaXsXVit0e,Blessd,Palabras Sobran,es,love,0.8864,0.3903,0.2647,0.1284,0.4896,0.1417,0,0,0.3345,0.1837,0.6281,0.3702
Colombia,73scB4Q4fcOmnsBVZPmk32,KAROL G,Si Antes Te Hubiera Conocido,es,other,0.7654,0.9628,0.3249,0.6016,0.7317,0.9061,0.387,0.9656,0.8313,0,0.9603,0
Colombia,7yHZ66udwjeUafGohI7T46,ARIA VEGA,AY MAMA (mi tiburón),es,other,0.8077,0.5909,0.3897,0.718,0.9489,0.3669,0,0,0.9606,0.1973,0.92,0.2794
Colombia,0ftcn4ddKESqQMA784Ebc0,Yeison Jimenez,Aventurero,es,party,0.8154,0.7853,0.5355,0.4543,0.3021,0.9923,0,0,0.1266,0.204,0.887,0.1895
Colombia,4VTb5wB46sZDsfL8XgroGt,Willie Colón,Gitana,es,heartbreak,0.8419,0.8505,0,0.9482,0.3323,0,0.4031,0.585,0.4396,0.3761,0.8935,0
Colombia,4ZGk5h0sIfeunWEKzXEoHr,Tito Rojas,Siempre Sere,es,love,0.9888,0.3227,0.6742,0.2438,0.9325,0.3443,0,0.7393,0.5776,0.1048,0.8887,0.3316
Colombia,7LABrQFfRYcZUqUwng0Heb,Yandel,Encantadora,es,other,0.4656,0.4677,0.1369,0.1969,0.2028,0.2481,0.368,0.1516,0.317,0.6703,0.4673,0
Colombia,21nc3O8OncUv1jjSrC1ML2,Yiyo Sarante,Corazon de Acero,es,heartbreak,0.5672,0.7621,0,0.9475,0.5786,0.2419,0.591,0.1171,0.154,0.3222,0.524,0.1375
Colombia,0TBFzXKWtoF7Lwh0LKFt8f,GeezyDee,El Peor Hombre Del Mundo,es,angst,0.1818,0.9429,0,0.8764,0.4173,0.1799,0.7463,0,0.2078,0.465,0.5473,0
Colombia,5ds1Hh3lo4JUF2vflqyayK,Yiyo Sarante,Manos de Tijera,es,other,0,0.2852,0,0.1945,0.5364,0.2156,0.1434,0.1186,0,0.313,0.3362,0.1949
Colombia,0FsXZAMf6NACvNJ2LI6ySp,Frankie Ruiz,Deseándote,es,passion,0.882,0.8757,0.322,0.7657,0.6893,0.2842,0.2652,0.6061,0.8581,0.25,0.9863,0
Colombia,5sMHuOIvtsSuFZafTcF19Q,"Pipe Bueno, Jessi Uribe, Yeison Jimenez, Carín León, Alzate, Darío Gómez, Luis Alberto Posada, El Charrito Negro, Jhonny Rivera, Jhon Alex Castaño, Juan Pablo Navarrete",Guaro (Remix),es,heartbreak,0.3423,0.9816,0,0.9854,0.5551,0.8565,0.8432,0,0.5106,0,0.8638,0
Colombia,3QwBODjSEzelZyVjxPOHdq,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),en,nostalgia,0.7819,0.6793,0.6538,0.1618,0.7413,0.7888,0.1081,0.3598,0.9841,0,0.9191,0
Colombia,34vXRJ2bCSFiZKQzVUYVOb,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,es,love,0.9427,0.2953,0.3368,0.8175,0.7026,0.1746,0,0.3693,0.2299,0,0.4351,0.6047
Colombia,6jbDhMUR3Hc3yVPT2tEVxY,Yeison Jimenez,Te Voy a Olvidar,es,solitude,0.9505,0.5452,0.8724,0.9629,0.8841,0.9079,0,0.4979,0.1882,0.9876,0.6577,0.9557
Colombia,7hYlC6s0SXSIwtFlW6NgjT,"W Sound, Myke Towers, Ovy On The Drums",5 Estrellas - W Sound 23,es,angst,0.496,0.577,0,0.5209,0.1456,0.2513,0,0,0.3207,0,0.4533,0
Colombia,5SudOD9R1Of6CsJVWZy6CQ,"Romeo Santos, Prince Royce",Dardos,es,angst,0.933,0.9615,0,0.9524,0.2316,0.2414,0.8918,0,0.1957,0,0.7772,0
Colombia,7xDwU3I38ReireLvv79h63,Grupo Niche,Sin Sentimientos,es,other,0.7542,0.886,0,0.9466,0.3449,0.1492,0.6668,0.2175,0.1291,0.1214,0.6453,0
Colombia,1nDvFYTsaQwxt5CTk7LJ5E,"Yeison Jimenez, Pasabordo",Hasta La Madre,es,angst,0.3598,0.9575,0.1701,0.9403,0.5715,0.8977,0.6094,0,0.7105,0.9486,0.8256,0.2726
Colombia,7zwgHkTKv86nMOREN5k1hx,Clarent,BIENVENIDA,es,empowerment,0.1871,0.4091,0,0.2675,0.8787,0.2202,0.1988,0.1034,0.1424,0.3971,0.3365,0.1839
Colombia,1LNLFgc99bgCWPAaJ9zUQi,Yeison Jimenez,Tu Mal Sabor,es,other,0.9725,0.889,0.3408,0.9202,0.8447,0.5898,0.6838,0.6789,0.721,0.7456,0.9101,0.2375
Colombia,2beS6dD5rovBxSA1zYoSHR,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,en,other,0.4511,0.7501,0.3138,0.2017,0.7063,0.7156,0.2712,0.3259,0.3335,0.2895,0.7635,0
Colombia,1i1n7hUzCDkXGFqIJSSzom,Beéle,frente al mar,es,love,0.9899,0.8393,0.3257,0.7085,0.6756,0.8853,0.2345,0.9828,0.5898,0.8965,0.9844,0
Colombia,1xTWu5aArww0QtXqX2ScBI,"Maluma, Yeison Jimenez",Con el Corazón,es,love,0.9903,0.9525,0.115,0.9404,0.3435,0.9229,0.8715,0.133,0.6762,0.1652,0.7956,0.2228
Colombia,7hynhxDoDpgMIV12JuVtNa,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,es,other,0.7991,0.6298,0,0.837,0.3489,0,0.3797,0,0.1059,0.7053,0.3749,0
Colombia,3UJN0IUZIeXnrmo48e6XXx,"El Americano 4KT, THE FAVORITES",MAMAXITA,es,empowerment,0.4962,0.2793,0.5358,0.1111,0.8244,0.3989,0,0.4829,0.254,0.2572,0.5953,0
Colombia,2Bhmj4XK33InfhqKPxcJ1v,Aventura,Dile al Amor,es,heartbreak,0,0.8914,0,0.9904,0.2053,0,0.7469,0,0,0.9848,0.1151,0
Colombia,5GTBdEjZe7zEDp1N0eCZE4,"Peso Pluma, Estevan Plazola",HOLLYWOOD,es,angst,0.2167,0.9715,0.2829,0.3524,0.8319,0.4489,0.2766,0.6385,0.9367,0.2352,0.8055,0
Colombia,5u4XWSNpF4wE6W6i78Uf1B,Rayo & Toby,Movimiento de Caderas,es,empowerment,0.4458,0.236,0.3967,0,0.8845,0.4781,0,0.3324,0,0,0.7616,0.3225
Colombia,1a7onn7lPqqRWul5ogyMyX,Fuerza Regida,ANSIEDAD,es,passion,0.7023,0.9669,0.2595,0.9486,0.2921,0,0.7582,0,0,0,0.9684,0
Colombia,27ze5t5tIDPlVits0KRbxT,Aventura,El Perdedor,es,heartbreak,0.4556,0.816,0,0.9123,0.3623,0.1854,0.5202,0,0,0.2025,0.6796,0
Colombia,5YJ4BVvTFmVCxUyhKejHfR,Tego Calderón,Pa' Que Retozen,es,angst,0,0.754,0.4774,0,0.595,0.4343,0,0,0.1638,0.2091,0.6287,0
Colombia,7BNTVOitDoUC5HVN8HleQy,"Georgy Parra Salvaje, Yeison Jimenez",GPS #5 - Dime Que Sí,es,passion,0.8526,0.9477,0.1395,0.6319,0.5577,0.423,0.5403,0.1551,0.1324,0.2271,0.9726,0
Colombia,5QDLhrAOJJdNAmCTJ8xMyW,BTS,Dynamite,en,party,0.375,0,0.9563,0,0.9674,0.9706,0,0.6884,0.6894,0,0.9538,0
Colombia,25ZAibhr3bdlMCLmubZDVt,"J Balvin, Bad Bunny",QUE PRETENDES,es,passion,0.1208,0.5819,0,0.4786,0.3245,0.2206,0.4356,0,0.4753,0.3383,0.7456,0
Colombia,4skuEIloXWuxxgekKupkEH,Mon Laferte,Tu Falta De Querer,es,heartbreak,0.9385,0.9725,0,0.981,0.5178,0.4487,0.9405,0,0.814,0.7684,0.8865,0.2837
Colombia,5hWpXZOs7vpz0JD3CIylsb,ROA,FANTASÍA,es,passion,0.6287,0.4181,0.2497,0.1309,0.6997,0.2424,0,0.4757,0.111,0.1795,0.7812,0
Colombia,5ReIuecGjsHabpYSNlKnuR,"Blessd, CARABIN3, SVNTI",MUSA REMIX,es,passion,0.9321,0.7909,0.3724,0.2349,0.6618,0.2728,0.136,0.5446,0.7792,0.4812,0.9414,0
Colombia,69Ej1xrGjOcHvIMtMKxK0G,Don Omar,Dile,es,passion,0.892,0.8509,0.2143,0.8754,0.8879,0.624,0.3928,0.7692,0.4306,0.2517,0.9893,0
Colombia,2Kx9AfJPaJib9DwAdDYdB9,"Ryan Castro, Blaiz Fayah, Tribal Kush",BOMBASTIK<3,es,other,0.2324,0.8075,0,0,0.6805,0.5664,0.2741,0,0,0,0.627,0
Colombia,73BrH4q0vUdhT34uK9j98O,Luister La Voz,Las Cartas,es,heartbreak,0.8906,0.9552,0.2283,0.9751,0.6302,0.1506,0.8042,0,0.1873,0.8407,0.6551,0
Colombia,4py8x8qXCOTi0Rrm4NbCTK,"Ryan Castro, Blessd",LEJANIA,es,empowerment,0.6126,0.3997,0.33,0.497,0.7422,0.2113,0.4533,0.5555,0.2731,0.3769,0.6989,0
Colombia,3eIvjtwoYC16ElxYE6ph7J,Ele A El Dominio,Hace Mucho Tiempo,es,angst,0.8803,0.9017,0.1284,0.7588,0.2545,0.3358,0.7278,0.1258,0.7028,0.5046,0.9017,0.1452
Colombia,4DS7HoqrKq1dDjeYOKBlu9,"Trap Capos, Noriel, Bad Bunny, Arcángel",De las 2 (feat. Bad Bunny & Arcángel),es,other,0.5947,0.7513,0.1832,0.2846,0.6004,0.378,0.16,0.158,0.199,0,0.7436,0
Colombia,7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,en,passion,0.5982,0.1482,0.2537,0,0.9228,0.6385,0,0.2317,0.1431,0.2796,0.9643,0
Colombia,1JXcB149QtbcIpDUA6YZOB,Grupo Niche,Algo Que Se Quede,es,love,0.954,0.3639,0.5461,0,0.8202,0.2806,0,0.7054,0.5904,0.3879,0.8481,0.805
Colombia,2dd3G3ZqEcG2cNS1tp3oEk,"Alleh, Yorghaki",capaz (merengueton),es,angst,0.8545,0.9417,0.1232,0.7705,0.5115,0.2271,0.6709,0.1307,0.4401,0.1358,0.8826,0.3097
Colombia,1dAQ93kw8Sy9n4JCz2G9Nf,"Alexis y Fido, Arcángel, De La Ghetto",Camuflaje (Remix),es,passion,0.4838,0.6028,0.1904,0.3595,0.6143,0.3579,0.154,0.2294,0.1973,0,0.754,0
Colombia,2HbmLkHkkI15eES8kpWRuI,Los Hijos De Puerto Rico,Separados,es,love,0.9765,0.8519,0,0.9649,0.2847,0,0.923,0,0.797,0.9354,0.4361,0
Colombia,5HCGrYR7g9u2X9Ju83yQLm,Adolescent's Orquesta,Virgen,es,empowerment,0.8894,0.2216,0.2687,0.3312,0.9183,0.2632,0,0.6873,0,0.2792,0.7062,0.5796
Colombia,2lGGv17kLfOrdVzNFzuQWM,"El Americano 4KT, Tony Monta",WELCOME,es,angst,0.1225,0.8802,0.1421,0.569,0.5586,0.3768,0.2705,0.3783,0.28,0,0.6934,0
Colombia,4ysgNOWbc02RUnCxQMzpeL,Yeison Jimenez,Maldita Traga,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,0ToktqlTchGYvCRHUCWnG5,"Luis Silva, Yeison Jimenez",Como No Voy a Decirlo,es,love,0.9872,0.1456,0.3972,0,0.6536,0,0,0.5019,0,0,0.9276,0.198
Colombia,0sOrHE0vkEhrmWZnhqjP36,"Blessd, Hades66, Blackinny, Young Fatty",MAS QUE AMIGOS,es,passion,0.5188,0.6508,0.2455,0.4411,0.8023,0.4668,0,0.452,0.3579,0.1372,0.8467,0
Colombia,5mp6OBKCAjN4UYRvhOuUze,"Oscar Maydon, Fuerza Regida",Tu Boda,es,heartbreak,0.8416,0.7048,0,0.9762,0.3349,0,0.6918,0,0.2139,0.484,0.3946,0
Colombia,5dDlknAL9imbXXl7uG7oqe,Omar Courtz,⁠LUCES DE COLORES,es,passion,0.6166,0.7263,0.6434,0,0.7545,0.3151,0,0.3572,0.7996,0.7804,0.9356,0.1351
Colombia,6yLqoieklk9gwabLaUDJ4s,"La Factoria, Eddy Lover",Perdóname,es,passion,0.9088,0.9002,0.2844,0.8752,0.6046,0.238,0.356,0.4908,0.3371,0.2674,0.9108,0
Colombia,61C7zXd4t2Zuhz6DRwgsLM,"Piso 21, Marc Anthony, Beéle",Volver,es,heartbreak,0.5111,0.9769,0.1036,0.989,0.3541,0.506,0.7433,0.14,0.9084,0.3767,0.6749,0
Colombia,5BrVJGkFTBPAMRl5hIE9A7,Farruko,Cositas Que Haciamos,es,empowerment,0.4654,0.433,0.2033,0.3044,0.585,0.199,0.3096,0.4518,0.4821,0.2544,0.5104,0
Colombia,1btsXTZnL2wVSW8oDWvjMM,"Blessd, Kris R., Young Fatty, TURY, CARABIN3, GeezyDee","MIU MIU (feat. GeezyDee, CARABIN3)",es,empowerment,0.8573,0.516,0.6648,0.1393,0.9072,0.4704,0,0.4862,0.5826,0.166,0.8333,0.2219
Colombia,3fRIuTih8bzc0vtY9fHhvF,Willie Colón,Talento De Televisión,es,empowerment,0.4129,0.4468,0.6437,0,0.8523,0.6148,0,0.4858,0.3804,0.1614,0.6002,0
Colombia,0BenZn1xELuxhb7Pjwyjxv,"Don Omar, Plan B",Hooka,es,passion,0.4818,0.4633,0.3749,0,0.6921,0.7312,0,0.193,0.265,0.5826,0.9216,0
Colombia,0EFxJw34fK8DWlTxx9qYeW,Blessd,Instagram,es,passion,0.4514,0.448,0.1507,0.1565,0.6918,0.1217,0,0.3372,0.4433,0,0.8145,0
Colombia,3fr52NaaVxb2UxPNxDtaQx,Juliana,El AchanTAdo,es,solitude,0.8327,0.8419,0,0.9596,0.1569,0.1375,0.7564,0,0.1439,0.9732,0.7669,0
Colombia,4eDjNcAyIuJFhQ31Fvvoc1,"J Alvarez, Ñejo & Dalmata","Sexo, Sudor y Calor",es,love,0.8522,0.7047,0.2049,0.5359,0.7017,0.3368,0.2883,0.3914,0.7821,0.1597,0.8267,0
Colombia,1iEwyiSLAunPR6uouANE0O,Maluma,El Perdedor,es,heartbreak,0.8832,0.7379,0,0.9133,0.4339,0.1714,0.537,0,0.412,0.336,0.7621,0
Colombia,6v5qt5KPQHJt5ckWuhDGtM,"Victor Valverde, JR Torres",El Mayor De Los Ranas,es,angst,0,0.9527,0.3109,0.7776,0.391,0.3044,0.6599,0.1861,0.2163,0.439,0.8146,0
Colombia,5jJTqI5yteOyLWoDTjiHCO,Luis Enrique,Yo No Sé Mañana,es,solitude,0.5977,0.948,0.3101,0.5732,0.7034,0.2276,0.7856,0.2059,0.3213,0.9622,0.7478,0.2497
Colombia,47sQ0h1xhlDWJ3nHbwYPrg,Hades66,YO QUIERO,es,passion,0,0.9818,0.3398,0.2952,0.7964,0.5851,0.4684,0.1215,0.325,0.6522,0.9819,0
Colombia,6eLQXa6uk2EW8drsiKbABZ,Fuerza Regida,TU SANCHO,es,passion,0.855,0.726,0.3272,0.271,0.7495,0.2515,0,0.2393,0.3441,0.239,0.8706,0.1413
Colombia,2ROj8GoI45RQouYomaLDTm,"GeezyDee, Kris R.",Parche Tranqui,es,angst,0.4672,0.9254,0.1087,0.6528,0.4913,0.5523,0.4175,0,0.411,0,0.8074,0
Colombia,2QcUxndr7skMMHLElnl4Bo,Jose Luis Carrascal,Como Duele El Frio,es,heartbreak,0.588,0.6831,0,0.9145,0.3997,0.3512,0.3844,0.4399,0,0.2483,0.4938,0
Colombia,4dyzxv5SsdBtunuU3qj7Ti,Fresto Music,Me Hace Daño Verte,es,heartbreak,0.9223,0.9625,0,0.9853,0.1696,0.3819,0.9449,0,0.6417,0.9446,0.8539,0
Colombia,286NP8kXWzx2uHb5tr7TGv,David Pabon,Aquel Viejo Motel,es,passion,0.9779,0.7438,0.4932,0.8808,0.6927,0.463,0.2174,0.1984,0.9682,0,0.9887,0
Colombia,65nL3OLuHHfEYxKkHMQ1fL,Frankie Ruiz,Desnúdate Mujer,es,passion,0.8217,0.8745,0.4112,0.9094,0.7576,0.4716,0.2173,0.2656,0.4758,0.1381,0.9515,0.2527
Colombia,6IV5Y1eWaQZ1jV5apkUMS4,"Grupo Firme, Gerardo Coronel",Qué Onda Perdida,es,heartbreak,0.5936,0.9649,0,0.9709,0.4191,0.1357,0.7606,0.8516,0.7173,0.3078,0.5316,0
Colombia,6I86RF3odBlcuZA9Vfjzeq,Romeo Santos,Eres Mía,es,love,0.9228,0.8009,0.4158,0.7898,0.7888,0.4272,0.1425,0.3699,0.6543,0.4403,0.7262,0.321
Colombia,3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,es,other,0.5863,0.4129,0.2577,0.3631,0.4013,0.2135,0.3007,0,0.2253,0,0.5134,0.3176
Global,0COqiPhxzoWICwFCS4eZcp,Evanescence,Bring Me To Life,en,despair,0.8555,0.898,0.1765,0.9286,0.8567,0.2894,0.9519,0.8458,0.3166,0.9197,0.5725,0
Global,0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,en,heartbreak,0.7198,0.8621,0,0.9824,0.4217,0.805,0.8254,0.8271,0.8578,0.119,0.6423,0
Global,3zEN0ii6s4DHHBpnTp3RP7,Empire Of The Sun,We Are The People,en,joy,0.9806,0.5047,0.9857,0.103,0.959,0.623,0,0.9595,0.9823,0,0.9677,0.1142
Global,2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo",Danza Kuduro,es,other,0.5949,0.8614,0.6191,0.2076,0.9326,0.9367,0.1585,0.6591,0.4653,0.3761,0.9166,0.1423
Global,3hpm0fTeSqlhJbnqAgaLZs,Fuerza Regida,Marlboro Rojo,es,angst,0.2347,0.8901,0.4251,0.1835,0.6827,0.254,0,0,0.8198,0.1941,0.8723,0
Global,7gKxCvTDWwV9wBhdeBbr3l,Olivia Dean,Nice To Each Other,en,hope,0.7348,0.9476,0.4054,0.5256,0.7395,0.3077,0.3312,0.9534,0.4477,0.2523,0.7079,0
Global,5tZaKZPJtiHh6teQfVEHB5,Piche Kota,Bahagia Lagi,id,love,0.9698,0.9592,0.1207,0.9672,0.5907,0.3163,0.7557,0.7488,0.3276,0.6299,0.7355,0
Global,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,en,love,0.9222,0.463,0.195,0,0.5582,0.2118,0,0.4273,0,0,0.8784,0
Global,0lYBSQXN6rCTvUZvg9S0lU,"DJ Snake, Justin Bieber",Let Me Love You,en,angst,0.7795,0.8887,0,0.8553,0.3413,0,0.4376,0.4849,0.3572,0.1944,0.725,0
Global,3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,en,love,0.9017,0.8844,0,0.858,0.3338,0.246,0.6691,0.507,0.745,0.6094,0.8298,0
Global,45Z3m6yazmAi4jZuW0tzW0,Harry Styles,Aperture,en,love,0.9935,0.4359,0.3304,0,0.9741,0.2397,0,0.4798,0.1177,0,0.938,0
Global,1qRV1dKLOfH1s00b9J2LUQ,Zara Larsson,Midnight Sun,en,nostalgia,0.9333,0.2036,0.884,0.1809,0.9501,0.655,0,0.6452,0.9741,0.9544,0.9168,0.9548
Global,2mdEsXPu8ZmkHRRtAdC09e,Lana Del Rey,Cinnamon Girl,en,passion,0.1591,0.5473,0,0,0.6619,0,0,0.426,0,0,0.8755,0
Global,4VxTzYm00mg82MuoT35Ja7,Tyla,CHANEL,en,angst,0.8234,0.9017,0,0.7845,0.6546,0.1512,0.578,0.1274,0.2004,0.5546,0.7535,0
Global,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,en,solitude,0.8923,0.9562,0.1898,0.904,0.7024,0.1649,0.9439,0.9169,0.7073,0.9888,0.8453,0
Global,0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,en,relaxing,0,0.9096,0,0,0.1263,0.2663,0.3915,0,0.3798,0,0.2869,0.9307
Global,5yvVYFDUpbnjcnRBgjwTzM,"Tame Impala, JENNIE",Dracula - JENNIE Remix,en,other,0.4231,0.4759,0.1757,0.2745,0.4155,0.2749,0.185,0.4762,0.4354,0.2977,0.4646,0
Global,73scB4Q4fcOmnsBVZPmk32,KAROL G,Si Antes Te Hubiera Conocido,es,other,0.7654,0.9628,0.3249,0.6016,0.7317,0.9061,0.387,0.9656,0.8313,0,0.9603,0
Global,4QNpBfC0zvjKqPJcyqBy9W,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),ru,passion,0.6661,0.5638,0.5192,0.2982,0.897,0.4945,0.4425,0.6674,0.2831,0.3844,0.9176,0.1126
Global,7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),es,passion,0.6668,0.4581,0.2961,0.1531,0.3036,0.2386,0,0.2308,0.661,0,0.7901,0.1711
Global,5BZsQlgw21vDOAjoqkNgKb,Justin Bieber,DAISIES,en,love,0.9948,0.9709,0.4304,0.9445,0.5175,0.471,0.5715,0.6676,0.6754,0.1338,0.9818,0
Global,3d0WouFnFmr0K3kjeza3fF,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),en,passion,0.4849,0.367,0.4708,0,0.7942,0.6243,0,0.3599,0.4733,0,0.7944,0
Global,0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,en,solitude,0.4392,0.8867,0.1975,0.7168,0.5547,0,0.6241,0,0.9008,0.9444,0.3221,0.2993
Global,2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),en,passion,0.9546,0.7196,0.5965,0,0.9278,0.5509,0,0.4733,0.715,0.2752,0.9602,0.2884
Global,0bxPRWprUVpQK0UFcddkrA,Kehlani,Folded,en,angst,0.7756,0.9163,0.2658,0.8268,0.85,0.3562,0.5483,0.639,0.5228,0.6549,0.7795,0.2832
Global,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,en,angst,0,0.9637,0.1907,0.4096,0.5309,0.5099,0.4665,0.1466,0.3689,0.2187,0.808,0
Global,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,en,hope,0.9822,0.9563,0.3709,0.8546,0.8221,0.1209,0.4954,0.9911,0.6017,0.1562,0.9747,0
Global,2374M0fQpWi3dLnB54qaLX,TOTO,Africa,en,solitude,0.7735,0.8002,0.5897,0.6409,0.884,0.3242,0.3489,0.9384,0.9001,0.9617,0.8742,0.2913
Global,2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,en,despair,0.1389,0.9173,0,0.8553,0.1597,0.3272,0.9527,0,0,0.8067,0.3334,0
Global,2nMeu6UenVvwUktBCpLMK9,Lana Del Rey,Young And Beautiful,en,nostalgia,0.9501,0.8968,0.6347,0.6949,0.8695,0.937,0.1606,0.8524,0.9605,0.1375,0.91,0
Global,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,en,love,0.9787,0.6111,0.7248,0,0.9064,0.5907,0,0.9382,0.8732,0.2278,0.9317,0.4777
Global,43iIQbw5hx986dUEZbr3eN,Laufey,From The Start,en,heartbreak,0.862,0.9748,0,0.984,0.4086,0.147,0.909,0.2392,0.3696,0.9832,0.8276,0
Global,64qfw9JZl3RYCrq4Mn0WvT,Idgitaf,Sedia Aku Sebelum Hujan,id,love,0.9901,0.4923,0.2563,0.3733,0.8418,0.4031,0.2117,0.8135,0.2493,0.3714,0.7726,0.3125
Global,22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),tr,party,0.2381,0.747,0.358,0.1376,0.9312,0.9744,0,0.6902,0.1832,0.2062,0.8934,0
Global,2fuYa3Lx06QQJAm0MjztKr,Radiohead,Let Down,en,despair,0,0.9145,0,0.9029,0,0,0.9884,0.2433,0.1138,0,0.2395,0
Global,1oAwsWBovWRIp7qLMGPIet,Cigarettes After Sex,Apocalypse,en,angst,0.5871,0.9287,0,0.9155,0.4284,0,0.8,0.1969,0.398,0.2448,0.8673,0
