artist,title,spotify_uri,lyrics,original_lang,length
BABYMONSTER,Really Like You,5xqM1HOndjxfH7NmyD8SVS,"말하고 싶어
To say I love you
But, boy, I like you
Really, really like you

Hey, what you doin'? 기다리잖아 call back, uh
온도 check 했잖아 나 꽁했어
추워 나 감기고 싶어
Hurry up, 이불 가져와 덮어줘
I wanna touch you, but you're in the laptop
날 보러 와 커피처럼 take out
딩디기딩 like a 리기딩딩
너랑 같이 빙빙 놀고 싶어 every time

내 맘이 간질간질해 I'm sick
Always you and me like a symphony, we come together
너의 넘치는 매력, you make a bad day better, yeah, you
You make a good day better too, yeah

Uh, 눈을 뜨는 아침부터
달이 지는 새벽까지
네 생각에 행복해
아마 모를걸

말하고 싶어
To say I love you
But, boy, I like you
Really, really like you
And in this moonlight
We're reaching new highs
But, boy, I like you, really
Really like you, yeah, yеah

L-O-V-E, L-O-V-E
흐트러진 퍼즐같이
입안에 담고 있는 말
이제는 말하고 싶어
Tonight
이제 그만 고민하고
Yeah, boy, I'd like
날 거부하지 마 so

눈을 뜨는 아침부터
달이 지는 새벽까지
네 생각에 행복해
아마 모를걸

말하고 싶어
To say I love you
But, boy, I likе you
Really, really like you
And in this moonlight
We're reaching new highs
But, boy, I like you
Really, really like you, yeah, yeah

오 널 처음 본 순간부터
자꾸 내 꿈에 나와
눈 뜨면 아쉬워
No need to rush
좀 더 다가갈게 난 little
I'm waiting on you too
Every day gets better
So glad that I found you

말하고 싶어 (Wanna tell you)
To say I love you (Love you)
But, boy, I like you
Really, really like you (Really, really like you)
And in this moonlight (We're reaching new)
We're reaching new highs (Alright)
But, boy, I like you
Really, really like you, yeah, yeah

Okay, okay, 내가 졌으니까
오늘 너의 맘을 허락해 (Hey)
Okay, okay, 별이 떴으니까
손잡고 눈을 감을게 (Hey)
Okay, okay, 말을 섞으니까
말풍선이 가득해 (Hey)
But, boy, I like you
Really, really like you, yeah, yeah",ko,1614
"艾薇 Ivy, 吳霏",我受夠了,3w71TlXbEeZeZcI7BtHy2G,,unknown,
EggPlantEgg,浪子回頭,301mxTHzMyFOVUXl6U22sf,"煙一根一根一根的點
酒一杯一杯一杯的幹
請你要體諒我
我酒量不好別給我衝康
時間一天一天一天的走
汗一滴一滴一滴的流
有一天 咱都老
帶某子逗陣 浪子回頭

親愛的 可愛的
英俊的 朋友
垃圾的 沒品的
沒路用的 朋友

佇坎坷的路騎我兩光摩托車
橫豎我的人生甘哪狗屎
我沒錢沒某沒子甘哪一條命
朋友啊 逗陣來搏

煙一根一根一根的點
酒一杯一杯一杯的幹
請你要體諒我
我酒量不好別給我衝康
時間一天一天一天的走
汗一滴一滴一滴的流
有一天 咱都老
帶某子逗陣 浪子回頭

佇坎坷的路騎我兩光摩托車
橫豎我的人生甘哪狗屎
我沒錢沒某沒子甘哪一條命
朋友啊 逗陣來搏

煙一根一根一根的點
酒一杯一杯一杯的幹
請你要體諒我
我酒量不好別給我衝康
時間一天一天一天的走
汗一滴一滴一滴的流
有一天 咱都老
帶某子逗陣

帶某子逗陣
帶某子逗陣 浪子回頭",zh,417
"高爾宣 OSN, Patrick Brasca",Hold On,580BvW3DyUNoYFgQgoD2GI,"So why you gotta hold on to those memories?
讓我們進退兩難
能不能夠一通電話
想打給你把想講的都講完
就算悲傷沖淡了回憶
偶爾還是會想起
So why you gotta hold on to those memories?
Would you let me know what's on your mind?
你的限時動態露出蛛絲馬跡
Wait... 
想你的天數不只這點那點
Deep inside
留下的線索 論時間也沖不淡
If you miss me girl, would you tell me so?
'Cause it ain't hard to find
I've been waiting and waiting the whole time
牌都攤在桌上怎麼算
你說的算
So why you gotta hold on to those memories?
讓我們進退兩難
能不能夠一通電話
想打給你把想講的都講完
就算悲傷沖淡了回憶
偶爾還是會想起
So why you gotta hold on to those memories?
Ooh woah woah woah
Those memories
Ooh woah woah woah
Those memories
(I'm up in the sky)
(You're flying a kite)
(Won't let me go)
Yeah
(I'm feeling so small)
但誰猜得到
我也希望能 find someone like you
But I'm not Adele
我也希望能裝作不在乎
When you're not around
到底愛你是福還是禍
I would never let you fall
Hold on to that rope tied on my throat
就算握緊彼此是一種失誤
Yeah, you could cut me open, cut me deep
Don't cut me loose
So why you gotta hold on to those memories?
讓我們進退兩難
能不能夠一通電話
想打給你把想講的都講完
就算悲傷沖淡了回憶
偶爾還是會想起
So why you gotta hold on to those memories?
I'm sick at all these time
每次都是我在配合你
(每次都是我在配合你)
Yeah 都說得很簡單
但說了幾次想要放下你
(但說了幾次想要放下你)
(Yeah) I hate myself 那天在包廂外面抱緊你
(那天在包廂外面抱緊你)
Just tell me why you gotta hold on to those memories?
Ooh woah woah woah
So why you gotta hold on to",zh,1323
Juice Boy,一萬公里外的你,6FIhcAp2lj45eFlUkTriAr,,unknown,
A-Mei Chang,掉了,4yLirljV93Y0vIoERjeTv5,,unknown,
"The Chainsmokers, Halsey",Closer,7BKLCZ1jbUBVqRi2FVlTVw,"Hey, I was doing just fine before I met you
I drink too much
And that's an issue, but I'm okay
Hey, you tell your friends
It was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car
And four years, no calls
Now you're lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older

You look as good as the day I met you
I forget just why I left you, I was insane
Stay and play that Blink-182 song
That we beat to death in Tucson, okay

I know it breaks your heart
Moved to the city in a broke-down car
And four years, no calls
Now I'm lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

No, We ain't ever getting older
No, we ain't ever getting older
No, we ain't ever getting older
No, we ain't ever getting older
We ain't ever getting older
No, we ain't ever getting older",en,1798
"Kenshi Yonezu, Hikaru Utada",JANE DOE,4oE7MyJhqSD3BaHRpNs8Nl,"Mm

まるでこの世界で
二人だけみたいだね
なんて少しだけ
夢をみてしまっただけ

つま先に月明かり 花束の香り
指に触れる指
さよなら もう行かなきゃ
何もかも忘れて

硝子の上を裸足のまま歩く
痛むごとに血が流れて落ちていく
お願い その赤い足跡を
辿って 会いにきて

錆びたプールに放たれていく金魚
靴箱の中隠した林檎
萎びた君の肌に残る傷跡
犬のように泳いだ迷子

どこにいるの (ここにいるよ)
何をしているの (ずっと見てるよ)
この世を間違いで満たそう
側にいてよ 遊びに行こうよ
どこにいるの

硝子の上を裸足のまま歩く
痛むごとに血が流れて落ちていく
お願い その赤い足跡を
辿って 会いにきて

まるでこの世界で (Ooh)
二人だけみたいだね (Mm, oh, mm)
なんて少しだけ (Ooh-ooh, ooh-ooh)
夢をみてしまっただけ

Eh, oh-eh-ooh, oh-eh-ooh (Ooh)
Ah-woah, ah-woah (Eh)
La-la-la-la (Oh-ah), la-la-la-la-la-la-la, woah (Eh)
Ah (Eh), ah (Eh), ah, mm-mm",ja,561
"ROSÉ, F1 The Album",Messy (From F1® The Movie),6Wobsw9uZ0D0xkfOjxXSq9,,unknown,
Stefanie Sun,雨天,5tZbcQ5PYID0xB0VNblmrK,"我的小時候吵鬧任性的時侯
我的外婆總會唱歌哄我
夏天的午后老老的歌安慰我
那首歌好像這樣唱的

天黑黑 欲落雨
天黑黑 黑黑

離開小時候有了自己的生活
新鮮的歌新鮮的念頭
任性和衝動無法控制的時候
我忘記還有這樣的歌

天黑黑 欲落雨
天黑黑 黑黑

我愛上讓我奮不顧身的一個人
我以為這就是我所追求的世界
然而橫衝直撞被誤解被騙
是否成人的世界背後總有殘缺
我走在每天必須面對的分岔路
我懷念過去單純美好的小幸福
愛總是讓人哭讓人覺得不滿足
天空很大卻看不清楚好孤獨


我愛上讓我奮不顧身的一個人
我以為這就是我所追求的世界
然而橫衝直撞被誤解被騙
是否成人的世界背後總有殘缺
我走在每天必須面對的分岔路
我懷念過去單純美好的小幸福
愛總是讓人哭讓人覺得不滿足
天空很大卻看不清楚好孤獨

天黑的時候我又想起那首歌
突然期待下起安靜的雨
原來外婆的道理早就唱給我聽
下起雨也要勇敢前進

我相信一切都會平息
我現在好想回家去

天黑黑 欲落雨
天黑黑 黑黑",zh,475
玖壹壹,下輩子,73Ijz3vN9KP1W5qrfNeWMI,"我知 妳老母都嫌我醜
我知 妳老爸都看我不爽快
我知 妳家的狗 咬我三次
全家伙都賭爛 其實我都會知

我寄呼妳的信 都給妳爸撕掉
我打電話去妳家 擱呼妳媽掛掉
連我走去妳家 都有人來討債
我不敢相信 自己怎會甲衰小
妳老爸老母看我無 我選里長給他看
伊嫌我不夠好野 但我有好的心肝
送芒果去妳家又呼妳爸丟在地下
我發誓 下輩子 我要娶他女兒
我拜天 我拜地 求菩薩讓咱作夥
妳永遠 是家裡 最甲意 那一個
這世人沒辦法給妳山盟海誓
後世人再帶妳去呷妳最愛的燒酒螺

妳說下輩子如果我還記得妳
我們死也要在一起
像是陷入催眠的指令
我又開始昏迷不醒
好吧下輩子如果我還記得妳
妳的誓言可別忘記
不過一張明信片而已
我已隨他走入 下個輪迴裡

這輩子無法的話 那可以下輩子好嗎
妳說當朋友的話 那我也就這樣做吧
我看著妳去愛誰 比做牛做馬還累
妳的另一半在哪裡我I DONT CARE
我什麼時候 會離開 在走上奈何橋
不選擇孟婆湯的話 我吞下那不該吃的藥
為了可以在人群之中讓我更快的找到妳
我決定在離開前 我先來帶個望遠鏡
COME ON BABY 說好下輩子妳要在我身邊
我還會記得那牌子 跟妳最愛抽的菸
我更他媽的希望時間可以再快一點
讓我過完這輩子 完成我的心願
沒有了天長地久 真的我沒差
下輩子還要記得妳 是我的真心話
就算是角色互換 那我真的沒關係
反正 也 對阿 對阿 我心甘情願的被妳插

妳說下輩子如果我還記得妳
我們死也要在一起
像是陷入催眠的指令
我又開始昏迷不醒
好吧下輩子如果我還記得妳
妳的誓言可別忘記
不過一張明信片而已
我已隨他走入 下個輪迴裡

這輩子無法的話我沒差
只想跟妳說我的真心話
一個無理的要求 答應我好嗎
不管是天堂地獄 我都沒在怕",zh,796
Amazing Show,捲菸,7ks6KrwN2DKhEm06X85qEK,"我們曾經那麼快樂 現在卻不愛了
我說妳這樣太扯 妳說妳不愛台客
該來的那天還是來了 我唱著哀歌
這段感情失敗了 但我會一直在這
我們像是天南和地北 截然不同的地位
我們像是淑真和水扁 苦撐多少的淬煉
承諾還是無法兌現 我只能說人會變
妳也不用覺得虧欠 妳要愛誰我隨便

但是我還會繼續愛你
而在妳面前我會假裝不在意
當個工具人 二十四小時待機
不怕我寵壞妳

對不起我騙了妳
捲菸的菸草不來自後山
戒不掉菸 戒不掉妳 該怎麼辦
妳轉身離開我
我知道是我活該
捲菸捲走我的愛 我的愛

上了大學玩了樂團 交了壞朋友
崇拜金錢 崇拜權利 也崇拜成就
白天練團晚上夜店我都待很久
忘了自己忘了初衷 誰能來拯救
迷途的羔羊 每天我照樣
少了妳好像白天少了朝陽
好想變回那個屁孩只會尻槍
而不是獨自翱翔
Oh, 好想 翱翔
Oh

Ah, 對不起我騙了妳
捲菸的菸草不來自後山
戒不掉菸 戒不掉妳 該怎麼辦
妳轉身離開我
我知道是我活該
捲菸捲走我的愛 我的愛

Yeah, yeah
Oh, yeah, yeah

對不起我騙了妳
捲菸的菸草不來自後山
戒不掉菸 戒不掉妳 該怎麼辦
妳轉身離開我
我知道是我活該
捲菸捲走我的愛 我的愛
捲菸捲走我的愛 我的愛

La-la-la, la-la-la
La-la-la-la-la-la-la-la
La-la-la, la-la-la-la, la-la-la-la
La-la-la, la-la-la
La-la-la-la-la-la-la
La-la-la-la-la-la-la",zh,721
TWICE,What is Love?,5Ek40FyMPprcvtyZDjqylX,"TWICE
What is love?

매일같이 영화 속에서나
책 속에서나
드라마 속에서 사랑을 느껴
Mm, 사랑을 배워
내 일처럼 자꾸 가슴이 뛰어
두근두근거려
설레임에 부풀어 올라
Mm, 궁금해서 미칠 것만 같아

Ooh, 언젠간 내게도
이런 일이 실제로 일어날까? (Ooh)
그게 언제쯤일까?
어떤 사람일까?

(I wanna know) 사탕처럼 달콤하다는데
(I wanna know) 하늘을 나는 것 같다는데
(I wanna know, know, know, know, what is love?)
사랑이 어떤 느낌인지
(I wanna know) 하루 종일 웃고 있다는데
(I wanna know) 세상이 다 아름답다는데
(I wanna know, know, know, know, what is love?)
언젠간 나에게도 사랑이 올까?

지금 이런 상상만으로도
떠올려만 봐도
가슴이 터질 것 같은데
Mm, 이렇게 좋은데
만일 언젠가 진짜로 내게
사랑이 올 때
난 울어버릴지도 몰라
Mm, 정말 궁금해, 미칠 것만 같아

Ooh, 언젠간 내게도
이런 일이 실제로 일어날까? (Ooh)
그게 언제쯤일까?
어떤 사람일까?

(I wanna know) 사탕처럼 달콤하다는데
(I wanna know) 하늘을 나는 것 같다는데
(I wanna know, know, know, know, what is love?)
사랑이 어떤 느낌인지
(I wanna know) 하루 종일 웃고 있다는데
(I wanna know) 세상이 다 아름답다는데
(I wanna know, know, know, know, what is love?)
언젠간 나에게도 사랑이 올까?

지금 세상 어느 곳에 살고 있는지
도대체 언제쯤 나와 만나게 될는지
언제 어떻게 우리의 인연은
시작될는지 모르지만 느낌이 어쩐지
진짜 좋을 것 같아 왠지
영화 드라마보다도 더 멋진 (멋진)
사랑이 올 거야, 내 예감 언제나 맞지 (Ooh-ooh)
어서 나타나봐, 나는 다 준비가 됐지, ready

(어디 있을까?) 찾아낼 거야
(어디 있을까?) 보고 싶어 죽겠어
더 이상 참을 수
없을 것만 같아

사탕처럼 달콤하다는데
하늘을 나는 것 같다는데
(I wanna know, know, know, know, what is love?)
사랑이 어떤 느낌인지
하루 종일 웃고 있다는데
세상이 다 아름답다는데
(I wanna know, know, know, know, what is love?)
언젠간 나에게도 사랑이 올까?

I wanna know (Ooh, what is love?)
I wanna know (I wanna know)
I wanna know, know, know, know, what is love?
I wanna know, I wanna know, what is love?
I wanna know
I wanna know
I wanna know, know, know, know, what is love?
I wanna know",ko,1527
Stefanie Sun,我不難過,4XrWar13kLO1jr535AzKrQ,,unknown,
Jay Chou,說好的幸福呢,4OoExItZJ0jePoCZDbHx4t,"你的回話凌亂著 在這個時刻
我想起噴泉旁的白鴿 甜蜜散落了
情緒莫名的拉扯 我還愛你呢
而你斷斷續續唱著歌 假裝沒事了

時間過了 走了 愛情面臨選擇
你冷了 倦了 我哭了
離開時的不快樂 你用卡片手寫著
有些愛只給這 真的痛了

怎麼了 你累了 說好的 幸福呢
我懂了 不說了 愛淡了 夢遠了
開心與不開心一一細數著你在不捨
那些愛過的感覺都太深刻 我都還記得
你不等了 說好的 幸福呢
我錯了 淚乾了 放手了 後悔了
只是回憶的音樂盒還旋轉著 要怎麼停呢

你的回話凌亂著 在這個時刻
我想起噴泉旁的白鴿 甜蜜散落了
情緒莫名的拉扯 我還愛你呢
而你斷斷續續唱著歌 假裝沒事了

時間過了 走了 愛情面臨選擇
你冷了 倦了 我哭了
離開時的不快樂 你用卡片手寫著
有些愛只給到這真的痛了

怎麼了 你累了 說好的 幸福呢
我懂了 不說了 愛淡了 夢遠了
開心與不開心一一細數著你在不捨
那些愛過的感覺都太深刻 我都還記得
你不等了 說好的幸福呢
我錯了 淚乾了 放手了 後悔了
只是回憶的音樂盒還旋轉著 要怎麼停呢

怎麼了 你累了 說好的 幸福呢
我懂了 不說了 愛淡了 夢遠了 我都還記得
你不等了 說好的幸福呢
我錯了 淚乾了 放手了 後悔了
只是回憶的音樂盒還旋轉著 要怎麼停呢",zh,585
