spotify_uri,language,lyrics_en
5U3sC7aA5NxoMSeI1kmO2n,es,"(You know what, my love?)
Thinking of you, although we are one for another
I didn't read you, but the heart did
And I am not going to accept that you are going to forget me
Yes I know that I die for you
With my heart in shit
Thinking I'm a zero to the left (But you know what, my love?)
I don't want to let you go

And you go to New York without me, and I'm still here
Stuck to the bottle, asking the stars
Don't let them go somewhere else without me
Because I left traces on you
(I'm not so blessed without her; you know, my love)

Just another Christmas, Love and Friendship without you
With my mind wandering in New York
The jet advises me badly, it makes me worse
And this loneliness is giving me depression
Call me ""crazy"", ""intense""
Because I call you every time I think of you
For this spite I light an incense
Since we made love (Haha)
No sex with others
I keep thinking about you, and now you don't want to answer me
I would like to go back in time to better value you
That gym body
That deserved a car, a jewel, and a palace
I still refuse to understand
That you are asking me, queen, for a space
(Listen, my love, what, agh)

And you go to New York without me, and I'm still here
Stuck to the bottle, asking the stars (Asking)
Don't let them go somewhere else without me
Because I left traces on you, I am not so Blessed without it (Listen then, my love)

And I don't know how to forget about you (Haha)
I swear you are my darkest secret (I swear)
What a turn to hide something so real and pure
But no one knows that it gives me so much trouble
And I swear it, and I assure you (You know what, my love?)
That you are, baby, my safe place
I need you like a Cuban with his cigar
I'm not going to let you go, call me ""immature""

And you go to New York without me, and I'm still here
Stuck to the bottle, asking the stars (Asking)
Don't let them go somewhere else without me
Because I left traces on you, I'm not so Blessed without it (Haha, but you know what, my love?)

My love, you were the only one who believed me about love at first sight
And the artist fell in love
What else can we do? What more could we want?
If you let yourself get involved, we will make love again, hahaha
And this is for you
Nun
Nun, don't get mercy on these niggas
Tell me, Jara
This talent that no one compares
Toby, turn on the guitar
Money Makers
Hey, Jose, candle"
6rZno3nqeT7hv2PnSWRuYS,es,"oops
Mmm, mmm
listen then
The Prodigiez

I am not satisfied with seeing you in the photos' (Hey)
Send me the ubi so I can reach you
In the room, baby, let's make a porn
I pull your hair, you're not going to get away
What's with that booty of yours, mommy?
What do you make me think of you when I'm alone
The most fucking thing is when I make you come
And you tell me: ""Daddy, I don't want to be with someone else""

Rico, addicted to your toto
You take off my clothes, I'll put them on you
She likes expensive things, she gets wet if I touch her
She lowers her panties and sent me a photo
In the hand the AP, moves all that for me
He says that no one has given him the same way I gave him
I make you become a devil, words are unnecessary
Because in bed we don't talk, we break the table
In bed we make up 'whenever we argue' (Mmm)
There are more than seven dusts' and we always come'
He asks me not to stop, to give him more punishment
This nymphomaniac has me wrapped in her nest

I am not satisfied with seeing you in the photos' (Hey)
Send me the ubi so I can reach you
In the room, baby, let's make a porn
I pull your hair, you're not going to get away
What's with that booty of yours, mommy?
What do you make me think of you when I'm alone
The most fucking thing is when I make you come
And you tell me: ""Daddy, I don't want to be with someone else""

You calm down, queen, I'll drive
I get tender, but I am also abrupt
Tell me, woman, that I secretly seduce you
Give me a little powder and you will see that I shine
The yogurt is already ready there, at the barbershop (Haha)
We start at night and we end at day (You know)
I'm ready to give it a go, but in secret
Oh my life, oh my life
How delicious, how delicious, how delicious that totito
More when it's wet, my love, because of the kisses'
How delicious, how delicious, I swear, my love
Come closer slowly, I'll put a little finger in you

Haha
Hail Mary, my love (Haha)
Here I don't know what to say, come on, flow (Haha)
Come on, make love to me very rich, my queen,
You know, in bed, why talk?
Words are unnecessary, see, mor?
Always Blessed
And this is for you, you know who
Tell me, Jara
The-The-The Prodigiez
Next to the Blessed
My love, you know, in any fucking rhythm"
4zhk2RS2EZODmBW6il55Qj,es,"The whole world already assumes that you and I are something (Oh-oh)
They confirm on the street that I'm going out with you (Uh-uh)
So why lie to us anymore? (Ah)
I don't know why to keep hiding it anymore (No)
Don't give a damn what other people think (Uh-yeah)
You and I were born to be together, I wonder

Why the hell are we hiding?
Let's leave so much mystery to see each other
You like me, I like you, that has been known for a while
In front of people kiss me
Why the hell are we hiding?
Let's leave so much mystery to see each other
You like me, I like you, that has been known for a while
In front of people kiss me

I'm going to show off that you're tough (Oh), I'm your gangster, you're my pimp
With you it happens to me that I don't care what they say
If they reach our height (No, no), you have a pure soul vibe (OH)
For evil, she is my cure, her waist is crazy

I fell in love, eh, eh, eh, eh
I fall in love with you more, oh, oh, oh, oh (Ah-ah)
With your back against the wall, eh, eh, eh, eh (Eo)
Without thinking that someone saw us, oh, oh, oh, oh
I fell in love with you, eh, eh, eh, eh (Aye)
I fall in love with you more, oh, oh, oh, oh
With your back against the wall, eh, eh, eh, eh
Without thinking that someone saw us, oh, oh, oh, oh (No, no)

Why the hell are we hiding?
Let's leave so much mystery to see each other
You like me, I like you, that has been known for a while
In front of people kiss me
Why the hell are we hiding?

O-O-Ovy On The Drums"
2lTm559tuIvatlT1u0JYG2,es,"I thought I was going to grow old with you
In another life, in another world it may be
In this case I only have to go one day
And only see you in the sunset
If you see me alone and sad, don't talk to me
If they see me alone and sad, I am guilty
Life is a party that one day ends
And you were my unforgettable dance
And you were my unforgettable dance
Eh-eh, eh-eh
Eh-eh, eh-eh

While one is alive
One must love as much as one can

I thought I was going to grow old with you
In another life, in another world it may be
In this case I only have to go one day
And look at the sky to see if I see you fall
If you see me alone and sad, don't talk to me
If they see me alone and sad, I am guilty
Life is a party that one day ends
And you were my unforgettable dance

No, I can't forget you
No, I can't delete you
you taught me to love
you taught me to dance
No, I can't forget you
No, I can't delete you
you taught me to love
you taught me to dance

Yeah-yeah-yeah-yeah, hey
Tell me how I can forget you
There is a new step that I want to teach you
At night I can't even sleep anymore
What I do is dream of you

No, I can't forget you
No, I can't delete you
you taught me to love
you taught me to dance

How you kissed me, how I did it to you
How you looked at me, little beauty made me
It feels ugly not to have you close
The new mom is fine, but she is not your little mouth
My devil, my angel, my crazy
My devil, my angel, my crazy girl, hey

This sounds stupid
Let's do it again
Like last night, like last night
So, so, so-na-na, so-na-na
Squeeze, little boy, squeeze
There, there, there, let's go there!

No, I can't forget you
No, I can't delete you
you taught me to love
you taught me to dance

Oh, I can sleep with anyone
But not just anyone I want to wake up with
Only with you, with you
I dance with you, nothing more with you
A kiss wherever you are, wherever you are, baby

No, I can't forget you
No, I can't delete you
you taught me to love
you taught me to dance

And I have had many girlfriends'
But like you, none
I no longer have my sun, I spend myself on the moon
If I think about you, I'll jump
Eh-eh, my devil, my angel, my crazy girl
My devil, my angel, my crazy girl, eh-eh"
1YAWMfsmduIrpqrjP45pFn,es,"I'm going to hit you hard, mommy, so that you feel it'
In the cold nights I know that you think of my name
Hahahaha
Bri-ba-ba-ba-bai-ba
Bellaquita, bellaquita
Real G4 Life foreva

Baby, at night you think of me, it happens to me too (
Mommy, mommy
)
I always want to be the one who warms you up (
forever
), who kisses your skin (
Bri-ba-ba-ba-bai-ba
)
Baby, let's do it like before, when we were fine (
Mommy
)
I will forever be your gangster (Hahahaha), you my baby, baby (Real G4 Life foreva)

Fore-Forever my lova (My lova), I never leave her alone
That baby is my cat, she never abandons me (Me)
I have the power to make your skin crawl if I touch you in the area
I am your bandit, the one who steals your heart
A night of pleasure is what the girl asks for
Let them play music to motivate them (Ah)
Body with body the miscreant coincides (Hahaha)
She does all the tricks for me so that I never forget her, ma (Me)
Forever my cat, whoever touches you is going to pull his paw (He's going to die)
Thinking of you is that Ñengo gets carried away
He plays my songs on the speaker to get more badass
Having a good time, that's what it's all about, ma (It's obvious)
Real G4 Life, baby

Baby, at night you think of me (Uh-uh), it happens to me too (Ma)
I always want to be the one who warms you, the one who kisses your skin
Baby, let's do it like before (Hahahahaha), when we were fine
I will forever be your gangster, you my baby, baby (Hahahahaha; beautiful girl)

You think of me 'when you drink', when you smoke'
When you feel alone, when the moon is up
I dream of motorbikes, Can-Ams and all Chumas
I spend my time in the ship through your city
Mommy, that's where I stole from you
As I eat you, no one does it to you, does
From touching you, ma, I wet you (Mojo)
Check this picket, like I'm lame
It's not that I'm good, bastard, it's that they're all lazy, lazy (Hey)
My-My little baby, I lock myself in the room with her.
I make her close her eyes so she can see the star
When you look at me like that, devil, what a scoundrel
He's listening to the Ñengo with the new era
And I remember you and me (Ah-ah) getting warm
The night asked us, mom, sex and sweat
In my mind your kisses, your poses, and your smell (Eh-eh)
You're still looking for someone who will do it to you like me
And they are memories, my love, warming up
The night asked us, mom, sex and sweat
In my mind your kisses, your poses, and your smell
Here you have me alone waiting for the call, mommy (Hahahaha, Real G4 Life, baby)

Baby, at night you think of me, it happens to me too (Ma)
I always want to be the one who warms you, who kisses your skin (Yes)
Bab-Baby, let's do it like before (Hahahaha), when we were fine
I will forever be your gangster, you my baby, baby

You are a villain, and I know it
Your eyes are talking to me
If it continues as it's going, we're going to end up fucking, fucking
I know, your eyes are talking to me
If it continues as it's going, we're going to end up screwing
Real G4 Life, baby
Guiding the new generations
Tell me, Ousi
Bellaquita, bellaquita
We've been making our asses rumble since before you were born
Real G4 Life foreva (Hahahaha)
Ousi
Ha"
1kJyDcBrZ7rSKnFtKc82vm,es,"Oh
Ovy On The Drums
(O-O-Ovy On The Drums)

I'm going to drown with reality
If I don't tell you this (Listen then)
I still miss you (I miss you)
I still think of you (I still think of you)
Queen, I'm not talking to you
They are my feelings (Eh)
I know I had my mistakes (But you know what?)
I have already learned from them (Haha)
And sometimes I want to think
That you haven't stopped thinking about me either
Although I see the opposite in your networks (What a turn)
Viewing your profile is a necessary evil (Every day)
And if you saw me, maybe
Something about you suddenly makes you come back to me (Go back)
Queen, I do not lose hope that one day we will return (Listen then)

I wish you felt what I'm feeling
I wish you could see me like this (Like how?), drinking
So that you realize that I am dying for you (Inside)
But if you don't want to come back, I understand (Always Blessd)

I'm taking Blue Class, to kill this loving guava tree (Listen then)
From talking to you so much, ma, I think it's harassment (Ah)
You were the most beautiful, although I lost the most valuable
I want to see you again, even if it sounds ambitious
And I know (And I know) that I don't deserve your forgiveness
I think about what I did and even I hate myself (Uoh)
If I don't appear in your life anymore
I want you to know that I thank you for everything (Haha, ah)
Hey, I think about you a lot, girl
I miss those 'caipirinha-flavored kisses'
I'm dying of jealousy thinking that someone else's eye is winking at you
I hope you don't forget me if you get attached to him (Every day)
Yesterday I returned to my town
Someone told me that you are already married
Look at me and tell me if you have already forgotten me
Baby, I don't wish you harm, but (Listen then)

I wish you felt what I'm feeling
I wish you could see me like this (Like how?), drinking
So that you realize that I am dying for you (Inside)
But if you don't want to come back, I understand

(I'm taking Blue Class)
You know what, my love?
I don't know how to tell you so many things that have happened, but
I keep checking that Instagram every day
And I can't forget about you, you know?
Hey
Ovy On The Drums, El Bendito and Keityn
Tell me, Jara
From the Antioquia neighborhood
Always Blessed
Hey, Jose, candle"
7nrd0eIftH3NQLfgk20Qp9,he,
433eYQkvCgJKXh1o7LtplV,es,"They come to tell me that they want to criticize me
Understand that I am not God and I can be wrong
It is very easy for them to defame without caring at all
They are only interested in talking when they don't know anything

If they had seen
How many nights on my knees than in front of my bed
God I begged and pleaded with Him to help me.
with my eyes closed
But envy
That humiliates and bothers them and they stay silent.
When they see that a humble being triumphs everywhere
They are scared


Nobody came to give me a gift, I was born from nothing
And I had to fight a lot, leave the faggot
Because instead of talking they don't spend their time well
A poor person cannot progress, it causes them suffering
What if I arrived very late yesterday, or if I got drunk?
That if I bought something expensive it was that I stole it

If they had seen
How many nights on my knees in front of my bed
God I begged and pleaded with Him to help me.
with my eyes closed
But envy
That humiliates and bothers them and they stay silent.
When they see that a humble being triumphs everywhere
They are scared"
1PREzVLuDT6PSE9sej4wnV,es,"Another one of the original cumbias
His comrades from Fuerza Recida and Grupo Frontera
Mark it again, Carlos.

Thinking and seeing the stars, I asked
If somewhere this would be repeating
If in another world perhaps the desire won us
Or if we were just a mistake of the universe

Baby, kiss me
I want you to return to my arms to feel eternal like the last time
I want to confess to you, I miss you, I think of you like a crazy person, I know that you do too
Please, ma, come back to me, but not as friends like last time
I want to confess to you, I miss you, I think of you like a crazy person, I know that you do too

Flirty
If you love me, just say the net
Let the whole planet know
Cool, decide what's up, baby
What's up, baby
Flirty
If you love me, just say the net
Let the whole planet know
Cool, decide what's up, baby
What's up, baby

Give me, give me a kiss, mommy
Dale, how come you don't want me to nail you?
From my cell phone there's the key, I don't talk to anyone
Just with you
Give me, give me a kiss, mommy
Dale, how come you don't want me to nail you?
From my cell phone there's the key, I don't talk to anyone
Just with you

This is another fart
Border Group and Regulated Force, pa
Whoa!

It's just that the memory kills me and I just think that I think
Take off your Dolce & Gabbana
I only feel that I feel, that I don't know what I feel
So much happened to us in one week
Block me if it's not true, but I know, baby
It's true that we both, mommy, wanted to
Maybe yes, I admit, I know I barely know you
What killed me was your look

Baby, kiss me
I want you to return to my arms to feel eternal like the last time
I want to confess to you, I miss you, I think of you like a crazy person, I know that you do too
Please, ma, come back to me, but not as friends like the last time
I want to confess to you, I miss you, I think of you like a crazy person, I know that you do too

Flirty
If you love me, just say the net
Let the whole planet know
Cool, decide what's up, baby
What's up, baby
Flirty
If you love me, just say the net
Let the whole planet know
Cool, decide what's up, baby
What's up, baby

Give me, give me a kiss, mommy
Dale, how come you don't want me to nail you?
From my cell phone there's the key, I don't talk to anyone
Just with you
Give me, give me a kiss, mommy
Dale, how come you don't want me to nail you?
From my cell phone there's the key, I don't talk to anyone
Just with you"
5NbIHx26LyFkW2oSNSCYBV,es,"O-O-Ovy On The Drums

I saw my future in you and you let yourself be carried away by my past
I know love is never safe, but I swear I had prepared
The trip to Paris, the diamond ring, the wedding in Santorini
And a giant house for both of them
I swear to God I didn't want to say goodbye

They told you that I am, that I am a fake
They told you that I am a dog like all the singers
But I really loved you, baby, I loved you enough
With you I was always real, that's how gangsters are

The money doesn't sleep, that's why I'm jostling
I know that on the street I live taking risks
They tell you that with another I am hesitating
I was always for you, you jealous and jealous
The Rolex is bought, but time is not
Life is very short, and I don't have two
If a rumor was enough for you
Well even though it hurts, I say goodbye

There is no longer a trip to Paris, nor the diamond ring
If you want, say that I am arrogant, but no
If there is no trust it is because love never existed

They told you that I am, that I am a fake
They told you that I am a dog like all the singers
But I really loved you, baby, I loved you enough
With you I was always real, that's how gangsters are

I already finished paying for the double bed
Because there is no other woman that can fit
I swear to you, my darling, I wanted to give you a place
But with another woman I have to start
I see your videos on Instagram and TikTok
And I say: ""I hope they find someone better""
But deep down you know that there is no one like me
Because unfortunately I was your first love

There is no longer a trip to Paris, nor the diamond ring
If you want, say that I am arrogant, but no
If there is no trust it is because love never existed (Love never existed)

They told you that I am, that I am a fake
They told you that I am a dog like all the singers
But I really loved you, baby, I loved you enough
With you I was always real, that's how gangsters are

Hey
ah ah
Ovy On The Drums
Nelson
Tell me, Jara
From the Antioquia neighborhood
Hail Mary, my love
You know that one cannot defend oneself when one's life is being an artist, do you know?
I respond with music, plus you understand me, you love me and you know what I am like.
And to top it all off, that's not my lyrics, my life"
46ufabZP6oK3ixmN6Gd753,es,"Awo, awo
Hopi sende nos ta sua, lag'i hode
Complete, kandela (Mommy)
Brr
Ah, yeah (Hey, me, gangsta)

Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump, jump
Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump (Jump; yeah)

This was done for the party, for the boats, for the street
The partners, the women, everyone to dance, awo (Yeah)
Take out the motors, light the fire, ask for all the bottles, which we came here to spend today.
You have a giant ass, mommy, twerk when I sing
You are with the rude boys and with the gangster
Natural and with an implant, but let everything be big
You are of legal age, you are already grown up

Oh no, when that baby looked at me, I liked it
I have a feeling that he likes me too
I know their bad intentions are for pleasure
I fell for her, I stole her and we ended up together

Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump, jump
Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump (Eh-eh)

Sanka tami zwakke punt, I like nan 40 Plus (Mmm)
Dju blup den su olepup
A peiki bon bala, bon bala, kanyon
My dear milf, biña more bieu more bon
Muchu sanka te su pia a bira
Muhe ta koñ’i mama vooral esnan ku djente splits
Si e bisti parachute, e koi ta stail un dentel pe
Ami yes ta hinka lenga aden

Oh no, when that baby looked at me, I liked it
I have a feeling that he likes me too
I know their bad intentions are for pleasure
I fell for her, I stole her and we ended up together

Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump, jump
Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump

Rage rage, tey us
Spanish, papiamentu, bo sa tog?
Ryan Castro, Dongolicious
Awo (Yo, Gangsta)
Aha
Jump, jump, jump, jump
Your ass is big, jump, jump, jump, jump"
3sK8wGT43QFpWrvNQsrQya,es,"Hey, hey, hey, hey

Another beautiful sunset that I see in San Juan
Enjoying all those things that those who leave miss
Enjoying the night' of those that no longer occur
that no longer exist
But wanting to go back to the last time
that I looked into your eyes
And tell you the things that I didn't tell you (It seems like my crush, haha)
And take the 'photo' that I didn't take of you (Acho, I swear you look very pretty, let me take a photo of you)
Hey, my chest is bare, it gave me a beating
My heart beating me
Tell me, baby, where are you?
To reach him with RoRo, Julito, Krystal
Roig, Edgar, Seba, Óscar, Darnell and Big Jay, playing batá
Today we leave the street 'bareatá'
And it would be a bastard if you played me the güiro
I see your name and I sigh
I don't know if they are a firecracker or if they are a shot
My white girl, my parakeet, my kilo
I'm in PR, calm down, but

I should have taken more photos of when I had you
I should have given you more kisses and hugs the times I could
Hey, I hope mine never move
And if I get drunk today, then help me
I should have taken more photos of when I had you
I should have given you more kisses and hugs the times I could
I hope mine never move
And if I get drunk today, then help me

Hey, today I'm going to be with grandpa all day, playing dominoes
If he asks me if I still think about you, I tell him no.
That my stay close to you is already over
It's over, hey
Turn on the machine, I'm going to Santurce
It's still going strong here
Check your babes, devil, mommy, how sweet
Today I want to drink, drink, drink
And talk shit until they expel me
'Toy very crazy ('Toy very crazy), 'toy very crazy ('Toy very crazy)
Bastard, you guide, because even walking I'm crashing
'Toy very crazy ('Toy very crazy), 'toy very crazy ('Toy very crazy)
Let's enjoy, you never know if we have little left
I should have thrown more f—

People, I love it so much, I love you
Thanks for being here, really.
For me it is very important that they are here
Each one of you means a lot to me
So, let's go for the photo, come here
Get into the whole world, the whole group, let's go
Zumba

Bernie already has the boy and Jan has the girl
We are no longer for the movies and the networks
'We do things' that are worth it
Hey, for perreo, the sauce, the bomb and the plena
Check mine how it sounds

I should have taken more photos of when I had you
I should have given you more kisses and hugs the times I could
I hope mine never move
And that you send me 'more nude'
And if I get drunk today, may Beno help me"
4zqFA9MOG86u7uugR8QFDU,es,"Zaga, babe
And the real combination
