rank,artist,title,region,spotify_uri,lyrics
37,BABYMONSTER,PSYCHO,Taiwan,491ca80N1C63tpoLvAsLKb,"BABYMON (Hashtag)

Move, you don't want no problems in that
Mood, 너는 너무 말이 많아
Ooh, 빈 수레가 요란할 뿐
Boo (Hashtag), hoo (Hashtag)
Yeah, yeah, yeah, 난 치타처럼 달려 나가
Yeah, yeah, yeah, 독수리처럼 날아올라
알 수 없는 끝 향해 달려가자 꿈
Everybody give me room, 누가 뭐래도 I'ma do

Na-na-na-na-na-na-na-na-na
You don't know about me, you don't know about me
Na-na-na-na-na-na-na-na-na
Every rose has a thorn (우린 모두 psycho)

누구나 똑같아
너나, na-na, 서로 다른 psycho
모두 다 비정상
너나, na-na, 조금 다른 psycho
Psy-psy-psycho, psy-psy-psy-psy-psycho
웃는 얼굴 뒤엔 just a little psycho
Psy-psy-psycho, psy-psy-psy-psy-psycho
세상처럼 돌고 도는 우린 psycho

Why so serious?

Tick-tack-toe
Playing games, I'ma kick that door
Say my name like Ruk, Ruk, Ruk
Everybody wanna be it, should've, would've, could've did it, won't admit like
Oh, I wish you would, who misunderstood
You ain't got a clue (Mm, mm)
Feeling like a villain chilling, everything I'm thrilling, killingGet in where you fit in, 
you a psycho too

Na-na-na-na-na-na-na-na-na
You don't know about me, you don't know about me
Na-na-na-na-na-na-na-na-na
Every rose has a thorn (우린 모두 psycho)

누구나 똑같아
너나, na-na, 서로 다른 psycho
모두 다 비정상
너나, na-na, 조금 다른 psycho
Psy-psy-psycho, psy-psy-psy-psy-psycho
웃는 얼굴 뒤엔 just a little psycho
Psy-psy-psycho, psy-psy-psy-psy-psycho
세상처럼 돌고 도는 우린 psycho

Can you see it? 강가에 비친
두 개의 달은 너와 나
오늘이 우리 마지막 밤인 것처럼
미쳐가 보자

This is for everybody, you're not just anybody
Shout out and tell somebody, we are the psychos
This is for everybody, you're not just anybody
Shout out and tell somebody, we are the psychos
Na-na-na-na-na-na-na-na (Psy-psy-psy-psycho)
Na-na-na-na-na-na-na-na (Psy-psy-psy-psycho)
Na-na-na-na-na-na-na-na (Psy-psy-psy-psycho)
Na-na-na-na-na-na-na, we are the psychos"
38,Khalil Fong,愛愛愛,Taiwan,59lBAMCis4C6NsPdUV35Vz,"在 哪裡記載 第一個桃花賊
誰在 哪裡典賣 第一支紫玉釵
我在 這裡見怪更怪
見過電影裡面人家的海 更想去看海
唱過人家的愛 更想找愛

你哭起來 我笑起來
都為了 愛愛愛
有一天翻開辭海找不到愛
花不開 樹不擺 還是更暢快
愛 還是會期待
還是覺得孤單太失敗 Woah
我愛故我在

Ooh-hoo, ooh-hoo, yeah, yeah, yeah
Oh, oh, oh, oh, oh, oh

找到愛 幸福的人 肯不肯躲起來
正在 寂寞的人 能不能站起來
我在 (Ooh, ooh) 這裡陪你無奈 Yeah
看過小說裡面人家等待 更習慣等待
唱過人家的愛 更想找愛

你喊出來 我靜下來
都為了 愛愛愛
有一天翻開辭海找不到愛
花不開 樹不擺 還是更暢快
愛 還是會期待
還是覺得孤單太失敗 Woah
我愛故我在

揮不出滿天滿地的塵埃
買不起滿街口袋的品牌
你悶起來 我傻起來 可以愛
會不會整個時代只有一個告白
誰不愛過不存在

不明不白 不分好歹
都為了 愛愛愛
有一天翻開辭海找不到愛
花不開 樹不擺 還是更暢快
愛 還是會期待
還是覺得孤單太失敗 Woah
我愛故我在 (Hey yeah, hoo) Ooh, hoo"
39,"LE SSERAFIM, j-hope",SPAGHETTI,Taiwan,2N9miXnewVmUrgl6JSK1FI,"This is a hot spot
It's your go-to meal
Now you're a regular and fall in love
Can't get enough of that taste
We're in the kitchen
Cookin' it up, what you're craving
How I like it’s how I'm saucin'
And now the world's gone mad

You don't need to think too much
Just enjoy, savor, relish every last bite and go (Yeah, yeah, yeah)
Completely melts in your mouth (Ooh)
Guilty pleasure never killed nobody, try it out

(Woo) Stuck between your teeth, that's spaghetti
Wanna get it out? Bon appétit
Just give up, you know you will
Eat it up, eat it, eat it up (Woo)
Stuck in your mind, that's SSERAFIM
Bad bitch in between your teeth
Just give up, you know you will
Eat it up, eat it, eat it up

Eat it up, eat it, еat it (Woah)
Eat it up, eat it (Up)
Eat it up, eat it, eat it
Eat it up, еat it, eat it up

This is the sweet spot
Heat up the scene, it's that big shot
Chef's choice, a kick specially for you
You're lost in the sauce, no turnin' back
Gonna get tipsy all night, knock it back
I'll take that empty glass, send back the useless sass
I like what I like, do I need a reason, huh?
Get into it, every last drop, down the hatch
Snap it up like a Getty
My kimchi pose is endlessly priceless
Whatever I'm cookin', I'm like a star
I'll cook any course you want
I'm the main character in your kind of drama
Your guilty pleasure, your high-calorie Hershey chocolate
A tarot that shakes you, the flavor you savor
Okay now, from hater to believer, brr

Yeah, this is a hot spot
Don't give a fuck what you say
Try a bite, the taste is stellar
Don't need no three-star
Yeah, you just say you hate it
What happened to your diet?
Sneaking a bite when no one's looking
You better stop lying

Don't care what you talk about
You're the one comin' runnin' back here every time (Yeah, yeah, yeah)
Completely melts in your mouth (Ooh)
Chew it over, is it real love or not?

(Woo) Stuck between your teeth, that's spaghetti
Wanna get it out? Bon appétit
Just give up, you know you will
Eat it up, eat it, eat it up
Stuck in your mind, that's SSERAFIM
Bad bitch in between your teeth
Just give up, you know you will
Eat it up, eat it, eat it up

Eat it up, eat it, eat it (Woah)
Eat it up, eat it up
Eat it up, eat it, eat it (Woah)
Eat it up, eat it, eat it up
Eat it up, eat it, eat it (Woah)
Eat it up, eat it up
Eat it up, eat it, eat it
Eat it up, eat it, eat it up"
40,"Patrick Brasca, 陳華",你沒等我去的舊金山,Taiwan,1aNVW0fujBVx7JTorTO1jn,
41,Bestards,不是因為天氣晴朗才愛你,Taiwan,2VEt42QSQxILgEf9B50xxm,"不是因為天氣晴朗才愛你
不是因為看見星星才想你
不是因為剛好沒有別的事
才一直 一直 一直
在腦海裡複習
擁抱你 什麼角度最合適

其實我 常會想像我們老了的樣子
左邊牽著手 右手拉小狗
可能還有很多小孩子
其實我 不是因為好天氣才這麼說
牽著你走過 大雨盛開水花的路口
也是我一樣喜歡的夢

不是因為天氣晴朗才愛你
不是因為看見星星才想你
不是因為剛好沒有別的事
才一直 一直 一直
在腦海裡複習
擁抱你 什麼角度最合適

其實我 常會想像我們老了的樣子
左邊牽著手 右手拉小狗
可能還有很多小孩子
其實我 不是因為好天氣才這麼說
牽著你走過 大雨盛開水花的路口
也是我一樣喜歡的夢

牽著你走過 大雨盛開水花的路口
也是我一樣喜歡的夢
Mm"
42,aespa,Whiplash,Taiwan,7Cnpb1vBbC46RgVyyKLH7p,"Yeah

One look, give 'em whiplash
Beat drop with a big flash
집중해, 좀 더 think fast
이유 넌 이해 못 해, uh
왜 이제야, know I did that, uh
Day one, know I been bad, uh
Don't stop, 흔들린 채
무리해도 can't touch that (Can't touch that)

Under pressure, body sweating, can you focus? (Yeah)
어디서나 거침없어, I'm the coldest
오직 나만이 이 판을 바꿀 changer
Just close your eyes, breathe in and visualize

One look, give 'em whiplash
Beat drop with a big flash
집중해, 좀 더 think fast
이유 넌 이해 못 해, uh
왜 이제야, know I did that (Yeah)
Day one, know I been bad
Don't stop, 흔들린 채 (Yeah)
무리해도 can't touch that (Can't touch that)

Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
One look, give 'em whiplash

Fancy
이건 참 화려해
It's glowing and it's flashy (Yeah)
알아 적당함이 뭔지 keep it classy
따라 하지 넌 또 하나부터 열까지 (Yeah)
아닌척하지, yeah

Under pressure, body sweating, can you focus? (Hoo)
I deliver, I can promise, I'm the coldest (Cold)
외면해도 소용없지, don't you blow it
Just close your eyes, breathe in and visualize

시작되는 순간 끝나버린 판단
기횐 오직 one time, unforgettable
찾아낸 the right light, 사라지지 않아
눈에 새긴 one time, unforgettable

One look, give 'em whiplash (Shee)
Beat drop with a big flash
집중해, 좀 더 think fast
이유 넌 이해 못 해, mm
왜 이제야, know I did that (Yeah)
Day one, know I been bad, uh
Don't stop, 흔들린 채 (
Yeah
)
무리해도 can't touch that (Can't touch that)

I'm the highlight, 비춰 red light
Yeah, tonight, it's all 'bout me (All about me)
You know it's my site, 거친 next sigh
만들어갈 history

One look, give 'em whiplash (Uh, wee; whip-whip)
Beat drop with a big flash (Yeah)
따라와 어서 move fast (Move, move, move)
이유 넌 이해 못 해, uh (Yeah)
왜 이제야, know I did that (Yeah; did that)
Day one, know I been bad, uh (Been bad)
Don't stop, 흔들린 채 (Yeah; woo)
다가와도 can't touch that (Can't touch that)

Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash
Whip-whiplash

One look, give 'em whiplash"
43,Amazing Show,愛情的大壞蛋,Taiwan,5HVq8nS0pbM6G7YK8M7DY4,"我在情歌的尾奏 落在琴聲的最後
活該今生的罪疚 默哀硬撐著淚流
想要夢見你 重建你 容顏已走遠
在不真實的空間裡好好再愛一遍
Oh, 或許這就是所謂心痛
或許我不曾真的心痛
或許這次我認真了 這次是真的愛了

就當作我是愛情的大壞蛋 不需要你原諒我
背後為你流的淚 就當我自作自受
就因為我是愛情的大壞蛋 愛情的小偷
請忘記我 讓我寂寞

今晚沒夢見你 是因為睡不著
情節像爛電影 而我不是主角
看著剪影出竅 你走遠聽不到
我只能抽著菸 兜著圈 收著淚 又一遍畫夜
我會把你的故事折成紙鶴
讓他飛到銀河
不再唱為你寫的歌 反正你不會聽了
我是真的不愛了


就當作我是愛情的大壞蛋 不需要你原諒我
背後為你流的淚 就當我自作自受
就因為我是愛情的大壞蛋 愛情的小偷
請忘記我 讓我寂寞

我在情歌的尾奏 落在琴聲的最後
活該今生的罪疚 默哀硬撐著淚流
想要夢見你 重建你 容顏已走遠
在不真實的空間裡好好再愛一遍

今晚我摧毀了最美的未曾愛過
儘管我卑微的淚水徹夜碎成敗破
就當我沒愛過 就當我沒愛過
我不配你愛我 我不配你愛我

我會把你的故事折成紙鶴
讓他飛到銀河
就當我沒愛過 就當我沒愛過
我不配你愛我 我不配你愛我"
44,Jay Chou,晴天,Taiwan,5pIcwtJYNJx93l420oR2Vm,"故事的小黄花
从出生那年就飘着
童年的荡秋千
随记忆一直晃到现在

吹着前奏望着天空
我想起花瓣试着掉落
为你翘课的那一天
花落的那一天
教室的那一间
我怎么看不见
消失的下雨天
我好想再淋一遍
没想到失去的勇气我还留着
好想再问一遍
你会等待还是离开
刮风这天我试过握着你手
但偏偏雨渐渐大到我看你不见
还要多久我才能在你身边
等到放晴的那天也许我会比较好一点
从前从前有个人爱你很久
但偏偏风渐渐把距离吹得好远
好不容易又能再多爱一天
但故事的最后你好像还是说了拜拜
为你翘课的那一天
花落的那一天
教室的那一间
我怎么看不见
消失的下雨天
我好想再淋一遍
没想到失去的勇气我还留着
好想再问一遍
你会等待还是离开
刮风这天我试过握着你手
但偏偏雨渐渐大到我看你不见
还要多久我才能在你身边
等到放晴的那天也许我会比较好一点
从前从前有个人爱你很久

偏偏风渐渐把距离吹得好远
好不容易又能再多爱一天"
45,A-Mei Chang,連名帶姓,Taiwan,3LlQoKvVnkVvq3KC8anUn8,
46,陳粒,小半,Taiwan,3QxWTqyIT4O9bokIZlNDpo,
47,BABYMONSTER,WE GO UP,Taiwan,1tonXoW6dcb7GGNpec3PTl,"Yeah
Uh-huh
Yeah, this ain't a game and you know we don't play
Yeah

Uh, you ain't never seen the typa, show we 'bout to show ya
You ain't never heard this typa flow, we crashing on ya
Tidal wave, tidal wave, it's about to go
You will never dominate, domino when I see you fall
Know I pop better get back, hand in my pocket, watch the rocket blow우리 걱정은 딱히 넣어둬 빨리, look at me on a roll
Let bygones be bygones, I ain't never had no problems
That high road, we gon' walk over 'cause icons be icons

What you gon', what you gon', what you gon' do? (Yeah)
Lookin' good, lookin' fly, lookin' brand new
Unbelievable, 어림없거든어이없거든 (You lovе it, love it)
When we pull up, know it's all on sitе
B-A-B-Y-M-O-N, we up, up, up

(We go up) Like, woah, 우린 killas, killas
(We go up) Like, woah, 우린 villains, villains
Up high for me, baby, high for me, baby, woah
Up like, woah, can you feel us? Feel us?
(We go up) Like, woah, 우린 killas, killas
(We go up) Like, woah, 우린 villains, villains
Up high for me, baby, high for me, baby, woah
This is how we do it, we go, woah, oh, oh, oh

Copy, copy, copy, copy 'til the error pop up
Copy, copy, wanna be me but you're never gonna
They all eatin' my leftovers, I left over what's left over
Like ring, ring, come and get closer, we take over, that's game over
Nobody do it like this, nobody, nobody do it like this, uh
You're never catching me slip, I switch it on with a flick of the wrist
Let bygones be bygones, I ain't never had no problemsThat high road, we gon' walk over 'cause icons be icons

What you gon', what you gon', what you gon' do? (Yeah)
Lookin' good, lookin' fly, lookin' brand new
Unbelievable, 어림없거든
어이없거든 (You love it, love it)
When we pull up, know it's all on site
B-A-B-Y-M-O-N, we up, up, up

(We go up) Like, woah, 우린 killas, killas
(We go up) Like, woah, 우린 villains, villains
Up high for me, baby, high for me, baby, woah
Up like, woah, can you feel us? Feel us?
(We go up) Like, woah, 우린 killas, killas
(We go up) Like, woah, 우린 villains, villains
Up high for me, baby, high for me, baby, yeah
This is how we do it, we go, woah, oh, oh, oh

우린 보란듯이, yeah, we run it up, run it up
불을 지필 거야 burn it up, burn it up
세상 꼭대기에, say my name, say my name
우린 판을 바꿀 game changer, uh, uh
Definition dangerous, dangerous
Clock is ticking, ticking, buckle up, buckle up
Bet you never met a monster like me
I'll never stop, don't forget we gon' make history

(We go up) Like, woah, 우린 killas, killas (Ah-ah)
(We go up) Like, woah, 우린 villains, villains (Ah-ah, high)
Up high for me, baby, high for me, baby, woah
(B-A, B-A, B-Y, B-Y, M-O, M-O, N, N)
(We go up) Like, woah, 우린 killas, killas (Ah-ah)
(We go up) Like, woah, 우린 villains, villains (Ah-ah, oh)
Up high for me, baby, high for me, baby, woah
This is how we do it, we go, woah, oh, oh, oh

We go up"
48,"Jay Chou, Lara Liang",珊瑚海,Taiwan,3Qj9Fy8BPbWmICTiNkuqB7,"Hǎi píngmiàn yuǎnfāng kāishǐ yīnmái
Bēishāng yào zěnme píngjìng chúnbái
Wǒ de liǎn shàng shǐzhōng xié dài
Yīmǒ qiǎn qiǎn de wúnài
Nǐ yòng chún yǔ shuō nǐ yào líkāi (xīn bùzài)
Nà nánguò wúshēng mànle xiàlái
Xiōngyǒng cháoshuǐ nǐ tīng míngbái
Bùshì làng ér shì lèi hǎi

Zhuǎnshēn líkāi nǐ yǒu huàshuō bu chūlái  (fēnshǒu shuō bu chūlái)
Hǎiniǎo gēn yú xiāng'ài
Zhǐshì yīchǎng yìwài
Wǒmen de ài (gěi de ài )
Chāyì yīzhí cúnzài (huí bù lái)
Fēng zhōng chén'āi děngdài jìng lěijī chéng shānghài  (jìng lěijī chéng shānghài)
Zhuǎnshēn líkāi
Fēnshǒu shuō bu chūlái
Wèilán de shānhú hǎi
Cuòguò shùnjiān cāngbái
Dāngchū bǐcǐ (nǐ wǒ dōu)
Bùgòu chéngshú tǎnbái  (bù yìng gāi)
Rèqíng bù zài (nǐ de)xiàoróng miǎnqiáng bù lái
Ài shēn mái shānhú hǎi

Huǐhuài de shādiāo rúhé chóng lái
Yǒu lièhén de ài zěnme zhòng gài
Zhǐshì yīqiè jiéshù tài kuài
Nǐ shuō nǐ wúfǎ shìhuái
Bèiké lǐ yǐncáng shénme qídài (děng huā er kāi)
Wǒmen yě yǐjīng wúxīn zài cāi
Liǎn shànghǎifēng (miànxiàng hǎi fēng)
Xián xián de ài  (xián xián de ài)
Chàng bù chū hái yǒu wèilái

Zhuǎnshēn líkāi nǐ yǒu huàshuō bu chūlái  (fēnshǒu shuō bu chūlái)
Hǎiniǎo gēn yú xiāng'ài
Zhǐshì yīchǎng yìwài
Wǒmen de ài (gěi de ài )
Chāyì yīzhí cúnzài (huí bù lái)
Fēng zhōng chén'āi děngdài jìng lěijī chéng shānghài  (jìng lěijī chéng shānghài)
Zhuǎnshēn líkāi
Fēnshǒu shuō bu chūlái
Wèilán de shānhú hǎi
Cuòguò shùnjiān cāngbái
Dāngchū bǐcǐ (nǐ wǒ dōu)
Bùgòu chéngshú tǎnbái  (bù yìng gāi)
Rèqíng bù zài (nǐ de)xiàoróng miǎnqiáng bù lái
Ài shēn mái shānhú hǎi"
