rank,artist,title,region,spotify_uri,dominant_emotion,dominant_score,low_confidence,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
84,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),Singapore,01qFKNWq73UfEslI0GvumE,sensual,0.9676,False,0.9474,0.9318,0.1254,0.0424,0.011,0.0139,0.3732,0.6859,0.9676,0.0935
86,Taylor Swift,Cruel Summer,Singapore,1BxfuPKGuaTgP7aM0Bbdwr,longing,0.9941,False,0.4215,0.9941,0.0317,0.8235,0.5176,0.3514,0.0521,0.777,0.9751,0.4132
87,Sabrina Carpenter,Espresso,Singapore,2HRqTpkrJO5ggZyyK6NPWz,sensual,0.9337,False,0.6288,0.9123,0.0306,0.3562,0.1281,0.2078,0.0182,0.786,0.9337,0.1078
88,ROSÉ,number one girl,Singapore,1lcBt7LoEikqYmhUoa2cez,longing,0.9843,False,0.7665,0.9843,0.0082,0.0195,0.0086,0.0117,0.285,0.9738,0.4106,0.0018
89,yung kai,blue,Singapore,6W614n8yLUeS3zsZSeBwyq,longing,0.9888,False,0.9851,0.9888,0.2871,0.0431,0.0798,0.0027,0.8782,0.1061,0.976,0.0016
90,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Singapore,54PbBpquVfhfrwRwvjSXbI,heartbreak,0.9612,False,0.1926,0.9606,0.0013,0.9612,0.9286,0.8292,0.0045,0.9469,0.3104,0.4533
91,"Sean Kingston, Justin Bieber",Eenie Meenie,Singapore,4vVTI94F9uJ8lHNDWKv0i2,longing,0.9875,False,0.9718,0.9875,0.1723,0.9498,0.6664,0.7763,0.7046,0.9206,0.9447,0.6375
92,Taylor Swift,Style,Singapore,0ug5NqcwcFR2xrfTkc7k8e,longing,0.9537,False,0.5794,0.9537,0.0367,0.2278,0.0949,0.0714,0.1126,0.9475,0.8839,0.3278
93,Laufey,From The Start,Singapore,43iIQbw5hx986dUEZbr3eN,heartbreak,0.9918,False,0.9499,0.9911,0.0003,0.9918,0.9847,0.8878,0.0422,0.9843,0.0351,0.7809
95,Coldplay,Viva La Vida,Singapore,1mea3bSkSGXuIRvnydlB5b,lonely,0.9944,False,0.0194,0.9704,0.0468,0.9402,0.779,0.933,0.0084,0.9944,0.8221,0.7004
96,"Disco Lines, Tinashe",No Broke Boys,Singapore,3cZajhyr8LmtPfHZ9296tj,lonely,0.9898,False,0.0062,0.6316,0.0006,0.9824,0.9445,0.911,0.0041,0.9898,0.209,0.9853
97,"The Chainsmokers, Halsey",Closer,Singapore,7BKLCZ1jbUBVqRi2FVlTVw,sensual,0.9732,False,0.8941,0.9694,0.0932,0.9581,0.7687,0.2015,0.3116,0.9532,0.9732,0.8711
98,"The Chainsmokers, Coldplay",Something Just Like This,Singapore,6RUKPb4LETWmmr3iAEQktW,longing,0.9893,False,0.3179,0.9893,0.201,0.2549,0.1099,0.181,0.3087,0.9443,0.9151,0.1489
99,Ed Sheeran,Photograph,Singapore,6fxVffaTuwjgEk5h9QyRjy,love,0.9682,False,0.9682,0.9237,0.0022,0.4486,0.1495,0.006,0.1122,0.6448,0.5011,0.0037
100,"Maroon 5, Wiz Khalifa",Payphone,Singapore,1XGmzt0PVuFgQYYnV2It7A,heartbreak,0.9549,False,0.0737,0.8561,0.001,0.9549,0.8541,0.9009,0.0029,0.8842,0.1669,0.7562
101,Bruno Mars,It Will Rain,Singapore,4rMNgxEwGWoPHIUcvB5BrB,heartbreak,0.9633,False,0.7678,0.9612,0.0015,0.9633,0.9235,0.6788,0.0362,0.9212,0.1346,0.2894
102,Justin Bieber,Ghost,Singapore,6I3mqTwhRpn34SLVafSH7G,longing,0.9924,False,0.9351,0.9924,0.0207,0.9784,0.9605,0.759,0.614,0.9884,0.6638,0.0875
103,"Ariana Grande, The Weeknd",Love Me Harder,Singapore,5J4ZkQpzMUFojo1CtAZYpn,love,0.9744,False,0.9744,0.7751,0.1001,0.124,0.0775,0.031,0.1796,0.3285,0.7673,0.2297
104,Bruno Mars,On My Soul,Singapore,4i4BVY2JiH4mDSLIBdNGKD,love,0.992,False,0.992,0.9892,0.3499,0.2829,0.1587,0.038,0.7344,0.5193,0.9414,0.0072
105,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Singapore,3GCdLUSnKSMJhs4Tj6CV3s,longing,0.6164,False,0.51,0.6164,0.0046,0.4903,0.4229,0.4502,0.4208,0.4588,0.2736,0.4395
106,Coldplay,Sparks,Singapore,7D0RhFcb3CrfPuTJ0obrod,heartbreak,0.9639,False,0.9292,0.9508,0.0011,0.9639,0.8539,0.1112,0.0527,0.759,0.1674,0.1265
108,sombr,12 to 12,Singapore,05od2qm2MTSKCHxy1GBp5W,lonely,0.9805,False,0.9404,0.9573,0.0724,0.9113,0.7397,0.3964,0.0214,0.9805,0.9722,0.2116
109,Daniel Caesar,Always,Singapore,2LlOeW5rVcvl3QcPNPcDus,love,0.9766,False,0.9766,0.8572,0.0432,0.5657,0.2421,0.0139,0.3848,0.6212,0.5996,0.0634
110,The Police,Every Breath You Take,Singapore,1JSTJqkT5qHq8MDJnJbRE1,longing,0.9941,False,0.9614,0.9941,0.0091,0.9913,0.9886,0.9498,0.0383,0.989,0.4905,0.1935
111,The Neighbourhood,Sweater Weather,Singapore,0cQVqPuHQP4KEwc7ZUQmj6,longing,0.9835,False,0.9324,0.9835,0.0564,0.046,0.0377,0.1426,0.1413,0.3652,0.9549,0.01
112,Keane,Somewhere Only We Know,Singapore,0ll8uFnc0nANY35E0Lfxvg,longing,0.989,False,0.3921,0.989,0.0584,0.9526,0.9151,0.7273,0.0555,0.987,0.8133,0.3969
113,Benson Boone,Beautiful Things,Singapore,3xkHsmpQCBMytMJNiDf3Ii,longing,0.9896,False,0.8893,0.9896,0.0183,0.5514,0.5395,0.0467,0.6813,0.4865,0.4431,0.0083
114,Joji,SLOW DANCING IN THE DARK,Singapore,6rY5FAWxCdAGllYEOZMbjW,longing,0.9743,False,0.2148,0.9743,0.0106,0.7558,0.2761,0.6303,0.037,0.9651,0.3939,0.9074
115,Bad Bunny,Tití Me Preguntó,Singapore,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.9884,False,0.4665,0.9513,0.0207,0.9884,0.8636,0.9338,0.1106,0.9756,0.5291,0.8199
116,Jung Kook,Standing Next to You,Singapore,2KslE17cAJNHTsI2MI0jb2,love,0.9723,False,0.9723,0.9014,0.4964,0.004,0.0081,0.0007,0.8534,0.0577,0.8927,0.0045
117,Cup of Joe,Multo,Singapore,5tlb0AxuzsMWL2GtEppXGX,lonely,0.9812,False,0.0024,0.9613,0.0001,0.9561,0.9545,0.9656,0.0069,0.9812,0.0639,0.4046
118,LNGSHOT,Moonwalkin',Singapore,46V2ciN6F5bxjQWityNhkY,longing,0.8961,False,0.3131,0.8961,0.3092,0.0327,0.0872,0.1555,0.4262,0.5965,0.855,0.1152
119,The Marías,Sienna,Singapore,0InIeZW4P6VO7dUGRM4AKH,longing,0.9814,False,0.9664,0.9814,0.625,0.8394,0.7312,0.024,0.5621,0.8677,0.9762,0.1641
120,Bruno Mars,Locked out of Heaven,Singapore,5g7sDjBhZ4I3gcFIpkrLuI,longing,0.992,False,0.9784,0.992,0.6164,0.027,0.0526,0.0075,0.9842,0.0205,0.9788,0.0022
122,KiiiKiii,404 (New Era),Singapore,24rDDbSlFY9OHrlJb48CRh,sensual,0.9759,False,0.191,0.8629,0.587,0.1121,0.0416,0.0211,0.5209,0.7821,0.9759,0.1461
123,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),Singapore,59dLtGBS26x7kc0rHbaPrq,longing,0.9907,False,0.9547,0.9907,0.1885,0.0241,0.1239,0.0037,0.1105,0.1997,0.9577,0.2029
124,SZA,Snooze,Singapore,4iZ4pt7kvcaH6Yo8UoZ4s2,sensual,0.8272,False,0.5459,0.7897,0.0697,0.0447,0.0853,0.041,0.757,0.3875,0.8272,0.6399
125,Bad Bunny,NUEVAYoL,Singapore,5TFD2bmFKGhoCRbX61nXY5,sensual,0.9687,False,0.29,0.9328,0.8153,0.0079,0.0153,0.0122,0.5691,0.2205,0.9687,0.2192
126,Ed Sheeran,Perfect,Singapore,0tgVpDi06FyKpA1z0VMD4v,love,0.9887,False,0.9887,0.9605,0.7956,0.0057,0.0097,0.0032,0.9246,0.0548,0.9624,0.0031
127,OneRepublic,Counting Stars,Singapore,2tpWsVSb9UEmDRxAl1zhX1,longing,0.994,False,0.9585,0.994,0.0657,0.8527,0.527,0.2469,0.9744,0.6264,0.781,0.2921
128,Cigarettes After Sex,Apocalypse,Singapore,1oAwsWBovWRIp7qLMGPIet,longing,0.9826,False,0.6997,0.9826,0.0023,0.9409,0.8616,0.7487,0.0512,0.7683,0.9425,0.218
129,Bruno Mars,Talking to the Moon,Singapore,161DnLWsx1i3u1JT05lzqU,longing,0.9964,False,0.7366,0.9964,0.0051,0.9135,0.8832,0.6035,0.846,0.9917,0.5025,0.2654
130,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Singapore,4WFfPxJv1KRekG6mxn837K,longing,0.9919,False,0.9874,0.9919,0.0984,0.3856,0.1207,0.0866,0.1098,0.3491,0.9802,0.0155
132,Malcolm Todd,Earrings,Singapore,0eAuGrXyGFYwur9ARUe7LJ,heartbreak,0.9877,False,0.9552,0.9778,0.0002,0.9877,0.9687,0.8699,0.0012,0.9856,0.1014,0.0389
133,"Justin Bieber, Nicki Minaj",Beauty And A Beat,Singapore,6QFCMUUq1T2Vf5sFUXcuQ7,love,0.9894,False,0.9894,0.9274,0.6104,0.0351,0.0776,0.0099,0.7172,0.2704,0.9615,0.052
134,Arctic Monkeys,I Wanna Be Yours,Singapore,5XeFesFbtLpXzIVDNQP22n,longing,0.9736,False,0.8688,0.9736,0.1714,0.4991,0.1488,0.0195,0.29,0.6568,0.9533,0.0356
135,Harry Styles,As It Was,Singapore,4Dvkj6JhhA12EX05fT7y2e,lonely,0.9697,False,0.31,0.933,0.0017,0.9453,0.8949,0.8006,0.0179,0.9697,0.2804,0.1968
136,Bruno Mars,When I Was Your Man,Singapore,0B7wvvmu9EISAwZnOpjhNI,heartbreak,0.9911,False,0.2059,0.9795,0.0007,0.9911,0.9745,0.7941,0.6614,0.9385,0.3164,0.1776
137,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Singapore,02sy7FAs8dkDNYsHp4Ul3f,longing,0.9913,False,0.9327,0.9913,0.5767,0.0337,0.0148,0.012,0.8659,0.733,0.9893,0.1143
139,"Jay Chou, Lara Liang",珊瑚海,Singapore,3Qj9Fy8BPbWmICTiNkuqB7,sensual,0.796,False,0.4176,0.5761,0.186,0.2894,0.4364,0.1896,0.2206,0.6457,0.796,0.5314
140,"The Weeknd, Daft Punk",Starboy,Singapore,7MXVkk9YMctZqd1Srtv4MB,anger,0.8873,False,0.003,0.8849,0.0034,0.0675,0.04,0.1181,0.0448,0.4128,0.7117,0.8873
141,keshi,Soft Spot,Singapore,2aL4lMGhWdPpyPL6COPou7,longing,0.9882,False,0.9657,0.9882,0.1976,0.1798,0.0461,0.0365,0.3135,0.4877,0.9781,0.0034
142,Olivia Dean,A Couple Minutes,Singapore,312z6PZ8wwREck8613PkJk,love,0.888,False,0.888,0.8878,0.026,0.8282,0.595,0.0106,0.7764,0.6341,0.3957,0.0233
143,"LE SSERAFIM, j-hope",SPAGHETTI,Singapore,2N9miXnewVmUrgl6JSK1FI,longing,0.7868,False,0.5949,0.7868,0.4587,0.1981,0.0274,0.0541,0.0649,0.2383,0.6383,0.1436
144,Joker Xue,演员,Singapore,5Sib99jpYybZAicUMETb3h,love,0.9106,False,0.9106,0.4934,0.2846,0.2101,0.1025,0.0445,0.2494,0.1061,0.4606,0.0223
145,Charlie Puth,Attention,Singapore,5cF0dROlMOK5uNZtivgu50,anger,0.9182,False,0.4924,0.7661,0.0596,0.8587,0.7936,0.7249,0.0862,0.7396,0.5876,0.9182
146,Chappell Roan,"Good Luck, Babe!",Singapore,0WbMK4wrZ1wFSty9F7FCgu,sensual,0.9928,False,0.1818,0.9297,0.0095,0.952,0.6967,0.1641,0.0068,0.7851,0.9928,0.1732
147,"郭家瑋, DIOR 大穎",過了幾天(合唱版),Singapore,4GEWZ1vDFVkmhG55zpKFLO,sensual,0.7829,False,0.4369,0.4196,0.2073,0.196,0.3066,0.2316,0.224,0.6309,0.7829,0.6375
148,Khalil Fong,特別的人,Singapore,0VTzUEuHYD8s7CgQ15cDPo,love,0.9886,False,0.9886,0.9777,0.9638,0.3345,0.343,0.0074,0.9672,0.3077,0.9105,0.356
151,Radiohead,Let Down,Singapore,2fuYa3Lx06QQJAm0MjztKr,despair,0.9884,False,0.0005,0.0506,0.0001,0.8733,0.3835,0.9884,0.002,0.5927,0.2004,0.011
152,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),Singapore,0FIDCNYYjNvPVimz5icugS,heartbreak,0.9834,False,0.4829,0.9197,0.0124,0.9834,0.968,0.8152,0.0112,0.7739,0.6713,0.8839
153,KATSEYE,Touch,Singapore,6aJn7Cst74cj4lNIiPRgav,longing,0.9883,False,0.9664,0.9883,0.2749,0.9779,0.9176,0.8272,0.1767,0.9879,0.9726,0.4661
154,Rihanna,Kiss It Better,Singapore,0UHB9METy4VCXNgkcGqHqS,longing,0.9936,False,0.7765,0.9936,0.0919,0.9727,0.8714,0.7958,0.5988,0.931,0.9414,0.803
155,Alex Warren,FEVER DREAM,Singapore,7ogpGbKc4Io6NCU6ydxXwZ,lonely,0.9968,False,0.903,0.9863,0.0027,0.9756,0.9037,0.9041,0.778,0.9968,0.7745,0.3369
156,Jay Chou,告白氣球,Singapore,2tqF9MPNdYdJU70U0ULO23,sensual,0.9838,False,0.7798,0.8569,0.5393,0.2343,0.176,0.1202,0.6,0.282,0.9838,0.8983
157,Zara Larsson,Midnight Sun,Singapore,1qRV1dKLOfH1s00b9J2LUQ,sensual,0.9749,False,0.9393,0.9116,0.9268,0.0253,0.0115,0.002,0.2628,0.7407,0.9749,0.0023
158,小阿七,从前说,Singapore,3t5edAHbyFEW67wFApp7EO,longing,0.8458,False,0.4677,0.8458,0.0103,0.7086,0.5576,0.1951,0.0627,0.7125,0.5613,0.1064
159,Bruno Mars,Nothing Left,Singapore,0Sq6JK9kyC4MQa3KrJj5CB,longing,0.9919,False,0.9618,0.9919,0.0033,0.9897,0.9709,0.8535,0.1518,0.99,0.3144,0.2186
160,Eric Chou,怎麼了,Singapore,5cU1O9P0EDA0rPkPDykhIm,sensual,0.8829,False,0.7447,0.8586,0.3399,0.6162,0.5883,0.454,0.4878,0.7386,0.8829,0.638
161,sombr,undressed,Singapore,0TFTAtCYhp2tQ9KcJIZb55,heartbreak,0.9868,False,0.1933,0.9517,0.0002,0.9868,0.9635,0.8484,0.0038,0.9527,0.161,0.6824
162,Katy Perry,The One That Got Away,Singapore,6hkOqJ5mE093AQf2lbZnsG,heartbreak,0.9899,False,0.6775,0.979,0.0069,0.9899,0.9836,0.9498,0.0216,0.9691,0.7946,0.8721
163,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Singapore,567e29TDzLwZwfDuEpGTwo,despair,0.3124,False,0.0191,0.25,0.0066,0.1378,0.0457,0.3124,0.0092,0.1663,0.1864,0.0661
164,Ariana Grande,One Last Time,Singapore,7xoUc6faLbCqZO6fQEYprd,heartbreak,0.9567,False,0.8385,0.9537,0.0202,0.9567,0.8278,0.7725,0.1282,0.8995,0.6721,0.4038
166,Dhruv,double take,Singapore,0QzuaeCEEOV40Pn7IvKEny,longing,0.9898,False,0.9887,0.9898,0.0909,0.3024,0.0889,0.0116,0.5747,0.5298,0.9708,0.0113
167,Justin Bieber,Sorry,Singapore,09CtPGIpYB4BrO8qb1RGsF,heartbreak,0.8445,False,0.0087,0.4729,0.0006,0.8445,0.597,0.2458,0.1232,0.3721,0.0614,0.5253
168,"DJ Snake, Justin Bieber",Let Me Love You,Singapore,0lYBSQXN6rCTvUZvg9S0lU,longing,0.8295,False,0.099,0.8295,0.0009,0.5579,0.3926,0.1071,0.1092,0.1475,0.1291,0.1038
169,ILLIT,Magnetic,Singapore,1aKvZDoLGkNMxoRYgkckZG,love,0.982,False,0.982,0.9654,0.6208,0.0033,0.0046,0.0012,0.5353,0.0193,0.9644,0.0209
170,BTS,Life Goes On,Singapore,5FVbvttjEvQ8r2BgUcJgNg,longing,0.9315,False,0.4125,0.9315,0.0474,0.9015,0.7989,0.7864,0.4034,0.9182,0.5956,0.4066
171,Taylor Swift,Blank Space,Singapore,1u8c2t2Cy7UBoG4ArRcF5g,longing,0.5594,False,0.373,0.5594,0.012,0.3939,0.1191,0.0859,0.0183,0.1368,0.5136,0.3906
172,Coldplay,The Scientist,Singapore,75JFxkI2RXiU7L9VXzMkle,longing,0.9768,False,0.944,0.9768,0.026,0.9681,0.9555,0.8479,0.2163,0.8102,0.7576,0.146
173,Jay Chou,青花瓷,Singapore,10VuSw48iPN2UK2xX9Y6P0,sensual,0.98,False,0.8882,0.9192,0.8285,0.0127,0.0246,0.0032,0.9374,0.0234,0.98,0.0194
174,"Disney, Shakira",Zoo,Singapore,3vJIaiTIHxHhYafTSPNiH4,love,0.91,False,0.91,0.4289,0.9005,0.0022,0.0029,0.0028,0.548,0.0385,0.8979,0.0841
175,Cigarettes After Sex,Cry,Singapore,3p4hRhMcb6ch8OLtATMaLw,longing,0.9853,False,0.7211,0.9853,0.0001,0.9793,0.9617,0.7748,0.0132,0.6667,0.0037,0.2953
176,Olivia Dean,Dive,Singapore,36vmaZyO0iAE6FZ7287fg2,sensual,0.79,False,0.1648,0.2814,0.0056,0.09,0.0296,0.0438,0.0259,0.0532,0.79,0.0157
177,Laufey,Promise,Singapore,08PdFBcXzpkn1cWNgmKqhn,lonely,0.9709,False,0.0616,0.9073,0.0022,0.9646,0.9185,0.8959,0.0025,0.9709,0.4332,0.7098
178,Bruno Mars,Something Serious,Singapore,0PV4VQCmE6Ujssr1bnswdF,longing,0.9521,False,0.9421,0.9521,0.1033,0.4243,0.3483,0.1432,0.2492,0.3857,0.7321,0.1721
180,Bruno Mars,Versace on the Floor,Singapore,0kN8xEmgMW9mh7UmDYHlJP,sensual,0.9691,False,0.9274,0.9679,0.7181,0.0559,0.0393,0.0084,0.382,0.9592,0.9691,0.0129
181,Gracie Abrams,"I Love You, I'm Sorry",Singapore,51rfRCiUSvxXlCSCfIztBy,heartbreak,0.965,False,0.6234,0.9442,0.1099,0.965,0.9149,0.7565,0.0285,0.9332,0.3287,0.71
182,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Singapore,1Q7EgiMOuwDcB0PJC6AzON,love,0.9903,False,0.9903,0.9685,0.8838,0.0052,0.0061,0.0008,0.3546,0.0276,0.978,0.0028
183,Radiohead,Creep,Singapore,70LcF31zb1H0PyJoS1Sx1r,longing,0.9658,False,0.1446,0.9658,0.0033,0.8923,0.8315,0.3711,0.0139,0.8125,0.6902,0.4697
184,CORTIS,GO!,Singapore,6OWWZtNQORY1McaZmOrwhc,sensual,0.8263,False,0.1206,0.4252,0.2629,0.0357,0.0096,0.0154,0.531,0.0434,0.8263,0.4459
185,Charli xcx,party 4 u,Singapore,2RdEC8Ff83WkX7kDVCHseE,longing,0.9863,False,0.4595,0.9863,0.1659,0.6075,0.4243,0.0881,0.557,0.9697,0.506,0.2737
186,SZA,Nobody Gets Me,Singapore,5Y35SjAfXjjG0sFQ3KOxmm,lonely,0.9928,False,0.9268,0.9867,0.0431,0.9889,0.9681,0.9756,0.0395,0.9928,0.9688,0.9359
187,Joji,Glimpse of Us,Singapore,2mlNgAeIBnL78ZriXgrRHz,longing,0.9915,False,0.8272,0.9915,0.088,0.7713,0.5495,0.038,0.9841,0.7259,0.7098,0.0707
188,Ariana Grande,Into You,Singapore,76FZM38RC8XaAjJ77CVTNe,sensual,0.9881,False,0.9816,0.9846,0.5352,0.0014,0.0024,0.0049,0.1981,0.0043,0.9881,0.0428
189,Jay Chou,楓,Singapore,1pALOIA4ytESmhl7Fxjdic,sensual,0.8002,False,0.613,0.4466,0.1682,0.3465,0.4572,0.1706,0.2105,0.5654,0.8002,0.4713
190,Stefanie Sun,遇見,Singapore,3xJK8ywApYVEYIDhymYMC6,longing,0.9787,False,0.6857,0.9787,0.3358,0.0044,0.0089,0.0013,0.9739,0.1206,0.8204,0.0952
191,d4vd,Here With Me,Singapore,0dS2u2UFd88TIzDDaZDLvS,longing,0.9609,False,0.6466,0.9609,0.3068,0.2904,0.4433,0.023,0.362,0.4813,0.265,0.0057
192,Lana Del Rey,Cinnamon Girl,Singapore,2mdEsXPu8ZmkHRRtAdC09e,sensual,0.9792,False,0.4722,0.9435,0.0081,0.1067,0.0889,0.0225,0.2151,0.0755,0.9792,0.8652
193,Nadhif Basalamah,kota ini tak sama tanpamu,Singapore,13CwOTXUgBugeBByE9oIWb,longing,0.9921,False,0.9902,0.9921,0.7519,0.008,0.0134,0.0008,0.9767,0.0958,0.9757,0.0005
195,Tate McRae,greedy,Singapore,3rUGC1vUpkDG9CZFHMur1t,longing,0.9794,False,0.8206,0.9794,0.3432,0.2924,0.1838,0.2601,0.3254,0.8186,0.9728,0.6982
196,LNGSHOT,Never Let Go,Singapore,37xebnhvUyM8VyyDDeo65d,longing,0.9864,False,0.6176,0.9864,0.0331,0.8102,0.8565,0.7404,0.1962,0.9493,0.3895,0.5959
197,ATEEZ,Adrenaline,Singapore,2VKGO4DNyUK5UxCQB3b3DF,sensual,0.9448,False,0.0402,0.7747,0.6311,0.0166,0.0065,0.0127,0.0176,0.8874,0.9448,0.8088
198,Lauv,I Like Me Better,Singapore,4MagTPnkPiDuIa4P8GtW1b,love,0.9615,False,0.9615,0.9536,0.3166,0.0044,0.0108,0.0043,0.408,0.177,0.9561,0.0041
199,Justin Bieber,Love Yourself,Singapore,50kpGaPAhYJ3sGmk6vplg0,heartbreak,0.9958,False,0.2352,0.4646,0.0002,0.9958,0.9775,0.9116,0.0013,0.9499,0.0703,0.8009
200,Lana Del Rey,Young And Beautiful,Singapore,2nMeu6UenVvwUktBCpLMK9,longing,0.9738,False,0.9053,0.9738,0.4093,0.6293,0.2255,0.0492,0.4594,0.7234,0.9073,0.0521
1,Quevedo,NI BORRACHO,Spain,3ltpc2goYCfKT8AbWwqQvc,longing,0.932,False,0.3688,0.932,0.1157,0.3998,0.2586,0.3728,0.103,0.6429,0.6074,0.6713
2,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Spain,1YAWMfsmduIrpqrjP45pFn,sensual,0.974,False,0.3796,0.9729,0.0368,0.4909,0.2258,0.0507,0.0923,0.8009,0.974,0.7762
3,"Omar Courtz, Dei V, Clarent, Tito ""El Bambino""",$UELTA GATITA $UELTA,Spain,01xWRzLhSgANX9CGgBzssk,sensual,0.8355,False,0.1511,0.7378,0.1009,0.0347,0.0361,0.1263,0.1158,0.4521,0.8355,0.6871
4,Aitana,SUPERESTRELLA,Spain,6hpuesKPNa3WhV48O7Fa47,longing,0.9493,False,0.8242,0.9493,0.0065,0.0786,0.0263,0.0822,0.2749,0.4255,0.6911,0.1906
5,"Romeo Santos, Prince Royce",Dardos,Spain,5SudOD9R1Of6CsJVWZy6CQ,longing,0.9858,False,0.943,0.9858,0.0029,0.976,0.9435,0.8874,0.0124,0.8027,0.5856,0.8079
6,"Ryan Castro, Kapo, Gangsta",LA VILLA,Spain,2ZyrAym0sRLwt4PhGotHuI,sensual,0.9812,False,0.1551,0.7746,0.095,0.0028,0.0043,0.0064,0.0919,0.1293,0.9812,0.0778
7,"Omar Courtz, ROA",WO OH OH,Spain,0h54mLixODOqU6vTcZMqVM,longing,0.9958,False,0.991,0.9958,0.6601,0.194,0.2701,0.0181,0.8873,0.3731,0.9907,0.5594
8,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Spain,6iOndD4OFo7GkaDypWQIou,love,0.9922,False,0.9922,0.976,0.2966,0.0018,0.0018,0.0016,0.1824,0.0086,0.9816,0.0055
9,Bad Bunny,NUEVAYoL,Spain,5TFD2bmFKGhoCRbX61nXY5,sensual,0.9687,False,0.29,0.9328,0.8153,0.0079,0.0153,0.0122,0.5691,0.2205,0.9687,0.2192
10,Bad Bunny,BAILE INoLVIDABLE,Spain,2lTm559tuIvatlT1u0JYG2,longing,0.9929,False,0.987,0.9929,0.1117,0.9805,0.9037,0.4006,0.1831,0.9787,0.9367,0.0458
11,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Spain,4oVO4fGNRRvEn0CRuFO4qv,lonely,0.9211,False,0.0134,0.2788,0.003,0.669,0.2082,0.8512,0.0042,0.9211,0.552,0.5517
12,Rels B,TU VAS SIN (fav),Spain,6uiQ0DqbXTBc8tl0AUKZkR,love,0.9895,False,0.9895,0.989,0.4413,0.1272,0.0231,0.0122,0.4138,0.0874,0.9696,0.6309
13,Clarent,BIENVENIDA,Spain,7zwgHkTKv86nMOREN5k1hx,anger,0.8687,False,0.399,0.3771,0.0681,0.3819,0.217,0.3797,0.1673,0.4312,0.458,0.8687
14,Omar Courtz,POR SI MAÑANA NO ESTOY,Spain,595wwjQiad6e6lSTScmXvz,lonely,0.9958,False,0.9512,0.9945,0.0423,0.9822,0.9153,0.4662,0.5233,0.9958,0.9181,0.2002
15,"JC Reyes, Slayter",LOQUITA,Spain,3zkGK0pIRra9Mql8fKmROf,sensual,0.9848,False,0.1281,0.7673,0.0734,0.0564,0.0602,0.0208,0.0242,0.7771,0.9848,0.6897
16,Beéle,no tiene sentido,Spain,1HEwEN64NjgTaHmo7LfkX8,longing,0.9809,False,0.5368,0.9809,0.005,0.8269,0.8961,0.5812,0.184,0.9262,0.7784,0.7321
17,Quevedo,TUCHAT,Spain,3bAAv8knmzFpYQsLFoK6de,longing,0.9757,False,0.2226,0.9757,0.0083,0.7419,0.565,0.5474,0.0414,0.8783,0.8675,0.5973
18,"YOVNGCHIMI, JC Reyes",MVLAN,Spain,74t17BRV4el0mU0Tb8XY1k,sensual,0.9228,False,0.3948,0.6718,0.1335,0.013,0.0158,0.0192,0.0997,0.1017,0.9228,0.4383
19,Omar Courtz,KOKO,Spain,1tz7RZirwiuaJw2p0jbdHb,sensual,0.9906,False,0.6707,0.9434,0.0146,0.0033,0.0032,0.0016,0.213,0.8825,0.9906,0.0698
20,Bad Bunny,DtMF,Spain,3sK8wGT43QFpWrvNQsrQya,longing,0.9433,False,0.8873,0.9433,0.6486,0.448,0.2989,0.0133,0.2593,0.4422,0.7581,0.3516
21,"Kidd Voodoo, JC Reyes",Me Mareo,Spain,6jBoUckd6VEImt6pg8RpDr,sensual,0.9731,False,0.3519,0.8595,0.0285,0.3553,0.335,0.0492,0.3483,0.5838,0.9731,0.3802
22,"Alleh, Yorghaki",capaz (merengueton),Spain,2dd3G3ZqEcG2cNS1tp3oEk,longing,0.9703,False,0.9247,0.9703,0.0065,0.5944,0.194,0.6438,0.0653,0.4198,0.9421,0.2436
23,Omar Courtz,SI ESTÁS CON ALGUIEN,Spain,7nyk5uxevcijIfl1FlJgmA,heartbreak,0.9511,False,0.4923,0.558,0.014,0.9511,0.8626,0.5695,0.0523,0.8904,0.4996,0.4055
24,"Bad Gyal, Chencho Corleone",Choque,Spain,68KElV3TDyDy2zHPCWjUyt,longing,0.9627,False,0.4714,0.9627,0.0436,0.1709,0.0984,0.2693,0.0829,0.2022,0.7093,0.7105
26,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Spain,7koAf6aZgjO6TS7bipfPD0,sensual,0.594,False,0.5329,0.4944,0.0534,0.2897,0.1263,0.0091,0.0799,0.0154,0.594,0.0111
