rank,artist,title,region,spotify_uri
77,"Yan Block, Panda Black",Talento,Argentina,7sChwC2NZjGc2Kdni3hlDg
78,"Pablo Chill-E, Ñengo Flow, Jere Klein",Bastardo (feat. Ñengo Flow & Jere Klein),Argentina,7xjFEvchFCiAmuseCBModI
79,Los Tipitos,Campanas en la Noche,Argentina,0C9V5jMElp7laZZdsCHufD
80,Omar Courtz,SI ESTÁS CON ALGUIEN,Argentina,7nyk5uxevcijIfl1FlJgmA
81,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,Argentina,06s3QtMJVXw1AJX3UfvZG1
82,Ciro y los Persas,Me Gusta,Argentina,67Q93kXygxCskeQiIP0V0j
83,Bad Bunny,MONACO,Argentina,4MjDJD8cW7iVeWInc2Bdyj
84,La T y La M,amor de veraNO,Argentina,6WJ2QzbVnjmPGKpmb6tmmO
85,Airbag,Nunca Lo Olvides,Argentina,4581iSIX0QZNNzAQRysF3k
86,"Yan Block, TORRRES",Yo sé,Argentina,5DdLSEyKh8zgCrJq2hFj92
87,"Milo j, Taiu",Rara Vez,Argentina,7MVIfkyzuUmQ716j8U7yGR
88,El Plan De La Mariposa,Túnel de la Vida,Argentina,3NlHH9zJ9uGXkm6NJDbLnO
89,DesaKTa2,No Se Ve / Chingon,Argentina,1wDZFWLswOdkP3PBOWiSwI
90,Airbag,Cicatrices,Argentina,23FJGRug9hlYUIBnrmkIBX
91,Pablo Chill-E,Resentia,Argentina,2ANtIUI9cipWNI685VdlZb
92,Jin,Don’t Say You Love Me,Argentina,27xkOIER6uDLKALIelHylZ
93,Zion & Lennox,La player (Bandolera),Argentina,0VKkyBKCXyR99navhVRqcP
94,Tan Bionica,Obsesionario en La Mayor,Argentina,5EGVGkRRJ2udpRnVGpx8LM
95,"Romeo Santos, Prince Royce",Dardos,Argentina,5SudOD9R1Of6CsJVWZy6CQ
96,Anuel AA,Tú No Lo Amas,Argentina,0fLOPPoyIaPTe8dm2Mrft3
97,Los Auténticos Decadentes,Un Osito de Peluche de Taiwán,Argentina,6iCnJkKswtMYoSmT58HmEn
98,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,Argentina,14rcLGX83RpsORAIzC4U4g
99,Q' Lokura,Quédate / Soy Favela / Lo que hay x aqui - En Vivo,Argentina,3sfrXcrMPS2KMQmzdmjEmp
100,La T y La M,El Doctorado,Argentina,1yg1tWFaYajN4b7vsKtYRE
101,Miranda!,Tu Misterioso Alguien,Argentina,4ksf1UdqNc9pU8R4ZZrgdY
102,"Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD",Si No Es Muy Tarde - Versión Cumbia,Argentina,4KRlNVLHn2ZgGvpjnga31N
103,KAROL G,Si Antes Te Hubiera Conocido,Argentina,73scB4Q4fcOmnsBVZPmk32
104,"Fuerza Regida, Grupo Frontera",COQUETA,Argentina,1PREzVLuDT6PSE9sej4wnV
105,Bad Bunny,Moscow Mule,Argentina,6Xom58OOXk2SoU711L2IXO
106,"Luck Ra, BM",La Morocha,Argentina,6vRQqxOhUFd78p5tL8jXr7
107,Los Auténticos Decadentes,Loco (Tu Forma De Ser),Argentina,3ydweVPwq9PCEVJ8WwqT6u
108,Omar Courtz,⁠LUCES DE COLORES,Argentina,5dDlknAL9imbXXl7uG7oqe
109,The Police,Every Breath You Take,Argentina,1JSTJqkT5qHq8MDJnJbRE1
110,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Argentina,0JoHqmlqE0W0i9prt6kcHR
111,Airbag,Cae el Sol,Argentina,1Mqfdem6pgGVoULjSkkcc9
112,"Eugenia Quevedo, Angela Leiva, La banda de Carlitos",No Podrás - En Vivo,Argentina,3X8jKI7kHrbhqgLboG14tw
113,Babasonicos,Puesto,Argentina,5zpZUFF7YyPG90nkR88RYd
114,Soda Stereo,Trátame Suavemente - Remasterizado 2007,Argentina,65DBZofI0b79kfHTcWWDuU
115,"DesaKTa2, Aneley",Estaba Aqui Pensando,Argentina,5GUgnXDDO4raKkT9lO5F1x
116,Yandel,Encantadora,Argentina,7LABrQFfRYcZUqUwng0Heb
117,Bad Bunny,Otra Noche en Miami,Argentina,4vCAzANUWDE24URV6wQ4ra
118,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Argentina,3k3NWokhRRkEPhCzPmV8TW
119,"Callejero Fino, Martin Vegas",TIKI TIKI,Argentina,7GSKEUunbDOtPSG1TLXq8e
120,No Te Va Gustar,Ese Maldito Momento,Argentina,6MuJUSYCqA4FpMogUHzb2R
121,Angela Torres,FAVORITA,Argentina,6EhX9FjpQZ5CohoGeqUM2u
122,Kapo,UWAIE,Argentina,0fMjldiEpgjbWQ4bBQwVzH
123,"Estelares, Jorge Serrano",Ella Dijo,Argentina,6cFf4Jfy7ThUwGzbqFcZsx
124,La T y La M,Un Montón de Estrellas - En Vivo Gran Rex,Argentina,1R3ubqAHKHE6f64Hz37q8h
125,Babasonicos,El Loco,Argentina,2jEjxOyKqMpkcThWl697hf
126,Andrés Calamaro,Flaca,Argentina,1p7m9H4H8s0Y7SgRm7j3ED
127,Las Pelotas,Personalmente,Argentina,7q7XFO9av9VpNJSXKJwJxD
128,"Rauw Alejandro, Romeo Santos",Khé?,Argentina,1YYfyJ2yCvGFCxwjsIqEK9
129,Las Pelotas,Será,Argentina,60IzIxSuVAtU71yCmHjxHH
130,Mon Laferte,Tu Falta De Querer,Argentina,4skuEIloXWuxxgekKupkEH
131,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,Argentina,1buwr89mlvxbaqArqmvCYS
132,"Yan Block, De La Rose, Hades66, Ñengo Flow",444 - Remix,Argentina,5AK6QqM8aUXXTk6oY00ZRh
133,Romeo Santos,Imitadora,Argentina,6r46lnXFbE9fr2d3KNaGbe
134,Milo j,M.A.I,Argentina,35ttE4t8lQZA2vuCYDg4G7
135,Omar Courtz,VAMOaCOCHI,Argentina,1oghNMGW42IhtQPNU6leZz
136,"Ke Personajes, Onda Sabanera",Pobre Corazón - En Vivo,Argentina,1AX4aybSRyXHWrjg27wTFE
137,"Feid, ATL Jacob",LUNA,Argentina,7bywjHOc0wSjGGbj04XbVi
138,Anuel AA,¿Qué Nos Pasó?,Argentina,7k3qWn8D43a5ISa3x8lJux
139,"Jory Boy, Bad Bunny",No Te Hagas,Argentina,5hKjEpYrJIJs6uPl7zw6Y6
140,"Rauw Alejandro, Chencho Corleone",El Efecto,Argentina,4SJHHpKhcuXwDsCsPqshXj
141,"KHEA, Duki, Cazzu, Omar Varela, MYKKA",Loca,Argentina,0vnrhysrKKRdNYFKLAGzRc
142,"Luciano Pereyra, The La Planta, Un Poco de Ruido, Pinky SD",Es Mi Culpa - Versión Cumbia,Argentina,78OOLg1XsVW0QQkfHP2VEV
143,"Maria Becerra, Paulo Londra, XROSS",RAMEN PARA DOS,Argentina,5KJacLbQNuqzR9IizaPI6h
144,Plan B,Fanatica Sensual,Argentina,1DrDfpOx4P4LMxFhtOmeyD
145,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,Argentina,4OwhwvKESFtuu06dTgct7i
146,Cumbia rocha,"Suena en la Previa, Vol. 2",Argentina,0LswOwsXAfPYLGVwqRlNyW
147,"Trap Capos, Noriel, Bad Bunny, Arcángel",De las 2 (feat. Bad Bunny & Arcángel),Argentina,4DS7HoqrKq1dDjeYOKBlu9
148,"DobleP, Peipper, Locura Mix, VERNAZ",PUTERÍ4,Argentina,1IgrATr9zMmRjtFVFY6O7s
149,"Emilia, TINI, Nicki Nicole",blackout 🧊,Argentina,1KaXG7dVdwMH3gCtiAU39t
150,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Argentina,0Sr7ssScx54yxdM2ols7nW
151,"Pinky SD, Un Poco de Ruido, Uriel Lozano",Conmigo Te Gustó,Argentina,4eqXTlaHeK6xkM1fRx9wR5
152,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Argentina,6VNXmo59yDYgcwLS17UNAW
153,"Omar Courtz, De La Rose, Haze",Kyoto,Argentina,7eNwwoxDR8KVzNAuGvliAO
154,Sabrina Carpenter,Manchild,Argentina,2BwO5K8Q7EPAJSGze3AAh9
155,"Ulises Bueno, DesaKTa2",No Puedo Fingirlo,Argentina,06WyITrA2pZJT5Nt79AOrb
156,"Tainy, Bad Bunny",MOJABI GHOST,Argentina,46YjJXVXWHlQ21odKktg5e
157,Patricio Rey y sus Redonditos de Ricota,La Bestia Pop,Argentina,6BHlafXY1L2eetDCwict05
158,"Callejero Fino, Lea in the Mix",NO LES DA,Argentina,6pryujEohwqSNKGTW33SKE
159,Boza,Hecha Pa' Mi,Argentina,3VvA1wSxukMLsvXoXtlwWx
160,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,Argentina,3tiJUOfAEqIrLFRQgGgdoY
161,"Bryant Myers, Anuel AA, Anonimus, Almighty",Esclava - Remix,Argentina,2Mgur7BKnpr7OG3izSNFTA
162,"DENNIS, Luísa Sonza, Emilia",MOTINHA 2.0 (Mete Marcha) - Remix,Argentina,2iDDnYmaz1HhedjI91fbmp
163,"Luck Ra, La K'onga, Ke Personajes",Ya No Vuelvas (Versión Cuarteto),Argentina,0u6JsFiEEXb6kaF0oqyeFi
164,Bad Bunny,Enséñame a Bailar,Argentina,2NMjggapJcXXM7WccGEBUO
165,"Lady Gaga, Bruno Mars",Die With A Smile,Argentina,7so0lgd0zP2Sbgs2d7a1SZ
166,"Intoxicados, Andrés Calamaro",Fuego,Argentina,6q41qt2R9K8BXEzmzImEGO
167,"Luck Ra, Abel Pintos",QUE ME FALTE TODO,Argentina,1TyBUtMxdmRfXhW3MmbxtQ
168,Los Piojos,Tan Solo,Argentina,6Soxxi73U6SO4rOGJwYYxI
169,"Feid, ICON",FERXXO 151,Argentina,2Cl4HCBmPddQNZEncdoXp0
170,Airbag,Solo aquí,Argentina,0OcYoSGA1CFGZcCuPLyfhj
171,"Callejero Fino, La T y La M",Te invito a bailar,Argentina,17vFIehhv8hKSXYn5Ce4Pk
172,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Argentina,3QwBODjSEzelZyVjxPOHdq
173,"Blessd, Anuel AA, SOG",TE CANTO BAJITO,Argentina,3I1jcOmPwnzUR5yduDK3yb
174,Maluma,El Perdedor,Argentina,1iEwyiSLAunPR6uouANE0O
175,Cosculluela,Manicomio,Argentina,3UVM7rdOSbm2vKDXB9SsWo
176,DesaKTa2,La Diabla,Argentina,6PaIQ2qR59qiqXgjeTFwJA
177,Bad Bunny,Si Estuviésemos Juntos,Argentina,35wvL50xvKpCHEJPxLOLPI
178,"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",Argentina,4dLLdfiniBhDP9dlJQIOi4
179,"Eugenia Quevedo, La banda de Carlitos",Como Lo Hizo? - En Vivo,Argentina,3KAdpFK7rveKAAwpgjwhNn
180,Soda Stereo,De Música Ligera - Remasterizado 2007,Argentina,2WD9ggmpZE7Wodh3qVVCgg
181,"Cosculluela, Bad Bunny",Madura,Argentina,5n2XTRsYFlZwNBp06KAjDX
182,"Indio Solari, Los Fundamentalistas del Aire Acondicionado",Había una Vez...,Argentina,3ayHT7okY784fCWMYDbspt
183,Mancha De Rolando,Arde la Ciudad,Argentina,3SyKG06yOK3omo29EwZ8dP
184,"J Balvin, Bad Bunny",QUE PRETENDES,Argentina,25ZAibhr3bdlMCLmubZDVt
185,"Arcángel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Argentina,6NSMQFKgjpQb0KkjMDYIK0
186,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Argentina,2beS6dD5rovBxSA1zYoSHR
187,"Max Carra, Lira",VIAJEMOS EN EL TIEMPO #1 | Quien Te Quiere Como Yo,Argentina,6il9B9hrZPNpXei57XM1Sv
188,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,Argentina,4mZHvbJWkK9uVmD9SvHKao
189,Babasonicos,En Privado,Argentina,0ZyNiSXRbq68lmBjV0vJkR
190,RAYE,WHERE IS MY HUSBAND!,Argentina,55lijDD6OAjLFFUHU9tcDm
191,"J Balvin, Bad Bunny",Si Tu Novio Te Deja Sola,Argentina,2joKSGkqac0LIwYG9Ghrwq
192,Airbag,Verte De Cerca,Argentina,3pevHGhwL0brjFQfPABwns
193,Viejas Locas,Me Gustas Mucho,Argentina,2kB1rqoTaZ3j6ChtIWGurm
194,"PEPU, Nico Valdi, Pizzu",FAR AWAY,Argentina,3pcXMfSwwXGcucdrDb6Awd
195,Airbag,Ganas de Verte,Argentina,3JCian69xIfy8A4799Og5f
196,La T y La M,Como Se Siente,Argentina,0tQDrJxQcB5zKGrHx43xUj
197,"Maria Becerra, Rei, XROSS",MI AMOR,Argentina,1CSdu8EHZzV0DjYB6RNXbX
198,Bad Bunny,TURiSTA,Argentina,7tCuCjhxzjX2XCz4JiiAsp
199,Beéle,quédate,Argentina,6VfL3MEuYeJbDlD8m011HR
200,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Argentina,1DwscornXpj8fmOmYVlqZt
1,Jin,Don’t Say You Love Me,Japan,27xkOIER6uDLKALIelHylZ
2,Kenshi Yonezu,IRIS OUT,Japan,59hVbgr8rfYkDbHfr8RcGI
3,Mrs. GREEN APPLE,lulu.,Japan,0vE1WglBbhmd5wDO49lcih
4,M!LK,Bakuretsu Aishiteru,Japan,1F1hibBCtNeObRMmEMLHNh
5,HANA,Blue Jeans,Japan,6hnk0Fesq9JOhWpck8HJsj
6,M!LK,Sukisugite METSU!,Japan,0vDqNzQqEhl7boeRS3Joli
7,HANA,ROSE,Japan,3920QegiL2PHmaYYBVwexC
8,ARASHI,Five,Japan,2cIqVZFyBH8h5dnrzBvtre
9,Mrs. GREEN APPLE,ライラック,Japan,21VsLvoE7elUmJZLSawaMh
10,King Gnu,AIZO,Japan,65X2koe1LhDgQmRkNdJFv9
11,back number,花束,Japan,3QIAwtEEDOrv0g5NKCGrXZ
12,CHANMINA,SAD SONG,Japan,2zxK14g3shGRbgjUmKaj2x
13,back number,ブルーアンバー,Japan,35MeePbBnryubkVG0v8GbI
14,BE:FIRST,夢中,Japan,7KNY1e9x1MDvpBAmIAN3tz
15,Mrs. GREEN APPLE,Soranji,Japan,3YML5IHoqWbw9c9vJJvrvM
16,HANA,Cold Night,Japan,79wd94vXLJngCwTAVtzYvr
17,back number,ハッピーエンド,Japan,4GqO80eGXA542oTvlYv4LS
18,"Mrs. GREEN APPLE, Sonoko Inoue",点描の唄,Japan,1sIIlVrnPhrvmTrHtzM7tV
19,Mrs. GREEN APPLE,ダーリン,Japan,7ikOwlVju9HYUKthPiNHwr
20,HANA,NON STOP,Japan,2q910scaHhg6GmqnUKOGHU
21,HANA,Drop,Japan,3OOKZkrUWnMdWJFAvy0b58
22,Jimin,Who,Japan,7tI8dRuH2Yc6RuoTjxo4dU
23,back number,高嶺の花子さん,Japan,2jdbZGFp8KVTuk0YxDNL4l
24,back number,水平線,Japan,3RvdkNMcSy71m0aT6UF9Uf
25,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Japan,4oE7MyJhqSD3BaHRpNs8Nl
26,AiNA THE END,革命道中 - On The Way,Japan,1oFqKeepmT5S8BCGqJl7Ar
27,HANA,ALL IN,Japan,6lOUOvcscCHUofusbjbYV2
28,Mrs. GREEN APPLE,僕のこと,Japan,0tnhoHUrHfcLi9hPknUFZ4
29,HANA,Bloom,Japan,2ezkOPL49H0ZrQYM6y328n
30,CHANMINA,ハレンチ,Japan,2BfzhBl79bcPOHHXAXJkTY
31,Vaundy,Kaiju no Hanauta,Japan,7dTW21YAJxnAOiUh7Rtu9S
32,Number_i,3XL,Japan,3sNbkM4pIy1l7p6K2lhpvm
33,back number,HAPPY BIRTHDAY,Japan,4FMz2RFrbDGzJO7K4D0vS3
34,Mrs. GREEN APPLE,青と夏,Japan,5BC6kr6etk2Y9J62AyI4i3
35,King & Prince,Theater,Japan,6iltt0n1DkQ0AtCcwxXNZJ
36,HANA,My Body,Japan,2AdYT7oPiAASC46qF43dia
37,sakanaction,Kaiju,Japan,6FhWelfRDMFZRtFUU6SIdC
38,Mrs. GREEN APPLE,ケセラセラ,Japan,0teqQ0PYqVDyyXJuPOyMhu
39,back number,どうしてもどうしても,Japan,6hlYmR30RGaHIz4UlVOG2U
40,back number,ヒロイン,Japan,3hBAYbAECEix9raaTq8S3H
41,Snow Man,カリスマックス - CHARISMAX,Japan,76OElzXqlyLCdlSypwSKBy
42,Mrs. GREEN APPLE,クスシキ,Japan,57zS3lPil2VxdlBLXHu8l2
43,CHANMINA,Never Grow Up,Japan,5aDgM8rYPT15CqjkN1EIKq
44,natori,セレナーデ,Japan,0CWAQlHsvfqcKJVVz9up2R
45,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Japan,1CPZ5BxNNd0n0nF4Orb9JS
46,back number,恋,Japan,7f9DsQEsIoeTwKxV6shsom
47,Lilas,恋風,Japan,3gw8n3DG28VaYGuVc3lqxl
48,HANA,Tiger,Japan,20VZXnRzvcS0qVMOThjjmM
49,CHANMINA,TEST ME,Japan,1chmVQLbEPT5890S0X55pe
50,Number_i,GOD_i,Japan,0burgYTcpItZGiRjvWhJjM
51,Number_i,LAVALAVA,Japan,7vgZhgyZBkGJvuh37tJnJo
52,HANA,Burning Flower,Japan,5a3s0iaDfGW06yLfwFnmT7
53,HANA,BAD LOVE,Japan,6M4fRouHq1Zxtl05ifoeAL
54,sakanaction,IRANAI,Japan,7lT3oj3gxE6AJb87ZK8up7
55,back number,君の恋人になったら,Japan,0k4KaqElLVjdR6sVHPTS6h
56,Mrs. GREEN APPLE,GOOD DAY,Japan,61UOoqGI1B9qdeD5Dzupyb
57,back number,瞬き,Japan,7hIfpcdUZcyCKHYy8gp49E
58,Remioromen,Sangatsu Kokonoka,Japan,4g066xFUp3cTUuTfOCPytT
59,Sukima Switch,奏(かなで),Japan,5RbMlPFL4gVyEHW2lEOuzG
60,back number,幸せ,Japan,1YVuXOCjN1GkGYqZ8RCcF3
61,Superfly,愛をこめて花束を,Japan,7CmWXD3w1xOO53AAO4LRVQ
62,IVE,BANG BANG,Japan,7pBE8YpFoZ9ankC2Ci5z9X
63,back number,オールドファッション,Japan,0Xn30nT5EKFPsWvpiJ2Iav
64,Aimyon,Marigold,Japan,2cKiHG16JBiqHdi7Llq0r7
65,=LOVE,劇薬中毒,Japan,6FomeOYunnOCSG2eqkaHn0
66,Hearts2Hearts,RUDE!,Japan,0WA27lZzPKFJKAbiDRmQDc
67,Aimyon,愛を伝えたいだとか,Japan,0N8Xztr4pBHJ7V0moJWhbO
68,=LOVE,とくべチュ、して,Japan,2XS2jEncSJsetNZdVtlpeo
69,M!LK,E Jan,Japan,0jj4mLjwYcos3PPzjQwVzh
70,BellyJay,MONTAGEM HIKARI,Japan,0XqgE9UN4MCo5ooIwUYm7l
71,KANA-BOON,シルエット,Japan,1di1C0QI6Y92yZPYn6XYAZ
72,Aimyon,君はロックを聴かない,Japan,59eluCMn0XbOWqeWQ91FTM
73,Mrs. GREEN APPLE,インフェルノ,Japan,2vOAHp8PBBFYqvQUWSoITY
74,Macaroni Empitsu,恋人ごっこ,Japan,2SihT7AVMiI2VtaAyVIcnO
75,Snow Man,オドロウゼ！,Japan,0MV9cdI2SS1s0tIkl9fTR8
76,Fujii Kaze,Kirari,Japan,3L7ISJTvKx56uhsF28aJ4p
77,yangskinny,Setsugekka,Japan,21UVLrJ0yuJ6CGeElXMG0C
78,SPITZ,楓,Japan,0b7IBgZjedM53ufZV4f4CL
79,SPITZ,チェリー,Japan,1ihCiJaXRl4f6Sy4LJov5z
80,XG,HYPNOTIZE,Japan,3fEX9NgOeklq816Fw00uoo
81,OFFICIAL HIGE DANDISM,Pretender,Japan,15HNdxGKNCIO9pgaY4n7FU
82,Mrs. GREEN APPLE,ダンスホール,Japan,4QIKSlDV5YIjr0kqT1Ad32
83,Yorushika,晴る,Japan,6kFIakexzgsZwsfWDmb36o
84,Kenshi Yonezu,アイネクライネ,Japan,45YBVp6zMwQZRbUDcPzmMB
85,Yuuri,ドライフラワー,Japan,4kPlQKwtPrnqLgrmmKFSlA
86,back number,怪盗,Japan,014Dp0tBp4d9uuFAvH1mlc
87,Mrs. GREEN APPLE,春愁,Japan,5SHguvOUbyPTINNjCvRo8K
88,Macaroni Empitsu,なんでもないよ、,Japan,5W7Y92LB4jWvu9NeEQ0GZl
89,Omoinotake,幾億光年,Japan,5Ak1F5nGzM4KRhE0H1Q3CP
90,King Gnu,白日,Japan,172fMG26G2OoEzzg0wn26r
91,Mr.Children,HANABI,Japan,77lmDcPPyY6kK907gdgC6i
92,RADWIMPS,Seikai,Japan,6vg9UGXRVL4YKNVqVMmOKF
93,RADWIMPS,me me she,Japan,0BYa5V0RyOYthDeCMUBJQZ
94,CHANMINA,B-list,Japan,0mBPNrXQjNv3NfzqrljAZZ
95,"Disney, Shakira",Zoo,Japan,3vJIaiTIHxHhYafTSPNiH4
96,King Gnu,SPECIALZ,Japan,5oQpH1uuZte4axR411rIlN
97,BLACKPINK,GO,Japan,3FZPp9lBUvhsxFxKJi3VkB
98,GReeeeN,キセキ,Japan,7ztdl6cnbJgHRdMkKldkts
99,Vaundy,Tokimeki,Japan,3e0Td8QexmD5l3DJzXbbcC
100,sakanaction,新宝島,Japan,4a48lWUd64bZgHUDx0GZlj
101,SPITZ,ロビンソン,Japan,0sVnyL71jTOuMt9TZ59bws
102,Kenshi Yonezu,さよーならまたいつか！- Sayonara,Japan,5pN2AyWwjzwRoI7gukEVNd
103,Novelbright,ツキミソウ,Japan,6sElEqOIGENWjpxGFeo5ct
104,back number,クリスマスソング,Japan,5P8ZvBQoCrujjNcLAxO3Su
105,Vaundy,Fukakoryoku,Japan,6AncLCxf4U7ivJEaqih9zA
106,Fujii Kaze,Tabiji,Japan,7uSLJCDetmdm3tQcoYLyty
107,Kenshi Yonezu,Lemon,Japan,04TshWXkhV1qkqHzf31Hn6
108,natori,プロポーズ,Japan,2BcQfb9SfauDQdeXHTfLsT
109,Aimyon,Naked Heart,Japan,4Jv7U0JJpbQnOrjtDwDZTZ
110,Mr.Children,Again,Japan,242tGHok7sRTVjCaTS0FoH
111,Lilas,パズル,Japan,2vdoeTuRLpYeyo3JZC9yzR
112,Jimin,Be Mine,Japan,3LWVXp636uLT356Rj08Jaz
113,Yorushika,春泥棒,Japan,1rr2DJOxV0sHXeUXCAz1yf
114,Yorushika,ただ君に晴れ,Japan,3wJHCry960drNlAUGrJLmz
115,Ed Sheeran,Shape of You,Japan,7qiZfU4dY1lWllzX7mPBI3
116,Fujii Kaze,Garden,Japan,5U4PgFWzfzY7VEg9Ck4ziF
117,Hikaru Utada,First Love,Japan,39HrUxcvKF3jtLz7fUDWXc
118,tuki.,晩餐歌 - Bansanka,Japan,075HUD50Nuea3rNaABIsNZ
119,OFFICIAL HIGE DANDISM,Subtitle,Japan,5ZkHkXPHrIM8K5twCe78i9
120,Mrs. GREEN APPLE,Magic,Japan,170XOP1T4MvY9TLTgPw07D
121,PornoGraffitti,アゲハ蝶,Japan,3blWd9ZEt4VSY5udhugpRs
122,OFFICIAL HIGE DANDISM,Rashisa,Japan,2TRxremVZ0t2JVu5OFxbiA
123,OFFICIAL HIGE DANDISM,I Love...,Japan,5wWLNNwMAehpj83FU4Lz0m
124,SG,"Us, again",Japan,6II2hXGYMd9cTZWshcPUf8
125,OFFICIAL HIGE DANDISM,115 million kilometer film,Japan,278JqkBGkjDovOYAwE8TW7
126,Aimyon,Harunohi,Japan,1oNeSCt0CMekCyyLo06kFs
127,Yorushika,茜,Japan,2TSJ1d6cLgHqrrCIRN3bn2
128,Novelbright,愛とか恋とか,Japan,1VHL1PIkhDwWbFc65xHwOr
129,BLACKPINK,JUMP,Japan,5H1sKFMzDeMtXwND3V6hRY
130,Yuuri,ベテルギウス,Japan,4JK1kDUdH9RTBQrrSO1QfR
131,OFFICIAL HIGE DANDISM,Make Me Wonder,Japan,1sgW7loPL1qtWOPimvm7X5
132,HANA,Tiger – HANA with HONEYs Ver.,Japan,3TJSJtYzjxRaDi0ULwwyTt
133,Vaundy,踊り子,Japan,1YXot2MLAG9sttepCtBRM7
134,SUDA MASAKI,さよならエレジー,Japan,3oYD2O31b05fILFpv0AXRI
135,Kenshi Yonezu,KICK BACK,Japan,7oYCBKvdjrqp5vDbhDBuac
136,CANDY TUNE,BAIBAI FIGHT!,Japan,4oiJ7VynczppKs3oRObXSG
137,Kenshi Yonezu,感電,Japan,6H0PLsSYMzDOqhLgyOlzIj
138,Macaroni Empitsu,ブルーベリー・ナイツ,Japan,2UdvMWk0Z83lMJPbawy2Sm
139,KiiiKiii,404 (New Era),Japan,24rDDbSlFY9OHrlJb48CRh
140,HIRAIDAI,"Stand by me, Stand by you.",Japan,7DyS11kB1YNrfDzQqtjmTh
141,Takaya Kawasaki,ぬくもり,Japan,105cC947hT8ToEXt5ZN6qz
142,Vaundy,花占い,Japan,4ETc1oFREuqQss7VQ1Y4mj
143,IVE,BLACKHOLE,Japan,2ytQFMxdreEFPPZTtyDdqM
144,Fujii Kaze,Michi Teyu Ku (Overflowing),Japan,5glPFBAuA1C85tBcVWVzvO
145,Mrs. GREEN APPLE,ロマンチシズム,Japan,0JcI7OdALbpSFkyKoufRYs
146,Saucy Dog,Itsuka,Japan,5gjAdhfzftzFR7sriEYUCt
147,GReeeeN,愛唄,Japan,7iXHLtPosbHvglVSJ4rxLq
148,CHANMINA,花火,Japan,4rtJHOlUnGem3BQCVWfrjD
149,"CHANMINA, No No Girls FINALISTS",SAD SONG - From THE FIRST TAKE,Japan,3ySFBoxNHK3YgU1D9AyMl3
150,"ryo (supercell), Kaguya(cv.Yuko Natsuyoshi), Yachiyo Runami(cv.Saori Hayami)",World is Mine - Kaguya&Yachiyo Runami ver. - CPK! Remix,Japan,1qaQyHIAzk6vAMEhACi0tH
151,Fujii Kaze,Hana,Japan,5RIQU2JDuXC4NkLiHNNMon
152,Tani Yuuki,W / X / Y,Japan,4IfrM44LofE9bSs6TDZS49
153,Vaundy,napori,Japan,7hDX39mc6Uf6zp8RXYUQ6d
154,GReeeeN,遥か,Japan,4wBFubvNAwVox8q4SYXHqU
155,Saucy Dog,Cinderella Boy,Japan,4ZIr1NSxVihtHcD6EnG65f
156,back number,アイラブユー,Japan,34ayWAUrQcrjlKZOJAzqke
157,back number,日曜日,Japan,1LDxe7AgJ7DRYdV012EmyR
158,Macaroni Empitsu,ミスター・ブルースカイ,Japan,6glcoO077gTGhgdVI9X5wA
159,Aimyon,Let the Night,Japan,6kKvmT4i0Dercz6f3kftg3
160,Hikaru Utada,花束を君に,Japan,31yv1hR9gw1WSEmtqsaZbD
161,"neguse., 汐れいら",織姫とBABY,Japan,2RMBCQdXkfFArpX3NIuuNm
162,Koji Tamaki,ファンファーレ,Japan,29nEadzf4CqeLYzcf44zub
163,ARASHI,Love So Sweet,Japan,5I6JLJqnZICLvPebTj2YCm
164,MONGOL800,小さな恋のうた,Japan,23atyJacJVHvB9RHBNhr35
165,Kenshi Yonezu,1991,Japan,3voShTcaRtbYVSPGuCLAzw
166,back number,新しい恋人達に,Japan,5LclntckGFFGFUVGJk9Z4x
167,Snow Man,STARS,Japan,7oS96qmtYu3AdEX29HNAKf
168,Number_i,未確認領域,Japan,7ibCDEx4MOX9zG8IS7gGDE
169,SPITZ,空も飛べるはず,Japan,3P2aSkjcbUYbcYr13EFE8n
170,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),Japan,2HRgqmZQC0MC7GeNuDIXHN
