artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required
"Nanpa Básico, Beéle",Hasta Aquí Llegué,0Qe2g06yzLBuuSvVmFiweP,es,,1691,False
"CARABIN3, SVNTI",MUSA,0QuHK1VvIZ1Kt2GfqRrdVo,es,,1794,False
Dhruv,double take,0QzuaeCEEOV40Pn7IvKEny,en,,1543,False
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,en,,987,False
Lenin Ramírez,Todo Lo Fue,0Sa8aRfGckW0qUGLrBwoBG,es,,1279,False
"Blessd, Hades66, Blackinny, Young Fatty",MAS QUE AMIGOS,0sOrHE0vkEhrmWZnhqjP36,es,,3708,False
Bruno Mars,Nothing Left,0Sq6JK9kyC4MQa3KrJj5CB,en,,1341,False
"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,0Sr7ssScx54yxdM2ols7nW,es,,2540,False
SPITZ,ロビンソン,0sVnyL71jTOuMt9TZ59bws,ja,,392,False
GeezyDee,El Peor Hombre Del Mundo,0TBFzXKWtoF7Lwh0LKFt8f,es,,2703,False
Mrs. GREEN APPLE,ケセラセラ,0teqQ0PYqVDyyXJuPOyMhu,ja,,793,False
sombr,undressed,0TFTAtCYhp2tQ9KcJIZb55,en,,1391,False
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,en,,1542,False
Twenty One Pilots,Drag Path,0TlcczkVTGpinpkGJpT81L,en,,1059,False
Mrs. GREEN APPLE,僕のこと,0tnhoHUrHfcLi9hPknUFZ4,ja,,639,False
"Luis Silva, Yeison Jimenez",Como No Voy a Decirlo,0ToktqlTchGYvCRHUCWnG5,es,,1420,False
La T y La M,Como Se Siente,0tQDrJxQcB5zKGrHx43xUj,en,,3715,False
Arde Bogotá,La Salvación,0txzIz1WcoAn6m07xypcD5,es,,1191,False
"Luck Ra, La K'onga, Ke Personajes",Ya No Vuelvas (Versión Cuarteto),0u6JsFiEEXb6kaF0oqyeFi,es,,1753,False
"Tincho & Javi, Max Carra",Loco Enamorado I Varieté #4,0UaxhDrvCVcCWCqYQUeeFF,unknown,,0,False
Taylor Swift,Style,0ug5NqcwcFR2xrfTkc7k8e,en,,1950,False
Rihanna,Kiss It Better,0UHB9METy4VCXNgkcGqHqS,en,,2420,False
Quevedo,Columbia,0uqt3MShCD4uYCIRNm6d4o,es,,2260,False
Lil Uzi Vert,20 Min,0uxSUdBrJy9Un0EYoBowng,en,,4212,False
AI,Story,0V2axJ946WH1vt9t5SGMLV,ja,,522,False
M!LK,Sukisugite METSU!,0vDqNzQqEhl7boeRS3Joli,ja,,742,False
Mrs. GREEN APPLE,lulu.,0vE1WglBbhmd5wDO49lcih,ja,,1344,False
[Alexandros],ワタリドリ,0ve9Tpz8Yw0I4eXhWsy21o,ja,,693,False
The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,en,,1309,False
Zion & Lennox,La player (Bandolera),0VKkyBKCXyR99navhVRqcP,es,,3039,False
"KHEA, Duki, Cazzu, Omar Varela, MYKKA",Loca,0vnrhysrKKRdNYFKLAGzRc,es,,3809,False
Da-iCE,I wonder,0voOaunLYYqPHrsgXbFVlW,ja,,448,False
Khalil Fong,特別的人,0VTzUEuHYD8s7CgQ15cDPo,zh,,519,False
Hearts2Hearts,RUDE!,0WA27lZzPKFJKAbiDRmQDc,ko,,1908,False
Chappell Roan,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,en,,2320,False
GRECAS,Bad Voy,0WIVpc0hKNxjHkl9xNxw6P,es,,1691,False
back number,オールドファッション,0Xn30nT5EKFPsWvpiJ2Iav,ja,,552,False
BellyJay,MONTAGEM HIKARI,0XqgE9UN4MCo5ooIwUYm7l,en,,736,False
Morgan Wallen,20 Cigarettes,0YsIYFRoxkmEvbKCwTp0Tg,en,,1179,False
Intoxicados,Nunca quise,0ZAJ660VP57lLK4U7NlGOy,es,,1420,False
"Bryant Myers, Dei V, SAIKO",Duro Ma,0Ze1qv8LIgg5Y7Bu4jzXIo,es,,3074,False
Babasonicos,En Privado,0ZyNiSXRbq68lmBjV0vJkR,es,,1390,False
Takaya Kawasaki,ぬくもり,105cC947hT8ToEXt5ZN6qz,unknown,,0,False
"Blessd, Anuel AA, Kris R., Young Fatty, CARABIN3, GeezyDee, TURY","BUENOS DIAS (feat. Tury, GeezyDee, CARABIN3)",10B0cONtHL7b8hdMRE2Du6,es,,4388,False
"La La Love You, Samuraï",El Principio de algo,10KB4HkYIpNOd0QhyohMre,es,,1710,False
"8belial, yyy891, JOHNNYFUU",YSL,10lwU4asYs565RmEkPWHn5,es,,3545,False
Jay Chou,青花瓷,10VuSw48iPN2UK2xX9Y6P0,zh,,474,False
"Peso Pluma, Tito Double P",daño,136BeIIoBGrrU9fI1jbcDR,es,,1040,False
"W Sound, Blessd, Ovy On The Drums",Soltera - W Sound 01,13BDiikG6y5o5cQTK0HpW6,en,,1538,False
David Tao,愛我還是他,13bw75oRjvxMv9VGIeM32i,unknown,,0,False
Nadhif Basalamah,kota ini tak sama tanpamu,13CwOTXUgBugeBByE9oIWb,id,,1060,False
Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,14rcLGX83RpsORAIzC4U4g,es,,618,False
OFFICIAL HIGE DANDISM,Pretender,15HNdxGKNCIO9pgaY4n7FU,ja,,730,False
Bruno Mars,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,en,,1114,False
Mrs. GREEN APPLE,Magic,170XOP1T4MvY9TLTgPw07D,ja,,781,False
King Gnu,白日,172fMG26G2OoEzzg0wn26r,ja,,342,False
Teddy Swims,Lose Control,17phhZDn6oGtzMe56NuWvj,en,,1459,False
"Callejero Fino, La T y La M",Te invito a bailar,17vFIehhv8hKSXYn5Ce4Pk,es,,1535,False
TWICE,THIS IS FOR,18AMT576rBlQFMzUTS7WBa,en,,2242,False
"Mora, De La Rose",AURORA,18m5dJOPB2geFwOymXNaWg,es,,1888,False
Cristina Lora,2 PUÑALAITAS (de Andalucía),19FOoq7R0ULz8bamEpOprK,es,,1241,False
Hozier,Too Sweet,19XpFsce28aByvCC4g89tJ,en,,1563,False
Fuerza Regida,ANSIEDAD,1a7onn7lPqqRWul5ogyMyX,es,,734,False
ILLIT,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ko,,1694,False
"Patrick Brasca, 陳華",你沒等我去的舊金山,1aNVW0fujBVx7JTorTO1jn,unknown,,0,False
"Ke Personajes, Onda Sabanera",Pobre Corazón - En Vivo,1AX4aybSRyXHWrjg27wTFE,unknown,,0,False
F.I.R.,月牙灣,1b5IRT3iraxjHOsKZx93sW,zh,,454,False
"Blessd, Kris R., Young Fatty, TURY, CARABIN3, GeezyDee","MIU MIU (feat. GeezyDee, CARABIN3)",1btsXTZnL2wVSW8oDWvjMM,es,,5275,False
Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,1buwr89mlvxbaqArqmvCYS,es,,328,False
Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,en,,2285,False
Beéle,si te pillara,1C7NXX8UJ6pgNx8EkmyZDd,es,,2067,False
CHANMINA,TEST ME,1chmVQLbEPT5890S0X55pe,ja,,671,False
"Mora, C. Tangana",DROGA,1cmfXbOvNJt7iDrnJy5BRE,es,,2299,False
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,1CPZ5BxNNd0n0nF4Orb9JS,ko,,1643,False
"SAIKO, Omar Courtz",LOKENECESITAS,1cQx85WypWumn7ZQjUxWQi,es,,2256,False
"Maria Becerra, Rei, XROSS",MI AMOR,1CSdu8EHZzV0DjYB6RNXbX,es,,2153,False
"JC Reyes, De La Rose, MC Menor JP",NINFO,1CTTIrl42flqn1WYUoxl0H,es,,2216,False
"Alexis y Fido, Arcángel, De La Ghetto",Camuflaje (Remix),1dAQ93kw8Sy9n4JCz2G9Nf,es,,4440,False
Tate McRae,TIT FOR TAT,1dByUyyoRKL99fJJ6VCQzb,en,,2759,False
KANA-BOON,シルエット,1di1C0QI6Y92yZPYn6XYAZ,ja,,487,False
"Coolio, L.V.",Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,en,,2674,False
"JC Reyes, Dei V",FLIPA,1dnKyTHMBWzbYZ2LDXBefu,es,,2411,False
Plan B,Fanatica Sensual,1DrDfpOx4P4LMxFhtOmeyD,es,,2370,False
"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,1DwscornXpj8fmOmYVlqZt,en,,2418,False
M!LK,Bakuretsu Aishiteru,1F1hibBCtNeObRMmEMLHNh,ja,,648,False
Lana Del Rey,Summertime Sadness,1FEiijYPJtyswChfcpv3p0,en,,1774,False
SPITZ,美しい鰭,1H3qOzheTPhE7aVvJOWfvA,ja,,386,False
Airbag,Pensamientos,1H7ktqkQx1PIuPfNtqvaBs,es,,971,False
The Red Clay Strays,Wondering Why,1HbzxLqpNVPdiBXvpC7Ovb,en,,1314,False
Beéle,no tiene sentido,1HEwEN64NjgTaHmo7LfkX8,es,,1663,False
Beéle,frente al mar,1i1n7hUzCDkXGFqIJSSzom,es,,1467,False
Maluma,El Perdedor,1iEwyiSLAunPR6uouANE0O,es,,2743,False
"DobleP, Peipper, Locura Mix, VERNAZ",PUTERÍ4,1IgrATr9zMmRjtFVFY6O7s,fr,,103103,False
SPITZ,チェリー,1ihCiJaXRl4f6Sy4LJov5z,ja,,452,False
Bad Bunny,Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,es,,2764,False
EggPlantEgg,浪流連,1IS0WFyiVpwsATeSzjEvpI,zh,,223,False
Luis Alberto Posada,Mal Amor,1j4XwpoLvqdkWllikDu7Rm,es,,788,False
"阿涵, Ayo97",感谢你曾来过,1JLtvvPsHwLyd2ufASdkWV,unknown,,0,False
Rihanna,Don't Stop The Music,1Jo0Zg7XlrA6z0mFTZVdkn,en,,3708,False
The Police,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,en,,1977,False
Grupo Niche,Algo Que Se Quede,1JXcB149QtbcIpDUA6YZOB,es,,2013,False
SixTONES,一秒,1jzBL9oiCg4qaZbazOxBQ8,ja,,681,False
ILLIT,NOT CUTE ANYMORE,1k0JAiH11gHL9dc5dfQjQr,ko,,621,False
"Delaossa, Quevedo, Bigla The Kid",Still Luvin,1k4Iyemx6P5fba7RRcHmeb,es,,3042,False
"Emilia, TINI, Nicki Nicole",blackout 🧊,1KaXG7dVdwMH3gCtiAU39t,es,,1995,False
TLC,No Scrubs,1KGi9sZVMeszgZOWivFpxs,en,,2814,False
"Blessd, Ovy On The Drums",AMISTA,1kJyDcBrZ7rSKnFtKc82vm,es,,2097,False
JENNIE,Mantra,1kUyOJb3fzUo8r0OCz5SQk,en,,2360,False
ROSÉ,number one girl,1lcBt7LoEikqYmhUoa2cez,en,,1790,False
back number,日曜日,1LDxe7AgJ7DRYdV012EmyR,ja,,405,False
"Anuel AA, Haze",Amanece,1LiN0Z98FkR1t0m8KmLcAH,es,,2358,False
Yeison Jimenez,Tu Mal Sabor,1LNLFgc99bgCWPAaJ9zUQi,es,,1439,False
Mazzy Star,Fade Into You,1LzNfuep1bnAUR9skqdHCK,en,,753,False
Ozuna,Se Preparó,1m69ELEgE6k5ZWsap40ozt,es,,2129,False
Coldplay,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,en,,1884,False
Airbag,Cae el Sol,1Mqfdem6pgGVoULjSkkcc9,es,,1335,False
BABYMONSTER,DRIP,1MUZitHRpmng5NevrvNx4T,ko,,2125,False
Bruno Mars,Dance With Me,1myZ6GQewhAzMH2dKtKSWK,en,,1621,False
"Yeison Jimenez, Pasabordo",Hasta La Madre,1nDvFYTsaQwxt5CTk7LJ5E,es,,1578,False
Bestards,離開的一路上,1NoDTQhJsrd5rnpb6PQthK,zh,,465,False
Tame Impala,Dracula,1NXbNEAcPvY5G1xvfN57aA,en,,2092,False
"Yan Block, Panda Black",444,1o4xkdBe0RjSf2u6VXi4OI,es,,2213,False
Cigarettes After Sex,Apocalypse,1oAwsWBovWRIp7qLMGPIet,en,,1219,False
AiNA THE END,革命道中 - On The Way,1oFqKeepmT5S8BCGqJl7Ar,es,,1682,False
Omar Courtz,VAMOaCOCHI,1oghNMGW42IhtQPNU6leZz,es,,2517,False
Luister La Voz,Amarte más no pude - En vivo,1OHj2WRXOR9XdCV6PuptXv,es,,7256,False
Aimyon,Harunohi,1oNeSCt0CMekCyyLo06kFs,en,,2023,False
Riley Green,Worst Way,1osfLqL6L2iQsirRf83ded,en,,1494,False
"Lucho RK, La Pantera",TOCATE SOLA,1ouj0AkMXny8V1su2tuoci,es,,1972,False
Andrés Calamaro,Flaca,1p7m9H4H8s0Y7SgRm7j3ED,es,,917,False
Jay Chou,楓,1pALOIA4ytESmhl7Fxjdic,gd,,1565,False
Arcángel,Pa' Que La Pases Bien,1pLCpA1RN8avJxSD3ZCwhj,es,,2677,False
"Fuerza Regida, Grupo Frontera",COQUETA,1PREzVLuDT6PSE9sej4wnV,es,,2395,False
"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),1Q7EgiMOuwDcB0PJC6AzON,ja,,697,False
"ryo (supercell), Kaguya(cv.Yuko Natsuyoshi), Yachiyo Runami(cv.Saori Hayami)",World is Mine - Kaguya&Yachiyo Runami ver. - CPK! Remix,1qaQyHIAzk6vAMEhACi0tH,unknown,,0,False
Olivia Dean,Man I Need,1qbmS6ep2hbBRaEZFpn7BX,en,,1779,False
The Cure,Boys Don't Cry,1QFh8OH1e78dGd3VyJZCAC,en,,985,False
Zara Larsson,Midnight Sun,1qRV1dKLOfH1s00b9J2LUQ,en,,1410,False
Lady Gaga,Poker Face,1QV6tiMFM6fSOKOGLMHYYg,en,,2690,False
La T y La M,Un Montón de Estrellas - En Vivo Gran Rex,1R3ubqAHKHE6f64Hz37q8h,unknown,,0,False
Gustavo Cerati,Adiós,1rh4kDY9T4fHVDum8Foi5k,es,,714,False
Zara Larsson,Lush Life,1rIKgCH4H52lrvDcz50hS8,en,,2228,False
Yorushika,春泥棒,1rr2DJOxV0sHXeUXCAz1yf,de,,1378,False
OFFICIAL HIGE DANDISM,Make Me Wonder,1sgW7loPL1qtWOPimvm7X5,ja,,1392,False
"Mrs. GREEN APPLE, Sonoko Inoue",点描の唄,1sIIlVrnPhrvmTrHtzM7tV,ja,,476,False
Eric Chou,想念你想我,1sl9O7VLwGwdw4iXqnkbDP,zh,,431,False
aespa,Rich Man,1sUjTLLCJzcxC15GUBrOlg,en,,2794,False
Bruno Mars,God Was Showing Off,1sVBT215CDmVJvfy1E2OCU,en,,2101,False
icyball 冰球樂團,不在乎,1t2mpO9GpLjRHDDX6SFWRn,unknown,,0,False
"PEPU, Pizzu",TENGO UN FEELING,1toIsvoqn3HCpdetMXk2sJ,es,,1891,False
BABYMONSTER,WE GO UP,1tonXoW6dcb7GGNpec3PTl,en,,2867,False
"Luck Ra, Abel Pintos",QUE ME FALTE TODO,1TyBUtMxdmRfXhW3MmbxtQ,es,,1318,False
Omar Courtz,KOKO,1tz7RZirwiuaJw2p0jbdHb,es,,2153,False
ONE OK ROCK,Wherever you are,1TZjEATJpF5LaVL7oJHDMn,en,,1073,False
Taylor Swift,Blank Space,1u8c2t2Cy7UBoG4ArRcF5g,en,,2624,False
Prince,Purple Rain,1uvyZBs4IZYRebHIB1747m,en,,1105,False
"Eflexx, D.Valentino, Enry-K",Tititi,1V6EjrslcQOQrKgjrUvgi1,es,,2110,False
Estopa,Como Camarón,1VB4sadHjFcFklHcZuoROi,es,,2293,False
en王翊恩,嚣张,1vfUASvUGt3gxQ1x3T3u1C,unknown,,0,False
Novelbright,愛とか恋とか,1VHL1PIkhDwWbFc65xHwOr,ja,,596,False
Whiskey Myers,Broken Window Serenade,1VOSSXuWRcBj2rpfxNdX9v,en,,1563,False
DesaKTa2,No Se Ve / Chingon,1wDZFWLswOdkP3PBOWiSwI,es,,2479,False
back number,僕は君の事が好きだけど君は僕を別に好きじゃないみたい,1WutVejYvP7220sofj3xId,ja,,604,False
"Maroon 5, Wiz Khalifa",Payphone,1XGmzt0PVuFgQYYnV2It7A,en,,2752,False
KATSEYE,Gabriela,1xOqGUkyxGQRdCvGpvWKmL,en,,1949,False
"Yeison Jimenez, Chayín Rubio",El Mejor - Remix,1xRRW5ZrL7I9EG8CGZrXHE,unknown,,0,False
"Maluma, Yeison Jimenez",Con el Corazón,1xTWu5aArww0QtXqX2ScBI,es,,1553,False
LBI利比,Jumping Machine (跳楼机),1XZE0InCx3SdCnLpVsPpZl,zh,,623,False
"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,1YAWMfsmduIrpqrjP45pFn,es,,3125,False
La T y La M,El Doctorado,1yg1tWFaYajN4b7vsKtYRE,es,,4271,False
De La Rose,Yo te conozco :):,1yG1za0O6OK6sKa79xGtsA,es,,1158,False
back number,幸せ,1YVuXOCjN1GkGYqZ8RCcF3,ja,,682,False
Vaundy,踊り子,1YXot2MLAG9sttepCtBRM7,ja,,909,False
"Rauw Alejandro, Romeo Santos",Khé?,1YYfyJ2yCvGFCxwjsIqEK9,es,,2110,False
ROSÉ,toxic till the end,1z5ebC9238uGoBgzYyvGpQ,en,,1764,False
Silence Wang,像晴天像雨天（电视剧《难哄》心动曲）,1zFuSla4RQ5qAJwDIQYixW,unknown,,0,False
La T y La M,No Se Va,1Zh6HllrXT0Khrwk2j3TrZ,es,,61710,False
"Drake, Wizkid, Kyla",One Dance,1zi7xx7UVEFkmKfv06H8x0,tr,,2407,False
Hudson Westbrook,House Again,1zM8S2pnIclcdTmrfFnWtX,en,,1522,False
"Rihanna, Calvin Harris",We Found Love,1zv3WFUbZ5vPxFq9I2jAU1,en,,1071,False
HANA,Tiger,20VZXnRzvcS0qVMOThjjmM,ja,,1153,False
Gigi Perez,Sailor Song,21IYMdzTrzSe191Cy5eMap,en,,1514,False
Yiyo Sarante,Corazon de Acero,21nc3O8OncUv1jjSrC1ML2,es,,1323,False
Clarent,LOVE,21syhl9aagHDATZqFHkfjD,es,,2233,False
yangskinny,Setsugekka,21UVLrJ0yuJ6CGeElXMG0C,unknown,,0,False
Mrs. GREEN APPLE,ライラック,21VsLvoE7elUmJZLSawaMh,ja,,800,False
"Top Barry, INDEcompany",一半一半,21x0N6lu6D9kO8rVtTU3mH,zh,,966,False
HY,366日,22aZD7yaGYfhgCYazL4nbc,ja,,479,False
"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,tr,,3814,False
TOTO,Africa,2374M0fQpWi3dLnB54qaLX,en,,1491,False
MONGOL800,小さな恋のうた,23atyJacJVHvB9RHBNhr35,ja,,541,False
Airbag,Cicatrices,23FJGRug9hlYUIBnrmkIBX,es,,760,False
Evangeline Wong,離開我的依賴,23WLgtD54AeluEPRr5muHo,unknown,,0,False
Mr.Children,Again,242tGHok7sRTVjCaTS0FoH,unknown,,0,False
KiiiKiii,404 (New Era),24rDDbSlFY9OHrlJb48CRh,ko,,1730,False
Fito y Fitipaldis,Por la boca vive el pez,24UStI5AYA7g5ufFDh3LH0,es,,1355,False
Eason Chan,十年,25pWemriUQVrZ3yIiS2IBf,zh,,368,False
"J Balvin, Bad Bunny",QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,es,,2321,False
OFFICIAL HIGE DANDISM,115 million kilometer film,278JqkBGkjDovOYAwE8TW7,ja,,813,False
Jin,Don’t Say You Love Me,27xkOIER6uDLKALIelHylZ,en,,1414,False
Aventura,El Perdedor,27ze5t5tIDPlVits0KRbxT,es,,1651,False
"Kris R., Blessd",Las Piponas (Remix),281YJmnThveWjsWVic9Ym6,es,,4217,False
David Pabon,Aquel Viejo Motel,286NP8kXWzx2uHb5tr7TGv,es,,2011,False
Justin Bieber,YUKON,29iva9idM6rFCPUlu7Rhxl,en,,1687,False
Koji Tamaki,ファンファーレ,29nEadzf4CqeLYzcf44zub,ja,,254,False
"Don Omar, Lucenzo",Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,es,,2552,False
Ella Langley,weren't for the wind,2A22iI0x4EYAVXNpKPhNEM,en,,1685,False
HANA,My Body,2AdYT7oPiAASC46qF43dia,en,,1745,False
"Romeo Santos, Prince Royce",Lokita Por Mí,2aG4AXf3TUtlmk4s9BLYDi,es,,1992,False
keshi,Soft Spot,2aL4lMGhWdPpyPL6COPou7,en,,1466,False
"Blessd, Kris R.",POLOS OPUESTOS REMIX - BLESSD VERSION,2ALQyXMC26Vew7JX7ert9M,es,,3730,False
Pablo Chill-E,Resentia,2ANtIUI9cipWNI685VdlZb,es,,2300,False
natori,プロポーズ,2BcQfb9SfauDQdeXHTfLsT,ja,,742,False
"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,2beS6dD5rovBxSA1zYoSHR,en,,4934,False
CHANMINA,ハレンチ,2BfzhBl79bcPOHHXAXJkTY,en,,1230,False
Aventura,Dile al Amor,2Bhmj4XK33InfhqKPxcJ1v,es,,1647,False
クレイジーウォウウォ！！,Tontsukatantan,2bonDeesq7NsHnfeMNDhZv,ja,,1392,False
Arcángel,Por Amar A Ciegas,2BrfJdTXohQRtWBKsBTIp0,es,,1602,False
"Blessd, Ovy On The Drums",Mírame,2btNsI4OvcVl7SAHQQDHFB,es,,1733,False
Mora,DETRÁS DE TU ALMA,2BvPMS2XWfnCpHHvWeOyeC,es,,1626,False
Sabrina Carpenter,Manchild,2BwO5K8Q7EPAJSGze3AAh9,en,,1630,False
IVE,XOXZ,2c6xH9usslUoHnOzsRhpcP,ko,,1605,False
"Kendrick Lamar, SZA",luther (with sza),2CGNAOSuO1MEFCbBRgUzjd,unknown,,0,False
ARASHI,Five,2cIqVZFyBH8h5dnrzBvtre,en,,1095,False
Aimyon,Marigold,2cKiHG16JBiqHdi7Llq0r7,ja,,600,False
"Feid, ICON",FERXXO 151,2Cl4HCBmPddQNZEncdoXp0,es,,1463,False
Mrs. GREEN APPLE,breakfast,2Co1E8jcju2tCgPZIqxkTr,ja,,720,False
Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,en,,3010,False
A-Lin,給我一個理由忘記,2DcmVSLAg0ZzfOQxDshZHY,unknown,,0,False
"Alleh, Yorghaki",capaz (merengueton),2dd3G3ZqEcG2cNS1tp3oEk,es,,2241,False
Sam Lee,手放開,2Dd9EXYXI2NNrLG61OtWQv,zh,,261,False
Chayanne,Bailando Bachata,2dK99lWPkBVwNen6gK1AtI,es,,1229,False
IVE,Odd (GAEUL Solo),2dl3pNKU8pr0fcI4XrKcGF,unknown,,0,False
"Yeison Jimenez, Luis Alfonso",Destino Final,2E4TYekUduml1DWIqQWNcj,es,,1355,False
Rihanna,Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,en,,1978,False
HANA,Bloom,2ezkOPL49H0ZrQYM6y328n,ja,,912,False
Cazzu,Con Otra,2F6PBqz7aPA7K309aFKMHt,es,,1385,False
Zhang Zhen Yue,愛我別走,2fc2vUA5H3mTAr9rQoBDKt,zh,,2229,False
Radiohead,Let Down,2fuYa3Lx06QQJAm0MjztKr,en,,1047,False
"Nelly Furtado, Timbaland",Promiscuous,2gam98EZKrF9XuOkU13ApN,de,,3678,False
Don Toliver,Tiramisu,2GHKo6nrSjruvBEQbzD7Fw,en,,1375,False
Eric Chou,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,2gug6MRv4xQFYi9LA3PJCS,unknown,,0,False
SIENNA SPIRO,Die On This Hill,2gYTC8DsplN3RNdpdBcCOQ,en,,1218,False
"Kendrick Lamar, Jay Rock",Money Trees,2HbKqm4o0w5wEeEFXm2sD4,fr,,5419,False
Los Hijos De Puerto Rico,Separados,2HbmLkHkkI15eES8kpWRuI,es,,1455,False
Sublime,Santeria,2hnMS47jN0etwvFPzYk11f,en,,1248,False
"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,ru,,3074,False
Sabrina Carpenter,Espresso,2HRqTpkrJO5ggZyyK6NPWz,en,,2070,False
"DENNIS, Luísa Sonza, Emilia",MOTINHA 2.0 (Mete Marcha) - Remix,2iDDnYmaz1HhedjI91fbmp,es,,1378,False
G.E.M.,泡沫,2IfSPLPDW6RGosdB5huwAA,it,,1177,False
back number,高嶺の花子さん,2jdbZGFp8KVTuk0YxDNL4l,ja,,603,False
Babasonicos,El Loco,2jEjxOyKqMpkcThWl697hf,es,,844,False
A-Mei Chang,如果你也聽說,2JH8WubSk2IWYUDBUguSQv,unknown,,0,False
"J Balvin, Bad Bunny",Si Tu Novio Te Deja Sola,2joKSGkqac0LIwYG9Ghrwq,es,,2429,False
DIOR 大穎,人的這一生,2Jox8DFhnUpJZJWLsVAsAR,unknown,,0,False
Viejas Locas,Me Gustas Mucho,2kB1rqoTaZ3j6ChtIWGurm,es,,660,False
"Quevedo, Aitana",GRAN VÍA,2kQ1OvmMzs1xdlH020aJJh,es,,2590,False
Jung Kook,Standing Next to You,2KslE17cAJNHTsI2MI0jb2,en,,1675,False
"Ryan Castro, Blaiz Fayah, Tribal Kush",BOMBASTIK<3,2Kx9AfJPaJib9DwAdDYdB9,es,,2198,False
Creedence Clearwater Revival,Have You Ever Seen The Rain,2LawezPeJhN4AWuSB0GtAU,en,,734,False
Felix Record,Cuentame,2lg4MDfkK2ya3dEAFu6Wh8,es,,1731,False
"El Americano 4KT, Tony Monta",WELCOME,2lGGv17kLfOrdVzNFzuQWM,es,,2950,False
Daniel Caesar,Always,2LlOeW5rVcvl3QcPNPcDus,en,,1237,False
Bad Bunny,BAILE INoLVIDABLE,2lTm559tuIvatlT1u0JYG2,es,,2162,False
Brooks & Dunn,Neon Moon,2M38X60UJnupGPbFTkVPNQ,en,,1480,False
Lana Del Rey,Cinnamon Girl,2mdEsXPu8ZmkHRRtAdC09e,en,,1564,False
"Bryant Myers, Anuel AA, Anonimus, Almighty",Esclava - Remix,2Mgur7BKnpr7OG3izSNFTA,es,,4116,False
"SAIKO, SINAKA, Kennat, Benja Valencia",FLAITEERA,2mh6vP7zo6mDXXKLnpHLPt,es,,3474,False
Joji,Glimpse of Us,2mlNgAeIBnL78ZriXgrRHz,en,,1353,False
V,Love Me Again,2N0SPREDYqILVEFSsWF5N5,ko,,1019,False
Willie Colón,Oh Qué Será?,2n1MTLCis6qPSDKdr5XSDI,es,,3178,False
"LE SSERAFIM, j-hope",SPAGHETTI,2N9miXnewVmUrgl6JSK1FI,en,,2429,False
Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,en,,1493,False
"Luck Ra, Karina, RAMKY EN LOS CONTROLES",LADRON,2NMctdE1VuUUc4VctEqamB,es,,1140,False
Lana Del Rey,Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,en,,1539,False
Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,es,,1791,False
Los Delinqüentes,El aire de la calle,2PaETSKl3w3IdtLIbDnQXJ,es,,1517,False
"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,2pbSCYzxrG0wa6qcj8IyiE,unknown,,0,False
HANA,NON STOP,2q910scaHhg6GmqnUKOGHU,ja,,2384,False
Jose Luis Carrascal,Como Duele El Frio,2QcUxndr7skMMHLElnl4Bo,es,,1851,False
"Mac Miller, Empire Of The Sun",The Spins,2QGVKiAGTa1YcDqPMhAzF7,en,,2441,False
Beéle,top diesel,2QP041AcWg8PwPIWP95RKN,es,,1684,False
"Camin, Rvfv",Golfista,2R0RvdGFAOCznsB85KN0f4,es,,2252,False
