artist,title,spotify_uri,lyrics,original_lang
"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,1YAWMfsmduIrpqrjP45pFn,"Voy a darte duro, mami, pa' que lo sienta'
En las noche' frías sé que mi nombre piensas
Jajajaja
Bri-ba-ba-ba-bai-ba
Bellaquita, bellaquita
Real G4 Life foreva

Baby, por las noches tú me piensa', me pasa también (Mami, mami)
Yo siempre quiero ser quien te calienta (Forever), quien besa tu piel (Bri-ba-ba-ba-bai-ba)
Baby, vamo' a hacerlo como ante', cuando estábamo' bien (Mami)
Yo forever voy a ser tu gangster (Jajajaja), tú mi nena, bebé (Real G4 Life foreva)

Fore-Forever mi lova (Mi lova), yo nunca la dejo sola
Esa nena es mi gata, ella nunca me abandona (Yo)
Tengo el poder de erizar tu piel si te toco por la zona
Yo soy tu bandido, el que el corazón te roba
Una noche de placer es lo que la nena pide
Que le pongan música pa' que se motive (Ah)
Cuerpo con cuerpo la bellaquera coincide (Jajaja)
Me hace to' los truco' pa' que yo nunca la olvide, ma (Yo)
Forever mi gata, el que te toque, vo'a jalarle las pata' (Se va a morir)
Pensando en ti es que Ñengo se arrebata
Pone mis cancione' en la bocina pa' ponerse má' bellaca
De pasarla bien, eso se trata, ma (Es obvio)
Real G4 Life, baby

Baby, por las noches tú me piensa' (Uh-uh), me pasa también (Ma)
Yo siempre quiero ser quien te calienta, quien bese tu piel
Baby, vamo' a hacerlo como ante' (Jajajajaja), cuando estábamo' bien
Yo forever voy a ser tu gangster, tú mi nena, bebé (Jajajajaja; bellaquita)

Tú me piensa' cuando bebe', cuando fuma'
Cuando te sientes solita, cuando está' arriba 'e la luna
Yo sueno en las motorita', en los Can-Am y toa' las Chuma
Yo paso empeliculea'o en la nave por tu urba
Mami, ahí es que yo te robo-obo
Como yo te como, nadie te lo hace, hace
De tocarte, ma, te mojo (Mojo)
Chequea el piquete este, como que camino cojo
No es que yo esté bien cabrón, es que ellos to's son flojo', flojo' (Ey)
Mi-Mi bebecita yo me encierro en el cuarto con ella
La pongo a cerrar los ojo' pa' que vea la' estrella'
Cuando tú me mira' así, diablo, qué bellaquera
Está' escuchando al Ñengo con el de la nueva era
Y yo recuerdo tú y yo (Ah-ah) entrando en calor
La noche nos pedía, mami, sexo y sudor
En mi mente tus beso', tus pose', y tu olor (Eh-eh)
Tú todavía busca' a alguien que te lo haga como yo
Y son recuerdo', mi amor, entrando en calor
La noche nos pedía, mami, sexo y sudor
En mi mente tus beso', tus pose', y tu olor
Aquí me tienes solito esperando el call, mami (Jajajajaja, Real G4 Life, baby)

Baby, por las noches tú me piensa', me pasa también (Ma)
Yo siempre quiero ser quien te calienta, quien besa tu piel (Sí)
Bab-Baby, vamo' a hacerlo como ante' (Jajajaja), cuando estábamos bien
Yo forever voy a ser tu gangster, tú mi nena, bebé

Tú está' bellaca, y yo lo sé
Sus ojo' me están hablando
Si sigue como va, vamo' a terminar chingando, chingando
Lo sé, sus ojos me están hablando
Si sigue como va, vamo' a terminar chingando
Real G4 Life, baby
Orientando a las generacione' nueva'
Dime, Ousi
Bellaquita, bellaquita
Nosotro' estamo' poniendo los culo' a retumbar desde ante' de que ustede' nacieran
Real G4 Life foreva (Jajajaja)
Ousi
Ja",es
Rels B,TU VAS SIN (fav),6uiQ0DqbXTBc8tl0AUKZkR,"Ve-Ve-Vente y no te quites, que tú vas sin
Me dijo un man, que tú eres mi señora
Se la tiro de que sí, y ahora le toca que sí
No tengo miedo si te tengo enfrente
Tirando labia, que yo voy pa'lante
Si yo sé que te las sabes todas
Siempre me sale en ""For you""
Yo la quería pa' mí, mi bebeci—, bebeci—

Una varita diseñó su cuerpo
Y la verdad, si está más buena, explota
Ella tiene el truquito, el pasito de baile
Yo me la pegué pa' que baile, me baile
Una varita diseñó su cuerpo
Y la verdad, si está más buena, explota
Ella tiene el truquito, el pasito de baile (Ey, yo)
Yo me la pegué pa' que baile, me baile

A mí me gusta que me tires corazones
Porque llevo tiempo detrás de ti (Yeah, yeah)
Yo quiero todo, quiero que tú te enamores, baby
Yo te quiero solo pa' mí, yeah, yeah
Bebé, en la calle todo' saben quiénes somos
Por eso que están mirando pa' aquí, yeah, yeah
Porque brillamos como bli-bling
Yeah, bli-bling, yeah, bli-ling (Ey, yo)

Vente y no te quites, que tú vas sin
Me dijo un man, que tú eres mi señora
Se la tiro de que sí, y ahora le toca que sí
No tengo miedo si te tengo enfrente
Tirando labia, que yo voy pa'lante
Si yo sé que te las sabes todas
Siempre me sale en ""For you""
Yo la quería pa' mí, mi bebeci—, bebeci—

Una varita diseñó su cuerpo
Y la verdad, si está más buena, explota
Ella tiene el truquito, el pasito de baile
Yo me la pegué pa' que baile, me baile
Una varita diseñó su cuerpo
Y la verdad, si está más buena, explota
Ella tiene el truquito, el pasito de baile
Yo me la pegué pa' que baile, me baile",es
Bad Bunny,EoO,6J5kc12BW5HuP3d7C3vvx8,"Ella viene por ahí y nunca llega sola, so-so-so-so—
Ella nunca llega sola
To' los bandi-bandido' le sueltan las pistola', pa-pa-pa-pa—
Esta es noche lo que hay-hay-hay-hay-hay (Dice)

Perreo, baby (
Sobeteo, baby
)
Tra-tra, baby (
Hasta abajo, baby
)
En la disco, baby (
Yo te cojo, baby
)
Tra-tra, baby (
Tra-tra, baby
)
Perreo, baby (
Sobeteo, baby
)
Tra-tra, baby (
Hasta abajo, baby
)
En la disco, baby (
Yo te cojo, baby
)
Ey (
Tra-tra, baby
), ey (
Tra-tra, baby
)

Yo se la mamo y se pone contenta
Está wheeleá' y ya cumplió los 30
Después de las 12 no los cuenta
No la llame' en el jangueo si no quiere' que mienta
'Tás escuchando al número uno en venta'
Por eso con nosotro' nadiе inventa
Me siento como un bichotе en los 90
Lo tengo para'o, ven pa' que lo sienta'
Dale, mami, pégate (¡Ah!), vírate
Si me mira' mucho, sabe' que voy a besarte
Dale, mami, pégate (¡Ah!), vírate
Si te beso y me lo agarra', entonce' vo'a llevarte

Mira, puñeta, no me quiten el pe-pe-pe-pe-pe-pe-pe—

Mami, yo sé que tú te vuelve' loca cuando el perreo te azota
Pero obliga'o tú te acuerda' de mí si me ve' por ahí
Mami, yo sé que tú te vuelve' loca cuando el perreo te azota
Pero obliga'o tú te acuerda' de mí, de cuando te di

Perreo, baby, tra-tra, baby
En la disco, baby, vamo' a darle, baby
Hasta abajo, baby, no te quite', baby
Bellaqueo, baby, tú y yo solos, baby
Perreo, baby, tra-tra, baby
En la disco, baby, te lo meto, baby
Aquí mismo, baby, delante de tu baby
Te compro la BM y también el AP

Ey, te doy de'o bailando, mami, estoy testing (Dale), ey
Tráete a tu bestie (Uh), que a la do' le bajamo' el panty (Tra)
Tiene a 20 en lista 'e waiting (Dale)
Te lo tiro en la espalda, body painting (
¡Oh!
)
Rompiendo la calle desde los twenty
Anda cazando, no está dating
Rompe la calle siempre que sale
Mami, tú 'tá fit, vo'a lamberte lo' abdominale'
Rompe la calle siempre que sale
Me gusta' porque tú y yo somo' iguale'
Siempre queremo' perreo, -eo
Tú y yo 'tamo envuelto' en el bellaqueo
Cuando nos ponen perreo, -eo, ey
No me ronquen, cabrone', que acá no lo' veo

'Tás escuchando música de Puerto Rico, cabrón
Nosotro' nos criamo' escuchando y cantando esto
En los caserío', en los barrio'
Desde los 90 hasta el 2000 por siempre
Y ando con el mejor de to' los tiempo, Tainy
Y yo no tengo que roncar, ustedes saben ya
Yeah-yeah-yeah-yeah, yeah-yeah-yeah-yeah
Bad Bunny, baby, Bad Bunny, baby, eh
Tainy, Tainy, Tainy, Tainy
Chequéate la historia",es
"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,7d6yK8v8J484SWH5prIQiE,"Freaky girl
Freaky girl
Eh
Ayo, it's Ousi
Yeah-yeah
Dei V, Underwater
Freaky girl

You followed me and I followed you back
You gave me a like and I gave two back
Take that, the other day you put me in your close friends
That’s what you want, babe
I'm heading to the DMs, from the back, side, or front
You look amazing in all your pics
Baby, I'll give it to you now and later too
You posted a story nearby, I’m ready to walk over if I have to, eh
Ooh, babe, I want you to be my wolf
You've got me walking a fine line
Woah-oh, if we go underwatеr, you'll get wet
I'm gonna eat you up likе running a red light

And come on, get ready
Who's paying tonight? Babe, don't worry about it
You're coming, I'm going, just follow me
With that anime-style ass, babe, anime-style
Come on, get ready (Yeah)
Who’s paying tonight? Baby, don’t worry about it
Are you coming or should I come? Just follow me
This is what you've been waiting for
My flirty message

We’ll see if it's true (Ooh-ooh), eh
We'll see if it's true, we’ll see if it's true, we'll see if it's true
Baby
We'll see if it's true (We'll see if it's true), eh

Baby, you do it like you knew how (Like you knew how)
Even you would get turned on if you saw yourself through my eyes
Saw yourself through my eyes

Hey (Hey), you and I are gonna meet, we're gonna get to know each other
We're gonna dance (We're gonna dance), we're gonna drink (We're gonna drink)
We're gonna hook up (We're gonna hook up), then get it on
You're gonna get addicted, and this is gonna get wild
We're gonna end badly, yeah
Because I'm trouble
And because you're hot
But I've got my girls
The ones I don't let go of, but you're loose, yeah
But you're fr—, but-but you're loose, hey (Hey)
You're a pitcher, baby, but I grew up on the mound
You'll be dreaming of me after I eat you up
I'll roll up to your block, lowkey in the Tacoma
Or maybe in the Lambo, living a crazy movie life
Hey (Hey), check the AP, it's always on time
That's why no girl rushes me or tricks me
I'm ready to knock you up right now (Horny)

She showed up all wild, like a white girl in La Perla
Baby, this is Ousi, it's a pleasure to meet you
I'm with Bad Bo, with Dei V, and you're with your girls
And I don't know if it's the weed, but you've got
Those tiny little eyes like Don
I ran my tongue over you like sealing a blunt
Baby, you let loose with tequila and lime
That thing in the back, baby, it's huge, like a Yukon
Close your eyes and think of me
I'm drinking and blazing too
She wants a message that says, ""Come over""
I spend my time staring at that booty online

Baby (Baby), that ass belongs to a boss
And I've always wanted to be a boss
Let's go somewhere no one will notice
So when I hit it, hey (Hit it)

We'll see if it's true
We'll see if it's true, we'll see if it's true, we'll see if it's true
Eh-eh
We'll see if it's true, we'll see if it's true

Baby, you do it like you knew how
Even you would get turned on if you saw yourself through my eyes, saw yourself through my eyes (Eyes)

What? Baby, I heard you get things done
Who leads the new generation?
The multi-platinum league
Bad Bunny, Dei V, Omar Courtz
You know, your idols
You're probably wondering how they do it
You've gotta step it up, boom!

Hey, yeah-yeah
Hey
Close your eyes and think of me, hey
I'm drinking and blazing too
She wants a message that says, ""Come over""
I spend my time staring at that booty online",en
"ROSALÍA, Yahritza Y Su Esencia",La Perla,4oVO4fGNRRvEn0CRuFO4qv,"Hola, ladrón de paz
Campo de minas para mi sensibilidad
Playboy, un campeón
Gasta el dinero que tiene y también el que no
Él es tan encantador, estrella de la sinrazón
Un espejismo, medalla olímpica de oro al más cabrón
Tienes el podio de la gran desilusión

La decepción local, rompecorazones nacional
Un terrorista emocional, el mayor desastre mundial
Es una perla, nadie se fía
Es una perla, una de mucho cuida'o

El rey de la 13-14, no sabe lo que es cotizar
Él es el centro del mundo
Y ya después, ¿lo demás qué dará?
Por fin vas a terapia, vas al psicólogo y también psiquiatra
¿Pero de qué te sirve si siempre mientes más que hablas?
Te harán un monumento a la deshonestidad

No me das pena, quien queda contigo se drena
Siempre se autoinvita, si puede vive en casa ajena
Red flag andante, tremendo desastre
Dirá que no fue él, que fue su doppelgänger

(Bueno, es que, claro, no referirse a él como icono)
(Sería para él una narrativa reduccionista, ¿me entiendes?)
Nunca le prestes na', no lo devolverá
Ser bala perdida es su especialidad
La lealtad y la fidelidad
Es un idioma que nunca entenderá
Su masterpiece, su colección de bras
Si le pides ayuda desaparecerá

La decepción local, rompecorazones nacional
Un terrorista emocional, el mayor desastre mundial
Es una perla, nadie se fía
Es una perla, una de mucho cuida'o",es
Bad Bunny,NUEVAYoL,5TFD2bmFKGhoCRbX61nXY5,"¡
Nueva
 Yol
!

Si te quieres divertir
Con encanto y con primor
Solo tienes que vivir (
¿Pa' dónde?
)
Un verano en Nueva York (
¡Nueva York!
)
Si te quieres divertir
Con encanto y con primor (
¿Pero qué es esto?
)
Solo tienes que vivir (
¿Y este frío?
)
Un verano en Nueva York (
Un ratito na' má'
)

Ey, ey, ey, 4 de julio, 4th de July
Ando con mi primo, borracho, rulay
Los mío' en El Bronx saben la que hay
Con la nota en high por Washington Heights
Willie Colón, me dicen ""еl malo"", ey
Porque pasan los año' y sigo dando palo'
Vendiеndo disco' como cuadro' 'e Frida Kahlo
El perico es blanco, sí, sí, el tusi rosita, eh, eh
No te confunda', no, no, mejor evita, ey (Ey)
Un shot de cañita en casa de Toñita y PR se siente cerquita
Sí, sí, sí, tengo el campeonato, nadie me lo quita

The best in the world
Number one, the best in the world, ¿okey? ¡Puerto Rico!

¿Cómo Bad Bunny va a ser rey del pop, ey
Con reggaetón y dembow? Ey
Con reggaetón y dembow, sí
Con reggaetón y dembow
¿Cómo Bad Bunny va a ser rey del pop, ey
Con reggaetón y dembow?
Me siento como el Lapiz en ""Capea El Dough""
Cuando yo nací, fue que nació el flow
De la'o a la'o, ping-pong
Un flow pesa'o, Big Pun
Con silenciador les robamo' las gata', James Bond, ey
Yo estoy en la mía, no tengo adversario, no
Con Los Yankee' y Los Met', Juan Soto
A correr, que otra ve' la sacamo' 'el estadio (Ey)

Si te quieres divertir
Con encanto y con primor
Solo tienes que vivir (
Ya mismo nos vamo'
)
Un verano en Nueva— (
Un ratito má', un ratito
)

Shh, cuida'o, que nadie nos escuche
Shh, cuida'o, que nadie nos escuche
Shh, cuida'o, que nadie nos escuche
Shh, cuida—

Tú tiene' piquete, mami, yo también
Tú estás buena, yo estoy bueno también
Huelo rico y ando con los de cien
Si tú lo quiere', lo tiene' que mover
Tú tiene' piquete, mami, yo también
Tú estás buena, yo estoy bueno también
Huelo rico y ando con los de cien
Si tú lo quiere', lo tiene' que mover

Lo tiene' que move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
Lo tiene' que move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
Lo tiene' que move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
Lo tiene' que move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
Shh",es
Beéle,no tiene sentido,1HEwEN64NjgTaHmo7LfkX8,"(¡Uh-wu-wu-wu-wu-wu-wu-wu!)
Baby, ¿Qué tú espera'? (Ah-ah)
Si tú y yo conectamo' la primera vez que nos vimo' a los ojo'
No hay manera (Óyelo), de que me olvide de esa piel canela
Quedaron secuela' de esa noche (Yeah, yeah)

Que tú y yo paramo' el tiempo
Frente a frente (Alright), cuerpo a cuerpo
Yo no sé por qué tan lejos, vo', ah-ah

No tiene sentido que con esto que sentimo'
Tú esté' por otro camino, no еs normal
Bebé, tú allá y yo acá
Eso no tiene sеntido, baby, si ya coincidimo'
Y un par de cosas vivimo', no es normal
Bebé, tú allá y yo acá
Eso no tiene sentido (No; wuh-wuh-wuh)
Eso no tiene sentido (No; aye)
No tiene sentido (No; alright, wu-wu-wu-wu)
No tiene sentido (Óyelo)

Dime, mami, ¿qué fue? ¿Qué se me hizo? (Uh)
Que hace tiempo no te localizo (Uh)
Manda ubi que yo te aterrizo (Wuh-wuh)
Te pienso y me erizo (Aye)
A tu nombre yo me desahogo
El video que hicimo' a vece' lo utilizo
Las ganas en el cielo y la ropa en el piso
Bebé (Bebé), hace tiempo que no te veo (Que no)
Que no me escribes (Que no), que no te leo (Que no)
Con mi mente a veces peleo (Que no)
Porque me dice (Que no) que me olvide, baby

Que tú y yo paramo' el tiempo (Tú y yo)
Frente a frente, cuerpo a cuerpo
Yo no sé por qué tan lejos, vo' (Alright, alright), ah-ah

No tiene sentido que con esto que sentimo'
Tú esté' por otro camino, no es normal
Bebé, tú allá y yo acá
Eso no tiene sentido, baby, si ya coincidimo'
Y un par de cosas vivimo', no es normal
Bebé, tú allá y yo acá
Eso no tiene sentido (No; wuh-wuh-wuh)
Eso no tiene sentido (No; aye)
No tiene sentido (No; alright, wu-wu-wu-wu)
No tiene sentido (No; óyelo)",es
"La T y La M, Malandro",Amor de Vago,5MKbWaXeSQSmzmo7gPQha1,"El Malandro de América
La T y La M, perro

No es lo mismo un beso normal
Que un besito de los vaguito'
Un abrazo y bien despacito
Y con banda de ganas de amar
No es lo mismo un beso de vago
Que los celos de ese tontito
Porque sabe que estamo' al ritmo
Y tiene miedo de pestañear (Jajaja)
Sé que toda la cuadra entera (Toda)
Me tiene como el del problema (Ajá)
Y que si tu papá se entera (Tss)
Mamadera, la que me espera (-pera)
Y aunque yo soy un calavera (Jaja)
Día y noche en esa' veredas (Sí)
Para amar tengo mil maneras (Mil)
Mil poemas pa' vos, mi nena (Pa vo')

Abajo 'el foquito en esa esquina, acá hay fuego
Donde está la bronca y el bardo (Ahí)
Para ver si con vos la encuadro (Ajá)
Estoy tratando de agarrar Wi-Fi
Abajo 'el foquito en esa esquina, te espero (Ahí te espero)
Para darte el beso más largo
El verdadero beso de vago (De vago)
Que no vas a olvidar jamás (Ajá)

Es que me tiene loco su manera de mirarme
Cómo ella le hace pa' llegarme
Cómo lo hace tierno al amarme
Sus ojos marrones con la luna brillar
Segundeame hasta el mediodía
Hasta que abra la panadería
Pasamos el día con la flía, me rompo el asado y algo pa' tomar
Es que conmigo la pasas mejor, te pinté el día de color
Una cumbia, ritmo y sabor, unos besitos y un alfajor
Y si a tu mami la veo pasar, por vos le voy a preguntar
Yo me le voy a declarar, me vuelve loco tu caminar

Abajo 'el foquito en esa esquina, acá hay fuego
Donde está la bronca y el bardo
Para ver si con vos la encuadro
Estoy tratando de agarrar Wi-Fi
Abajo 'el foquito en esa esquina, te espero
Para darte el beso más largo
El verdadero beso de vago
Que no vas a olvidar jamás

Abajo del foquito
Frente al fueguito
Dos mil besitos
Y unos abrazos de madrugá'",es
Airbag,Pensamientos,1H7ktqkQx1PIuPfNtqvaBs,"Oh-oh-oh-oh
Oh-oh-oh-oh

Esperaba que me digas
Lo que nos va a pasar
Si pudiera mataría
Por verte una vez más

De tu boca no salían
Palabras al azar
Como ves, ya no hay salida
No puedo escapar

Oh-oh-oh-oh
Y lee mis pensamientos, sabe lo que siento
Oh-oh-oh-oh
Y sexo y amargura en esta locura
Oh-oh-oh-oh
Hemos tomado tanto, no sé lo que hablo
Oh-oh-oh-oh
Y no quiero que te alejes
Que te alejes

Y pasamos todo el día
Tirados sin hablar
Nos dijimos las mentiras
Que quería escuchar

Esta noche está dormida
Tendré que festejar
Como vеs ya no hay salida
No puedo escapar

Oh-oh-oh-oh
Y lee mis pensamiеntos, sabe lo que siento
Oh-oh-oh-oh
Y sexo y amargura en esta locura
Oh-oh-oh-oh
Hemos tomado tanto, no sé lo que hablo
Oh-oh-oh-oh
Oh, prendido a tu cintura en esta locura
Oh-oh-oh-oh
Y tal vez en la mañana encuentre la calma
Oh-oh-oh-oh
Y no quiero que te alejes
Que te alejes

Y lee mis pensamientos, sabe lo que siento
Eh-eh, eh-eh-eh, oh-oh
Esperaba que me digas",es
"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,6iOndD4OFo7GkaDypWQIou,"O-O-Ovy On The Drums
You're the apple of my eye, you
Are everything I want
A beer to quench the thirst? Nah
Better to be kissed by your little mouth, my love
Temptations like you
Deserve sinners like me
Oh, if you want it, just give the signal (Aye)
You know I won't say no

Ay, you've got that magic
You really have that little something I love, it drives me crazy (Ay-ay)
Sleeping with you was love at first sight, when you danced like that
On the neck, kisses and tongue, I know you love it, it drives you crazy
I know you love it, it drives you crazy
And sometimes

Ooh, ooh, ooh (I know you love it, it drives you crazy)
Ooh, ooh, ooh (For real)
Ooh, ooh, ooh
Ooh (Listen), ooh, ooh

Hey, the thing is that ever since I saw your face
I fell in love with all of you, you've just got that something and I don't know what it is
I feel like the same thing happens to you when I look at you
What do you say, we chill and watch the sunrise together? (Prra)
I wanna do everything, I want you to be my everthing
I tell you, ""Rub it, go ahread,"" and then she comes and rubs it (Ooh-ah)
Let's meet up later
If you don't like hell, why you flirting with the devil?
And she, a cutie from Medellín, and I'm from the coast, a coleto
I press her close on a single tile
To keep it real with you, no fake stuff
It's clear you're pure poison

Ay, you've got that magic
You really have that little something I love, it drives me crazy (Ay-ay)
Sleeping with you was love at first sight, when you danced like that
On the neck, kisses and tongue, I know you love it, it drives you crazy (Ooh)
I know you love it, it drives you crazy
And sometimes

Ooh, ooh, ooh (I know you love it, it drives you crazy)
Ooh, ooh, ooh (Listen, for real)
Ooh, ooh, ooh (I know you love it, it drives you crazy)
Ooh, ooh, ooh

Beéle
Ovy On The Rasta Drums
W Sound
Aye
Alright",en
Milo j,Niño,4aDbrgm1ZaebS1Bb2dOXac,"¿Cómo estarán en la ensenada, el viejo ceibal
Los jazmineros y orquídeas en flor?
Donde cantó dulcemente el zorzal
Quiero volver a contemplarme en tus ojos cambá
Y que me beses como te besé
Bajo la sombra del jacarandá

Niño, apoyate en mis recuerdos, intentá dormir en paz
Siento el peso en tu conciencia por el llanto de mamá
Vi que el miеdo al abandono no te deja respirar
Siеnto el nudo de tu panza cuando te hablan de papá
Niño, haz las paces con la vida, no es de piedra el pastizal
La nostalgia de tu antes no te deja caminar
¿Quién mató tu sonrisita de ilusión y de bondad?
Sé que te querés dormir pa' no volver a despertar

Amor, no llores, veo luz en tus males
Siguiéndote el corazón, bailando en un canto de zorzales

Niño, soy un hombre con tristeza, sé del peso en tu verdad
Escaparte por robar porque robás para cenar
Vi tus dedos en el barro con olor a libertad
Sé que te querés dormir pa’ no volver a despertar
Por el mundo vas de pillo con alma de caramelo
Vi la vida en tus nudillos y su odio en tus hoyuelos (Ah, ah, ah, ah)
Le rezaste a unos amigos, pues no todos van al cielo
Pero vos sos un grial

Amor, no llores, veo luz en tus males
Siguiéndote el corazón, bailando en un canto de zorza—
Amor, no llores, veo luz en tus males
Siguiéndote el corazón

Hijo, me robaron tus ojitos los momentos que perdí
Pedí tiempo a mi destino, y dijo: ""Hoy te toca a ti""
Sé que un día serás grande, sé que un día entenderás
Los consejos de tu viejo, estoy descansando en paz",es
"PEDRO SAMPAIO, Emilia, MC Meno K, Melody",JETSKI - Remix,7z26frY6O7BXwyjeqzYo7W,"Te gustará cómo nuestros cuerpos chocarán
Bajo el agua, nadie lo sabrá
Safado conmigo
Que sean las olas las que escuchen mis gemidos

(Encima, encima) Encima del jetski, vo'a rebolar pra vos
(Oh-oh-oh)
Nessa onda sexy, te dejo maluco
(Oh-oh-oh)
Em cima do jetski, vou rebolar pra tu
(Oh-oh-oh)
Nessa onda sexy, te deixo maluco (Deixa sim, hahaha, deixa sim)
(Oh-oh-oh)

PE-DRO SAM-PAI-O, ¡uh!

Es de Vidigal, fala en portugués
Me subió al jetski, fuerte lo agarré
Él me pone mal, lo hace tudo bem
Hoy me voy a ahogar, boca a boca sálvame
Dame un—Dame un besito, brasilero exquisito
Un videíto, material inédito
Cuando todo me quitó, se desquitó
Te quiero todo mojado, no se quitó (-tó), no se quitó

Tu gosta, né? (Uh-huh) De correr perigo
Gosta, né? De um sexo proibido
Só quem vai ver sou eu e os golfinho'
As onda' batendo, ai, que delícia o barulhinho

(Encima, encima) Encima del jetski (O quê?), vo'a rebolar pra vos (Ah)
(Oh-oh-oh)
Nessa onda sexy (Uh), te dejo maluco (Deixa sim, hahaha, deixa sim)
(Oh-oh-oh)
E-e-e-e-e-em cima do jetski, vou rebolar pra tu
(Oh-oh-oh)
Nessa onda sexy, te deixo maluco
(Oh-oh-oh)

Melody
PE-DRO SAM-PA-IO, ¡uh!
Oh
É o K na voz

Ay, yo lo empiezo a rebolar
Piensa' que soy brasilera y vengo de Argentina
Nadie se compara con una latina
Y quiero más

Encima del jetski
No paro de rebotar
No paro de rebotar
No paro de rebotar
Encima del jetski
No paro de rebotar
No paro de rebotar
No paro de rebotar
En-en-encima del jetski

De jet, no jet, ela bota a boca e vem no mete
Se pá, tu não vai ter um match, repete o que eu vou falar
Vou colocar, colocar, colocar, vou botar e tu vai tomar
Vou colocar, colocar, colocar, e-e-encima del jetski
Vou colocar, colocar, colocar, vou botar e tu vai tomar
Vou colocar, colocar, colocar, e-e-encima del jetski",es
